date,open_NO2,sate_NO2,"Doon University, Dehradun - UKPCB"
2021-02-09,24.37625,4752860000000000.0,121.42
2021-02-10,20.987916666666667,3994922000000000.0,132.11
2021-02-11,19.06875,5321430000000000.0,109.74
2021-02-12,16.950833333333332,3781662000000000.0,109.51
2021-02-13,13.686666666666662,5796920000000000.0,104.01
2021-02-14,12.605000000000002,6501740000000000.0,128.65
2021-02-15,21.2575,4190818000000000.0,103.53
2021-02-16,22.184166666666663,6055410000000000.0,93.57
2021-02-17,26.131250000000005,6422336000000000.0,75.38
2021-02-18,21.31375,4787280000000000.0,99.03
2021-02-19,13.871249999999996,4047100000000000.0,68.55
2021-02-20,11.948750000000002,5541090000000000.0,41.31
2021-02-21,13.229583333333338,6605420000000000.0,48.41
2021-02-22,16.411666666666672,4439110000000000.0,78.27
2021-02-23,15.53,5904810000000000.0,91.69
2021-02-24,18.52833333333333,4750568000000000.0,58.55
2021-02-25,20.7325,4662940000000000.0,43.34
2021-02-26,18.3225,3289640000000000.0,41.64
2021-02-27,8.41208333333333,5001620000000000.0,47.6
2021-02-28,12.035833333333333,4205806000000000.0,38.48
2021-03-01,15.4825,3046760000000000.0,395.73
2021-03-02,14.780833333333332,3831880000000000.0,198.63
2021-03-03,13.872500000000002,5585992000000000.0,258.3
2021-03-04,14.6375,3156050000000000.0,220.88
2021-03-05,13.320833333333333,3079618000000000.0,254.87
2021-03-06,7.650000000000002,5183570000000000.0,221.86
2021-03-07,2.7779166666666666,3657656000000000.0,221.04
2021-03-08,11.648749999999998,5466760000000000.0,185.32
2021-03-09,13.386666666666663,3358620000000000.0,236.7
2021-03-10,11.82875,4611264000000000.0,236.54
2021-03-11,13.378750000000002,3819330000000000.0,240.96
2021-03-12,10.315,4138408000000000.0,235.68
2021-03-13,10.54166666666667,4467930000000000.0,205.41
2021-03-14,10.742608695652176,3933936000000000.0,217.46
2021-03-15,14.162916666666666,4449120000000000.0,260.87
2021-03-16,12.902499999999998,3395350000000000.0,259.31
2021-03-17,13.44875,3791810000000000.0,256.62
2021-03-18,13.890833333333331,4491680000000000.0,234.91
2021-03-19,13.529583333333337,2376144600000000.0,236.04
2021-03-20,10.39375,4843670000000000.0,278.43
2021-03-21,8.35625,3485424000000000.0,245.59
2021-03-22,6.44875,6773944000000000.0,280.42
2021-03-23,8.655,2589932000000000.0,224.04
2021-03-24,12.002083333333331,5763500000000000.0,291.61
2021-03-25,13.040416666666664,3661290000000000.0,224.09
2021-03-26,12.559166666666664,4369038000000000.0,256.8
2021-03-27,9.180833333333336,5121030000000000.0,246.97
2021-03-28,8.745416666666669,4486002000000000.0,257.93
2021-03-29,10.37375,3481120000000000.0,267.0
2021-03-30,12.225833333333332,3423804000000000.0,251.4
2021-03-31,14.29625,6354280000000000.0,241.93
2021-04-01,13.42375,3623480000000000.0,221.17
2021-04-02,9.30625,6724300000000000.0,262.45
2021-04-03,10.884583333333332,6496060000000000.0,241.16
2021-04-04,6.857083333333333,8813060000000000.0,240.12
2021-04-05,2.905416666666667,5157390000000000.0,240.65
2021-04-06,1.8475,4840236000000000.0,224.89
2021-04-07,9.133333333333333,5611880000000000.0,275.92
2021-04-08,10.47375,4406498000000000.0,238.03
2021-04-09,10.640833333333337,6831470000000000.0,253.26
2021-04-10,8.757916666666667,4379180000000000.0,265.82
2021-04-11,10.361666666666666,5215206000000000.0,264.2
2021-04-12,9.6175,8097480000000000.0,261.95
2021-04-13,11.871250000000003,773731000000000.0,275.47
2021-04-14,13.331250000000002,7706160000000000.0,259.04
2021-04-15,9.339166666666666,4034842000000000.0,285.69
2021-04-16,4.58125,7663270000000000.0,210.05
2021-04-17,4.594583333333333,7618570000000000.0,293.11
2021-04-18,5.931666666666668,6983100000000000.0,230.49
2021-04-19,12.300000000000002,4990520000000000.0,255.58
2021-04-20,1.689166666666667,3718464000000000.0,194.29
2021-04-21,3.68125,6760770000000000.0,274.64
2021-04-22,5.432083333333332,5362018000000000.0,260.51
2021-04-23,2.30625,5629424000000000.0,303.35
2021-04-24,7.656666666666667,2687476000000000.0,174.99
2021-04-25,8.174583333333333,5681520000000000.0,256.06
2021-04-26,10.177083333333332,4092430000000000.0,225.21
2021-04-27,9.785000000000002,8150064000000000.0,325.14
2021-04-28,11.697916666666666,5853100000000000.0,55.14
2021-04-29,13.032916666666669,4771250000000000.0,23.08
2021-04-30,10.060416666666669,6178920000000000.0,27.02
2021-05-01,8.200000000000001,5893860000000000.0,14.6
2021-05-02,9.715416666666668,8654510000000000.0,13.15
2021-05-03,11.652500000000002,1.01e+16,16.35
2021-05-04,9.951666666666666,4774350000000000.0,18.47
2021-05-05,10.962916666666665,7036720000000000.0,11.69
2021-05-06,7.6575000000000015,7089150000000000.0,11.53
2021-05-07,11.277500000000002,7135810000000000.0,25.35
2021-05-08,7.909166666666665,4769902000000000.0,26.27
2021-05-09,8.040000000000001,7894770000000000.0,17.61
2021-05-10,11.230416666666663,4418620000000000.0,22.42
2021-05-11,11.20458333333333,1.35e+16,24.43
2021-05-12,12.340833333333334,4602270000000000.0,22.97
2021-05-13,10.683333333333335,4364326000000000.0,10.91
2021-05-14,8.871666666666666,4599590000000000.0,15.48
2021-05-15,7.833749999999999,3204760000000000.0,34.21
2021-05-16,7.802499999999998,6161850000000000.0,37.6
2021-05-17,12.635833333333336,4920458000000000.0,54.18
2021-05-18,15.05833333333333,4305832000000000.0,12.05
2021-05-19,7.429583333333334,5346776000000000.0,7.59
2021-05-20,15.105833333333337,8990050000000000.0,4.51
2021-05-21,11.02625,5633460000000000.0,168.51
2021-05-22,7.614999999999999,5496100000000000.0,84.61
2021-05-23,8.051250000000001,6438590000000000.0,75.79
2021-05-24,9.593333333333332,6556946000000000.0,55.32
2021-05-25,10.2025,5111990000000000.0,56.7
2021-05-26,10.640416666666669,5046694000000000.0,78.42
2021-05-27,10.86875,7189780000000000.0,85.88
2021-05-28,8.152499999999998,4304410000000000.0,50.44
2021-05-29,5.938333333333335,7127356000000000.0,47.31
2021-05-30,5.630416666666666,5276660000000000.0,48.27
2021-05-31,6.247083333333333,4828490000000000.0,55.34
2021-06-01,13.287916666666666,3544134000000000.0,40.15
2021-06-02,10.855833333333337,4876906000000000.0,15.27
2021-06-03,10.389166666666668,8710320000000000.0,11.96
2021-06-04,10.610833333333334,8489310000000000.0,78.15
2021-06-05,6.888749999999998,6588000000000000.0,54.27
2021-06-06,7.833749999999999,6665370000000000.0,82.69
2021-06-07,10.637499999999998,7864930000000000.0,104.33
2021-06-08,11.85875,7983570000000000.0,44.1
2021-06-09,9.777916666666666,6395682000000000.0,84.6
2021-06-10,8.368333333333336,4233840000000000.0,75.46
2021-06-11,4.526666666666666,3630664000000000.0,66.29
2021-06-12,5.594999999999999,6112440000000000.0,40.96
2021-06-13,4.604166666666667,3722470000000000.0,42.73
2021-06-14,11.294166666666667,4618146000000000.0,59.32
2021-06-15,9.612916666666669,9834330000000000.0,41.79
2021-06-16,8.692083333333334,-1763980000000000.0,69.53
2021-06-17,12.31125,5536250000000000.0,54.98
2021-06-18,7.170833333333333,4912246000000000.0,48.67
2021-06-19,5.29375,6863942000000000.0,48.32
2021-06-20,6.3983333333333325,5828710000000000.0,35.99
2021-06-21,10.534999999999998,5591750000000000.0,42.29
2021-06-22,10.464583333333334,4829880000000000.0,38.97
2021-06-23,8.247083333333334,8559920000000000.0,76.2
2021-06-24,9.548333333333332,6255580000000000.0,71.0
2021-06-25,9.639583333333333,4999514000000000.0,66.46
2021-06-26,7.694583333333331,6776580000000000.0,48.46
2021-06-27,8.163333333333334,6860590000000000.0,43.33
2021-06-28,10.119583333333331,7616030000000000.0,58.21
2021-06-29,10.645,5621010000000000.0,56.22
2021-06-30,9.739166666666666,4302254000000000.0,50.0
2021-07-01,10.17125,6582790000000000.0,45.99
2021-07-02,10.78875,1921550000000000.0,46.64
2021-07-03,8.711250000000001,4455240000000000.0,47.67
2021-07-04,7.400416666666666,3922304000000000.0,40.9
2021-07-05,10.105000000000002,6613820000000000.0,36.43
2021-07-06,10.301666666666671,9128570000000000.0,45.87
2021-07-07,11.003333333333336,1.01e+16,48.12
2021-07-08,12.18,6000680000000000.0,38.31
2021-07-09,9.912083333333332,7408630000000000.0,30.69
2021-07-10,4.950000000000001,4133708000000000.0,33.2
2021-07-11,11.185833333333331,4693486000000000.0,24.87
2021-07-12,10.961666666666668,7300650000000000.0,28.79
2021-07-13,10.786666666666669,5071728000000000.0,33.87
2021-07-14,11.074999999999998,5399746000000000.0,36.15
2021-07-15,6.726666666666667,4629084000000000.0,26.43
2021-07-16,4.176666666666666,4445936000000000.0,24.05
2021-07-17,2.9462500000000005,3367854000000000.0,32.67
2021-07-18,4.91875,5101752000000000.0,34.51
2021-07-19,6.252083333333334,5548282000000000.0,32.4
2021-07-20,11.314166666666663,4750512000000000.0,26.91
2021-07-21,5.30625,6529090000000000.0,25.72
2021-07-22,9.19625,3628734000000000.0,22.23
2021-07-23,9.09,6163300000000000.0,32.91
2021-07-24,4.942916666666666,3814650000000000.0,33.75
2021-07-25,3.1566666666666663,3562652000000000.0,31.85
2021-07-26,5.945,3394154000000000.0,34.01
2021-07-27,3.489583333333333,6038682000000000.0,32.84
2021-07-28,8.895833333333334,4502008000000000.0,38.16
2021-07-29,14.074166666666668,4154640000000000.0,32.62
2021-07-30,8.382916666666667,3511932000000000.0,25.67
2021-07-31,7.985416666666666,2515640000000000.0,29.39
2021-08-01,6.357500000000001,2940512000000000.0,32.77
2021-08-02,9.50375,4535544000000000.0,25.68
2021-08-03,7.006666666666668,4305224000000000.0,22.2
2021-08-04,7.885416666666668,4958034000000000.0,24.13
2021-08-05,11.305833333333332,4238780000000000.0,29.34
2021-08-06,11.736249999999998,5907340000000000.0,28.41
2021-08-07,7.850833333333334,4057056000000000.0,26.47
2021-08-08,8.483333333333334,3434146000000000.0,25.23
2021-08-09,16.864583333333332,4343412000000000.0,31.76
2021-08-10,7.380416666666666,3991450000000000.0,32.95
2021-08-11,8.685833333333335,5388930000000000.0,28.67
2021-08-12,8.095,5986498000000000.0,27.53
2021-08-13,6.387499999999999,4613130000000000.0,31.6
2021-08-14,7.509583333333333,3694876000000000.0,25.66
2021-08-15,7.337916666666665,6164930000000000.0,27.14
2021-08-16,9.489166666666664,3682330000000000.0,30.32
2021-08-17,9.401666666666666,4678040000000000.0,36.17
2021-08-18,11.423749999999998,4068120000000000.0,43.0
2021-08-19,4.724583333333333,4449392000000000.0,41.19
2021-08-20,11.95625,4416348000000000.0,29.92
2021-08-21,9.376666666666663,4624254000000000.0,22.94
2021-08-22,6.220833333333334,5332714000000000.0,23.69
2021-08-23,5.7275,3409890000000000.0,29.85
2021-08-24,5.853333333333334,2981940000000000.0,38.38
2021-08-25,5.899583333333333,3980308000000000.0,32.55
2021-08-26,4.2508333333333335,3555330000000000.0,33.43
2021-08-27,4.233333333333334,3524120200000000.0,71.52
2021-08-28,4.489999999999999,4864224000000000.0,83.47
2021-08-29,2.9775,4029986000000000.0,69.22
2021-08-30,9.615000000000002,3948770000000000.0,58.9
2021-08-31,12.608750000000002,4167130000000000.0,70.29
2021-09-01,11.441666666666668,5071320000000000.0,78.21
2021-09-02,10.835,4739298000000000.0,74.04
2021-09-03,10.067916666666664,4455230000000000.0,115.15
2021-09-04,6.400416666666665,4562218000000000.0,116.2
2021-09-05,9.102916666666667,2903750000000000.0,105.03
2021-09-06,4.408333333333332,3814998000000000.0,115.19
2021-09-07,11.073333333333332,3955396000000000.0,53.24
2021-09-08,12.100416666666668,5575200000000000.0,38.13
2021-09-09,6.9575,6303480000000000.0,35.91
2021-09-10,11.31,3799340000000000.0,27.14
2021-09-11,7.992916666666667,5268104000000000.0,24.06
2021-09-12,11.124583333333335,5601898000000000.0,16.65
2021-09-13,11.567500000000004,4204358000000000.0,59.97
2021-09-14,7.986249999999999,6997750000000000.0,34.56
2021-09-15,5.695416666666667,3369768000000000.0,52.81
2021-09-16,16.756666666666668,4801440000000000.0,51.85
2021-09-17,12.602499999999996,4648190000000000.0,24.05
2021-09-18,8.275,4223100000000000.0,21.5
2021-09-19,9.8775,5327970000000000.0,32.34
2021-09-20,9.252916666666668,5790296000000000.0,33.26
2021-09-21,12.194166666666668,5188282000000000.0,43.33
2021-09-22,11.78375,6903850000000000.0,30.21
2021-09-23,12.915833333333332,4665174000000000.0,37.46
2021-09-24,13.154166666666669,3099052000000000.0,29.4
2021-09-25,5.960416666666667,3706390000000000.0,23.99
2021-09-26,10.71541666666667,2723700000000000.0,18.3
2021-09-27,9.80375,4406454000000000.0,42.84
2021-09-28,10.099166666666669,2460570000000000.0,22.52
2021-09-29,10.47875,4299340000000000.0,24.17
2021-09-30,14.83458333333333,5731330000000000.0,26.62
2021-10-01,8.914166666666668,4898318000000000.0,48.05
2021-10-02,7.484583333333333,4437318000000000.0,44.21
2021-10-03,6.882916666666669,5904610000000000.0,46.98
2021-10-04,10.234166666666669,4134556000000000.0,47.35
2021-10-05,11.091666666666669,5108320000000000.0,40.27
2021-10-06,10.213333333333331,4806778000000000.0,46.39
2021-10-07,10.485833333333334,3782050000000000.0,40.36
2021-10-08,10.886666666666668,3206892000000000.0,44.54
2021-10-09,10.677916666666668,5527710000000000.0,43.95
2021-10-10,10.148749999999998,3724102000000000.0,50.11
2021-10-11,13.065833333333332,3994690000000000.0,53.76
2021-10-12,14.150833333333331,3883580000000000.0,99.29
2021-10-13,15.534999999999997,4348218000000000.0,20.74
2021-10-14,15.679583333333332,4314790000000000.0,25.82
2021-10-15,16.817916666666665,4225660000000000.0,0.7
2021-10-16,13.149166666666668,3602300000000000.0,30.75
2021-10-17,8.344166666666668,4003342000000000.0,13.69
2021-10-18,8.767083333333332,4757960000000000.0,10.87
2021-10-19,10.927916666666668,6267380000000000.0,34.72
2021-10-20,13.107499999999996,5293660000000000.0,40.44
2021-10-21,12.364166666666664,7094170000000000.0,68.84
2021-10-22,15.850833333333332,3775482000000000.0,71.16
2021-10-23,11.045833333333333,4835780000000000.0,48.87
2021-10-24,6.336250000000001,3957322000000000.0,30.41
2021-10-25,13.324166666666663,4407180000000000.0,41.53
2021-10-26,19.56875,4232758000000000.0,47.77
2021-10-27,13.884999999999996,4684360000000000.0,54.07
2021-10-28,19.125,3612790000000000.0,57.14
2021-10-29,15.56875,5294672000000000.0,68.78
2021-10-30,12.610416666666666,4908110000000000.0,55.61
2021-10-31,14.216666666666663,4235974000000000.0,75.32
2021-11-01,20.06791666666667,5862930000000000.0,64.21
2021-11-02,19.305416666666662,3170040000000000.0,51.66
2021-11-03,16.469583333333333,4928200000000000.0,82.88
2021-11-04,19.942083333333333,5691960000000000.0,60.2
2021-11-05,18.829166666666666,4705632000000000.0,65.57
2021-11-06,15.854583333333338,5026170000000000.0,56.25
2021-11-07,14.834800000000005,4113404000000000.0,81.94
2021-11-08,17.91291666666666,4131490000000000.0,86.3
2021-11-09,18.881666666666668,4085614000000000.0,81.5
2021-11-10,23.20833333333333,4168670000000000.0,82.63
2021-11-11,20.8125,4600950000000000.0,82.08
2021-11-12,22.05583333333333,2882110000000000.0,82.73
2021-11-13,13.2025,2831110000000000.0,79.85
2021-11-14,20.68125,4810316000000000.0,98.37
2021-11-15,17.30875,4770550000000000.0,80.86
2021-11-16,20.331666666666667,4057068000000000.0,90.43
2021-11-17,23.64,4825950000000000.0,79.71
2021-11-18,22.265,4347930000000000.0,86.52
2021-11-19,23.953333333333333,2068950000000000.0,95.95
2021-11-20,17.57083333333333,2864030000000000.0,78.7
2021-11-21,16.425,6602450000000000.0,71.09
2021-11-22,22.17875,3300220000000000.0,55.77
2021-11-23,17.874999999999996,4806526000000000.0,86.68
2021-11-24,23.328333333333337,4967200000000000.0,62.93
2021-11-25,20.49416666666667,3886336000000000.0,90.54
2021-11-26,21.22458333333333,5233220000000000.0,96.01
2021-11-27,18.14625000000001,3034122000000000.0,53.14
2021-11-28,17.130416666666665,4302410000000000.0,68.59
2021-11-29,21.72583333333334,4121510000000000.0,69.2
2021-11-30,26.82125,6012172000000000.0,70.47
2021-12-01,32.06249999999999,4355764000000000.0,80.24
2021-12-02,23.13958333333333,4045678000000000.0,63.42
2021-12-03,16.022083333333335,5671020000000000.0,52.63
2021-12-04,17.169166666666666,4117154000000000.0,63.21
2021-12-05,12.040833333333332,3664848000000000.0,63.1
2021-12-06,16.19666666666667,6015510000000000.0,50.27
2021-12-07,19.781666666666663,6379604000000000.0,50.11
2021-12-08,23.03333333333333,2829560000000000.0,55.68
2021-12-09,17.92458333333333,5816326000000000.0,70.09
2021-12-10,18.71625,4364910000000000.0,64.58
2021-12-11,20.253750000000004,3928664000000000.0,71.22
2021-12-12,22.75583333333333,7891970000000000.0,94.34
2021-12-13,19.04958333333333,3103200000000000.0,66.28
2021-12-14,22.90875000000001,3169910000000000.0,73.29
2021-12-15,23.27333333333334,4217800000000000.0,72.13
2021-12-16,23.01333333333334,4662026000000000.0,69.14
2021-12-17,20.19583333333333,5916850000000000.0,50.04
2021-12-18,18.3775,4916898000000000.0,51.15
2021-12-19,19.96291666666667,5305850000000000.0,56.2
2021-12-20,29.887083333333337,3509520000000000.0,72.46
2021-12-21,22.90875,4567960000000000.0,84.31
2021-12-22,22.482916666666664,3746110000000000.0,131.69
2021-12-23,29.11583333333333,5460144000000000.0,126.47
2021-12-24,21.26166666666667,6072820000000000.0,77.16
2021-12-25,18.04125,4961540000000000.0,82.82
2021-12-26,18.4075,4195066000000000.0,66.0
2021-12-27,20.97708333333333,4005284000000000.0,60.8
2021-12-28,21.4725,9892170000000000.0,66.75
2021-12-29,18.519166666666667,4595208000000000.0,63.67
2021-12-30,22.221666666666664,2845260000000000.0,66.25
2021-12-31,22.47458333333333,4760450000000000.0,61.78
