date,open_NO2,sate_NO2,"Buddhi Vihar, Moradabad - UPPCB","Eco Herbal Park, Moradabad - UPPCB","Employment Office, Moradabad - UPPCB"
2020-12-23,20.802916666666665,6330050000000000.0,14.8,14.8,14.8
2020-12-24,12.924166666666666,5798572000000000.0,270.5,270.5,270.5
2020-12-25,9.725833333333332,4965970000000000.0,89.87,89.87,89.87
2020-12-26,24.006250000000005,6708572000000000.0,214.78,214.78,214.78
2020-12-27,19.13958333333333,6078670000000000.0,247.54,247.54,247.54
2020-12-28,15.6,6205710000000000.0,187.9,187.9,187.9
2020-12-29,12.169583333333334,5487220000000000.0,261.43,261.43,261.43
2020-12-30,14.687916666666665,5188190000000000.0,308.73,308.73,308.73
2020-12-31,24.7975,6384990000000000.0,334.44,334.44,334.44
2021-01-01,40.71375,4334230000000000.0,250.17,250.17,250.17
2021-01-02,38.22166666666667,6028584000000000.0,284.4,284.4,284.4
2021-01-03,14.79125,4498470000000000.0,252.94,252.94,252.94
2021-01-04,21.56375,3455120000000000.0,428.88,428.88,428.88
2021-01-05,20.2175,6726330000000000.0,196.65,196.65,196.65
2021-01-06,25.362500000000008,5996596000000000.0,240.21,240.21,240.21
2021-01-07,14.927916666666668,5544660000000000.0,205.87,205.87,205.87
2021-01-08,14.27,5404550000000000.0,235.06,235.06,235.06
2021-01-09,7.657083333333333,5952422000000000.0,196.88,196.88,196.88
2021-01-10,7.264166666666668,4624590000000000.0,263.76,263.76,263.76
2021-01-11,7.849166666666665,5517240000000000.0,265.03,265.03,265.03
2021-01-12,11.497083333333334,6352170000000000.0,226.67,226.67,226.67
2021-01-13,23.921666666666663,6578810000000000.0,299.85,299.85,299.85
2021-01-14,30.031666666666663,5477822000000000.0,297.86,297.86,297.86
2021-01-15,18.451666666666668,4696360000000000.0,280.75,280.75,280.75
2021-01-16,14.70625,5763300000000000.0,0.3,0.3,0.3
2021-01-17,12.273749999999998,4973838000000000.0,0.7,0.7,0.7
2021-01-18,28.89333333333333,5667244000000000.0,1.1,1.1,1.1
2021-01-19,10.582083333333332,5110320000000000.0,439.8,439.8,439.8
2021-01-20,7.972499999999999,7813410000000000.0,390.73,390.73,390.73
2021-01-21,16.89375,6217164000000000.0,0.2,0.2,0.2
2021-01-22,18.95875,3330990000000000.0,101.5,101.5,101.5
2021-01-23,16.200416666666666,6228280000000000.0,1.5,1.5,1.5
2021-01-24,9.39625,4796550000000000.0,0.6,0.6,0.6
2021-01-25,13.276666666666666,5325644000000000.0,2.0,2.0,2.0
2021-01-26,10.293499999999998,7064020000000000.0,0.8,0.8,0.8
2021-01-27,19.15,5330710000000000.0,13.88,13.88,13.88
2021-01-28,16.01750000000001,4497330000000000.0,118.81,118.81,118.81
2021-01-29,8.09625,4668650000000000.0,112.91,112.91,112.91
2021-01-30,9.857083333333334,5321512000000000.0,1.2,1.2,1.2
2021-01-31,33.4925,8172710000000000.0,120.33,120.33,120.33
2021-02-01,19.55875,5140802000000000.0,119.01,119.01,119.01
2021-02-02,25.105833333333337,5990830000000000.0,140.67,140.67,140.67
2021-02-03,17.075000000000003,5425908000000000.0,83.78,83.78,83.78
2021-02-04,21.31375,6205890000000000.0,76.4,76.4,76.4
2021-02-05,21.305,4411640000000000.0,88.84,88.84,88.84
2021-02-06,7.14125,5851556000000000.0,88.19,88.19,88.19
2021-02-07,10.666666666666666,6260450000000000.0,96.7,96.7,96.7
2021-02-08,10.870416666666666,4952174000000000.0,107.76,107.76,107.76
2021-02-09,33.688750000000006,6006420000000000.0,121.42,121.42,121.42
2021-02-10,19.21375,5419072000000000.0,132.11,132.11,132.11
2021-02-11,13.818333333333332,5359740000000000.0,109.74,109.74,109.74
2021-02-12,15.876666666666669,6289000000000000.0,109.51,109.51,109.51
2021-02-13,13.079166666666667,5881570000000000.0,104.01,104.01,104.01
2021-02-14,12.82625,6392160000000000.0,128.65,128.65,128.65
2021-02-15,18.454166666666666,6239856000000000.0,103.53,103.53,103.53
2021-02-16,13.970416666666669,7174090000000000.0,93.57,93.57,93.57
2021-02-17,19.6675,6004386000000000.0,75.38,75.38,75.38
2021-02-18,19.54625,6407820000000000.0,99.03,99.03,99.03
2021-02-19,12.259583333333332,6578044000000000.0,48.34,48.34,48.34
2021-02-20,7.842916666666666,7176680000000000.0,43.15,43.15,43.15
2021-02-21,7.502916666666668,7369330000000000.0,42.02,42.02,42.02
2021-02-22,9.800833333333337,5095916000000000.0,44.76,44.76,44.76
2021-02-23,12.865833333333336,8485880000000000.0,70.45,70.45,70.45
2021-02-24,8.987916666666667,5815236000000000.0,58.55,58.55,58.55
2021-02-25,9.18,5408190000000000.0,43.34,43.34,43.34
2021-02-26,11.0875,5730922000000000.0,41.64,41.64,41.64
2021-02-27,10.694583333333332,5705120000000000.0,47.6,47.6,47.6
2021-02-28,11.12,6928934000000000.0,38.48,38.48,38.48
2021-03-01,5.854583333333333,5694400000000000.0,30.62,30.62,30.62
2021-03-02,6.290833333333333,4547620000000000.0,28.37,28.37,28.37
2021-03-03,16.762083333333337,6600940000000000.0,41.37,41.37,41.37
2021-03-04,11.67625,5040750000000000.0,70.15,70.15,70.15
2021-03-05,5.307499999999999,4127952000000000.0,33.99,33.99,33.99
2021-03-06,10.744583333333331,5211340000000000.0,31.38,31.38,31.38
2021-03-07,7.627916666666667,4740624000000000.0,37.12,37.12,37.12
2021-03-08,14.742499999999998,5405910000000000.0,27.64,27.64,27.64
2021-03-09,12.125416666666668,4639410000000000.0,34.8,34.8,34.8
2021-03-10,11.434166666666668,6375624000000000.0,38.48,38.48,38.48
2021-03-11,19.34708333333333,4523560000000000.0,43.84,43.84,43.84
2021-03-12,10.813333333333333,5123860000000000.0,37.86,37.86,37.86
2021-03-13,7.966250000000001,4828830000000000.0,30.21,30.21,30.21
2021-03-14,7.018695652173913,5444286000000000.0,29.52,29.52,29.52
2021-03-15,8.698749999999999,4096020000000000.0,27.11,27.11,27.11
2021-03-16,7.610416666666668,4955966000000000.0,27.8,27.8,27.8
2021-03-17,8.615416666666667,4589370000000000.0,32.42,32.42,32.42
2021-03-18,11.29041666666667,4443100000000000.0,42.25,42.25,42.25
2021-03-19,23.31458333333333,5852618000000000.0,34.32,34.32,34.32
2021-03-20,9.697916666666666,4683400000000000.0,29.04,29.04,29.04
2021-03-21,11.250833333333334,5011642000000000.0,39.38,39.38,39.38
2021-03-22,11.671666666666669,5896780000000000.0,34.62,34.62,34.62
2021-03-23,9.169166666666667,5361636000000000.0,30.13,30.13,30.13
2021-03-24,7.463333333333334,5407480000000000.0,34.58,34.58,34.58
2021-03-25,6.786666666666666,5160680000000000.0,12.81,12.81,12.81
2021-03-26,8.370833333333334,5124630000000000.0,11.18,11.18,11.18
2021-03-27,26.115,5630010000000000.0,14.29,14.29,14.29
2021-03-28,18.47958333333333,5183480000000000.0,20.58,20.58,20.58
2021-03-29,19.84708333333333,3792220000000000.0,15.49,15.49,15.49
2021-03-30,5.992916666666667,5337304000000000.0,18.21,18.21,18.21
2021-03-31,5.146249999999999,6020280000000000.0,9.9,9.9,9.9
2021-04-01,5.839166666666666,4936034000000000.0,8.77,8.77,8.77
2021-04-02,9.166250000000002,6222980000000000.0,9.91,9.91,9.91
2021-04-03,6.829583333333333,4396740000000000.0,14.4,14.4,14.4
2021-04-04,10.95,6564660000000000.0,11.57,11.57,11.57
2021-04-05,9.071666666666667,7533930000000000.0,14.58,14.58,14.58
2021-04-06,6.236249999999999,4623218000000000.0,10.23,10.23,10.23
2021-04-07,24.347916666666677,5015420000000000.0,8.23,8.23,8.23
2021-04-08,7.769583333333333,6316352000000000.0,9.95,9.95,9.95
2021-04-09,7.5625,6247530000000000.0,10.25,10.25,10.25
2021-04-10,6.418333333333334,4923960000000000.0,10.09,10.09,10.09
2021-04-11,7.710833333333333,6842170000000000.0,15.17,15.17,15.17
2021-04-12,8.166666666666668,6527790000000000.0,17.39,17.39,17.39
2021-04-13,7.249583333333334,6579640000000000.0,8.86,8.86,8.86
2021-04-14,7.924166666666667,6535120000000000.0,8.58,8.58,8.58
2021-04-15,12.336666666666666,5404352000000000.0,10.41,10.41,10.41
2021-04-16,5.84,7626330000000000.0,13.39,13.39,13.39
2021-04-17,12.24375,5548692000000000.0,12.36,12.36,12.36
2021-04-18,4.795416666666667,6812740000000000.0,13.29,13.29,13.29
2021-04-19,8.095416666666667,4564750000000000.0,11.26,11.26,11.26
2021-04-20,4.027916666666666,4376890000000000.0,11.46,11.46,11.46
2021-04-21,8.2475,7647790000000000.0,11.48,11.48,11.48
2021-04-22,8.615416666666667,4531738000000000.0,11.7,11.7,11.7
2021-04-23,6.081249999999997,5254350000000000.0,14.1,14.1,14.1
2021-04-24,4.912083333333334,5316720000000000.0,16.83,16.83,16.83
2021-04-25,6.219166666666666,6666830000000000.0,23.19,23.19,23.19
2021-04-26,15.964166666666666,5920410000000000.0,14.93,14.93,14.93
2021-04-27,13.074999999999998,7447380000000000.0,36.72,36.72,36.72
2021-04-28,16.29625,8867970000000000.0,25.49,25.49,25.49
2021-04-29,12.073333333333332,7088880000000000.0,11.21,11.21,11.21
2021-04-30,17.680833333333336,6295120000000000.0,14.85,14.85,14.85
2021-05-01,16.296249999999997,4650658000000000.0,8.88,8.88,8.88
2021-05-02,13.115,7509350000000000.0,11.7,11.7,11.7
2021-05-03,12.602083333333336,5669138000000000.0,10.32,10.32,10.32
2021-05-04,6.343333333333333,6236950000000000.0,8.95,8.95,8.95
2021-05-05,10.180833333333334,7476960000000000.0,10.6,10.6,10.6
2021-05-06,8.014583333333334,7536750000000000.0,10.06,10.06,10.06
2021-05-07,12.956666666666663,6653080000000000.0,25.35,25.35,25.35
2021-05-08,13.54166666666667,7717192000000000.0,26.27,26.27,26.27
2021-05-09,13.87625,6912730000000000.0,17.61,17.61,17.61
2021-05-10,10.28875,4609888000000000.0,14.42,14.42,14.42
2021-05-11,12.572083333333335,8033360000000000.0,15.32,15.32,15.32
2021-05-12,6.954583333333332,5949180000000000.0,6.4,6.4,6.4
2021-05-13,12.200416666666667,4646960000000000.0,6.7,6.7,6.7
2021-05-14,8.497916666666667,5722200000000000.0,6.73,6.73,6.73
2021-05-15,11.084583333333336,5225620000000000.0,6.6,6.6,6.6
2021-05-16,7.693749999999999,6391740000000000.0,6.25,6.25,6.25
2021-05-17,6.683333333333334,4661744000000000.0,6.74,6.74,6.74
2021-05-18,7.030000000000001,4284580000000000.0,7.38,7.38,7.38
2021-05-19,6.185833333333332,5920642000000000.0,8.51,8.51,8.51
2021-05-20,11.15,8472696000000000.0,7.39,7.39,7.39
2021-05-21,16.43041666666667,5209010000000000.0,7.67,7.67,7.67
2021-05-22,6.153333333333333,6040810000000000.0,6.41,6.41,6.41
2021-05-23,6.818749999999999,5913710000000000.0,6.59,6.59,6.59
2021-05-24,5.489166666666666,6298242000000000.0,6.51,6.51,6.51
2021-05-25,13.97875,6661880000000000.0,6.53,6.53,6.53
2021-05-26,13.669583333333328,4538958000000000.0,6.6,6.6,6.6
2021-05-27,11.810833333333331,8140950000000000.0,6.6,6.6,6.6
2021-05-28,7.698749999999999,6451920000000000.0,6.87,6.87,6.87
2021-05-29,6.984583333333334,8738090000000000.0,6.9,6.9,6.9
2021-05-30,11.021666666666668,6437710000000000.0,6.72,6.72,6.72
2021-05-31,10.382916666666668,6122900000000000.0,6.41,6.41,6.41
2021-06-01,17.269166666666667,4950780000000000.0,6.79,6.79,6.79
2021-06-02,13.882916666666668,6224548000000000.0,6.61,6.61,6.61
2021-06-03,14.892083333333332,8123480000000000.0,6.71,6.71,6.71
2021-06-04,9.50291666666667,5959244000000000.0,6.25,6.25,6.25
2021-06-05,12.670833333333334,6983170000000000.0,6.11,6.11,6.11
2021-06-06,14.895833333333336,6026350000000000.0,6.64,6.64,6.64
2021-06-07,9.715416666666668,7002990000000000.0,6.58,6.58,6.58
2021-06-08,14.22,7498020000000000.0,6.4,6.4,6.4
2021-06-09,4.829166666666667,6705938000000000.0,6.92,6.92,6.92
2021-06-10,6.607499999999999,6011450000000000.0,7.11,7.11,7.11
2021-06-11,5.885833333333333,6268184000000000.0,6.6,6.6,6.6
2021-06-12,5.145416666666667,6709330000000000.0,6.72,6.72,6.72
2021-06-13,5.896666666666667,4595840000000000.0,6.79,6.79,6.79
2021-06-14,6.24625,8379640000000000.0,6.64,6.64,6.64
2021-06-15,11.065833333333332,6689930000000000.0,6.72,6.72,6.72
2021-06-16,6.073333333333334,6191200000000000.0,7.52,7.52,7.52
2021-06-17,6.709166666666667,7255090000000000.0,8.85,8.85,8.85
2021-06-18,10.539166666666668,6369660000000000.0,11.17,11.17,11.17
2021-06-19,12.435,5564308000000000.0,11.42,11.42,11.42
2021-06-20,8.160000000000002,4945744000000000.0,11.51,11.51,11.51
2021-06-21,8.319583333333332,5140930000000000.0,9.99,9.99,9.99
2021-06-22,8.195416666666667,6474510000000000.0,7.09,7.09,7.09
2021-06-23,6.816666666666666,6529850000000000.0,8.02,8.02,8.02
2021-06-24,8.272083333333335,6091760000000000.0,9.36,9.36,9.36
2021-06-25,7.855833333333333,6652568000000000.0,8.68,8.68,8.68
2021-06-26,7.59875,7584580000000000.0,6.48,6.48,6.48
2021-06-27,10.72625,6276642000000000.0,11.79,11.79,11.79
2021-06-28,10.50375,6667790000000000.0,7.28,7.28,7.28
2021-06-29,8.0325,7093030000000000.0,4.78,4.78,4.78
2021-06-30,12.9,7706160000000000.0,2.81,2.81,2.81
2021-07-01,15.397916666666667,6234550000000000.0,3.21,3.21,3.21
2021-07-02,9.169166666666667,5364200000000000.0,4.15,4.15,4.15
2021-07-03,11.4975,4778030000000000.0,3.54,3.54,3.54
2021-07-04,6.265833333333333,5407892000000000.0,5.33,5.33,5.33
2021-07-05,10.83375,7057720000000000.0,2.55,2.55,2.55
2021-07-06,12.258333333333333,6428994000000000.0,2.71,2.71,2.71
2021-07-07,8.194583333333334,6349810000000000.0,2.7,2.7,2.7
2021-07-08,5.496666666666666,7946910000000000.0,5.44,5.44,5.44
2021-07-09,4.84375,6559520000000000.0,5.28,5.28,5.28
2021-07-10,3.804583333333333,4922480000000000.0,3.2,3.2,3.2
2021-07-11,3.909583333333333,6084644000000000.0,8.97,8.97,8.97
2021-07-12,4.772916666666666,4998990000000000.0,8.08,8.08,8.08
2021-07-13,7.043749999999999,5348940000000000.0,7.57,7.57,7.57
2021-07-14,8.975416666666666,5002948000000000.0,20.62,20.62,20.62
2021-07-15,4.802083333333333,5676830000000000.0,24.68,24.68,24.68
2021-07-16,9.429166666666667,7065350000000000.0,5.33,5.33,5.33
2021-07-17,6.4725,4606120000000000.0,14.77,14.77,14.77
2021-07-18,10.553333333333333,5052272000000000.0,28.42,28.42,28.42
2021-07-19,13.810000000000002,5673774000000000.0,19.73,19.73,19.73
2021-07-20,14.619583333333331,4963184000000000.0,16.47,16.47,16.47
2021-07-21,16.79791666666667,5283560000000000.0,15.99,15.99,15.99
2021-07-22,6.456666666666667,4782328000000000.0,17.0,17.0,17.0
2021-07-23,10.6975,5015210000000000.0,13.7,13.7,13.7
2021-07-24,8.981666666666667,4224020000000000.0,9.37,9.37,9.37
2021-07-25,5.9920833333333325,6401380000000000.0,13.29,13.29,13.29
2021-07-26,11.862083333333336,4445458000000000.0,19.63,19.63,19.63
2021-07-27,8.926666666666664,6178652000000000.0,12.82,12.82,12.82
2021-07-28,15.401249999999996,5492416000000000.0,18.17,18.17,18.17
2021-07-29,15.301666666666668,4876440000000000.0,10.32,10.32,10.32
2021-07-30,6.321666666666668,4819010000000000.0,18.25,18.25,18.25
2021-07-31,6.648750000000001,4030370000000000.0,17.86,17.86,17.86
2021-08-01,8.492083333333333,4498384000000000.0,11.28,11.28,11.28
2021-08-02,8.911249999999999,5772520000000000.0,14.94,14.94,14.94
2021-08-03,5.427499999999999,4936590000000000.0,18.45,18.45,18.45
2021-08-04,6.133333333333336,4089980000000000.0,21.14,21.14,21.14
2021-08-05,13.769583333333332,5121082000000000.0,12.61,12.61,12.61
2021-08-06,10.173333333333332,5268090000000000.0,7.79,7.79,7.79
2021-08-07,6.510000000000001,4787478000000000.0,7.69,7.69,7.69
2021-08-08,7.96875,4860630000000000.0,7.02,7.02,7.02
2021-08-09,9.969583333333334,4532572000000000.0,9.3,9.3,9.3
2021-08-10,19.36125,6963910000000000.0,7.57,7.57,7.57
2021-08-11,12.961666666666664,5292110000000000.0,5.41,5.41,5.41
2021-08-12,11.795416666666668,6473498000000000.0,4.75,4.75,4.75
2021-08-13,14.375,5098930000000000.0,5.69,5.69,5.69
2021-08-14,6.521249999999999,4833546000000000.0,4.62,4.62,4.62
2021-08-15,8.634583333333333,5609200000000000.0,4.06,4.06,4.06
2021-08-16,10.8325,5153970000000000.0,5.2,5.2,5.2
2021-08-17,10.35125,6439710000000000.0,5.13,5.13,5.13
2021-08-18,6.465,5918860000000000.0,4.24,4.24,4.24
2021-08-19,7.870000000000002,4860710000000000.0,6.33,6.33,6.33
2021-08-20,6.967083333333334,4774750000000000.0,17.74,17.74,17.74
2021-08-21,6.373333333333334,5883192000000000.0,18.77,18.77,18.77
2021-08-22,10.392916666666665,5558360000000000.0,15.17,15.17,15.17
2021-08-23,9.639166666666666,4987370000000000.0,6.26,6.26,6.26
2021-08-24,15.50875,5646772000000000.0,6.91,6.91,6.91
2021-08-25,14.732083333333334,4871480000000000.0,6.06,6.06,6.06
2021-08-26,7.962499999999999,5568030000000000.0,5.89,5.89,5.89
2021-08-27,14.805833333333332,4377500000000000.0,12.81,12.81,12.81
2021-08-28,7.924583333333333,6685832000000000.0,58.26,58.26,58.26
2021-08-29,5.364999999999999,7060082000000000.0,59.6,59.6,59.6
2021-08-30,6.05375,6323034000000000.0,63.76,63.76,63.76
2021-08-31,6.138333333333333,5887066000000000.0,78.56,78.56,78.56
2021-09-01,18.250000000000004,6338910000000000.0,49.04,49.04,49.04
2021-09-02,11.854166666666666,5199310000000000.0,41.6,41.6,41.6
2021-09-03,9.190833333333332,5270360000000000.0,28.4,28.4,28.4
2021-09-04,8.425416666666667,5708694000000000.0,28.24,28.24,28.24
2021-09-05,9.922916666666666,3733360000000000.0,29.61,29.61,29.61
2021-09-06,7.8083333333333345,5141608000000000.0,22.38,22.38,22.38
2021-09-07,5.862500000000001,6023470000000000.0,31.42,31.42,31.42
2021-09-08,5.015416666666666,6202506000000000.0,41.54,41.54,41.54
2021-09-09,6.359999999999999,5891740000000000.0,36.8,36.8,36.8
2021-09-10,5.741666666666666,5480760000000000.0,37.88,37.88,37.88
2021-09-11,6.542083333333334,3768980000000000.0,44.02,44.02,44.02
2021-09-12,13.081666666666669,4844820000000000.0,29.48,29.48,29.48
2021-09-13,9.45458333333333,4774224000000000.0,30.43,30.43,30.43
2021-09-14,10.825833333333335,6056790000000000.0,31.64,31.64,31.64
2021-09-15,9.18625,5303556000000000.0,30.64,30.64,30.64
2021-09-16,11.642083333333336,4715932000000000.0,31.82,31.82,31.82
2021-09-17,9.621249999999998,6078010000000000.0,34.57,34.57,34.57
2021-09-18,6.5495833333333335,8528290000000000.0,35.17,35.17,35.17
2021-09-19,8.083333333333334,5856850000000000.0,39.47,39.47,39.47
2021-09-20,6.8254166666666665,5514304000000000.0,20.41,20.41,20.41
2021-09-21,8.481249999999998,4734550000000000.0,31.43,31.43,31.43
2021-09-22,12.245416666666666,5601830000000000.0,48.64,48.64,48.64
2021-09-23,14.67375,3804780000000000.0,40.56,40.56,40.56
2021-09-24,9.798333333333334,5946834000000000.0,35.88,35.88,35.88
2021-09-25,6.779166666666666,4805920000000000.0,33.48,33.48,33.48
2021-09-26,8.780833333333332,4427480000000000.0,48.9,48.9,48.9
2021-09-27,10.25625,6292006000000000.0,37.65,37.65,37.65
2021-09-28,8.562083333333332,4593000000000000.0,43.91,43.91,43.91
2021-09-29,8.660000000000002,5157772000000000.0,50.83,50.83,50.83
2021-09-30,21.21833333333333,5291000000000000.0,46.14,46.14,46.14
2021-10-01,7.003750000000001,5484746000000000.0,37.34,37.34,37.34
2021-10-02,7.565416666666665,6887460000000000.0,26.69,26.69,26.69
2021-10-03,10.499999999999998,5947170000000000.0,15.16,15.16,15.16
2021-10-04,11.11458333333333,4989196000000000.0,21.64,21.64,21.64
2021-10-05,12.774166666666666,5090660000000000.0,39.18,39.18,39.18
2021-10-06,8.764166666666666,6019072000000000.0,9.62,9.62,9.62
2021-10-07,8.032083333333333,5059270000000000.0,12.5,12.5,12.5
2021-10-08,9.862916666666669,5027612000000000.0,8.18,8.18,8.18
2021-10-09,8.447083333333333,6562310000000000.0,12.8,12.8,12.8
2021-10-10,11.441666666666668,5378438000000000.0,12.16,12.16,12.16
2021-10-11,16.86958333333333,6640390000000000.0,27.19,27.19,27.19
2021-10-12,9.65375,4449080000000000.0,26.62,26.62,26.62
2021-10-13,7.552083333333332,5374760000000000.0,13.71,13.71,13.71
2021-10-14,9.810833333333331,5963370000000000.0,12.16,12.16,12.16
2021-10-15,17.058749999999993,4895092000000000.0,17.75,17.75,17.75
2021-10-16,19.22458333333333,6685200000000000.0,35.73,35.73,35.73
2021-10-17,13.551666666666664,5493732000000000.0,62.95,62.95,62.95
2021-10-18,12.353333333333335,6505500000000000.0,54.64,54.64,54.64
2021-10-19,10.262916666666666,5077730000000000.0,29.24,29.24,29.24
2021-10-20,12.733333333333336,7142160000000000.0,16.25,16.25,16.25
2021-10-21,10.416666666666668,8677120000000000.0,24.85,24.85,24.85
2021-10-22,17.060000000000002,4705420000000000.0,33.31,33.31,33.31
2021-10-23,17.156666666666666,4758300000000000.0,63.72,63.72,63.72
2021-10-24,14.179166666666667,5629348000000000.0,16.28,16.28,16.28
2021-10-25,7.715833333333332,6025900000000000.0,23.66,23.66,23.66
2021-10-26,10.809166666666668,4568970000000000.0,38.58,38.58,38.58
2021-10-27,9.452916666666663,5380280000000000.0,42.76,42.76,42.76
2021-10-28,16.546666666666667,5080680000000000.0,25.36,25.36,25.36
2021-10-29,14.1725,5737994000000000.0,50.24,50.24,50.24
2021-10-30,6.902083333333334,6415750000000000.0,41.23,41.23,41.23
2021-10-31,20.805833333333336,4851844000000000.0,43.42,43.42,43.42
2021-11-01,30.077916666666663,6616340000000000.0,35.25,35.25,35.25
2021-11-02,32.67125,5073880000000000.0,25.61,25.61,25.61
2021-11-03,19.979166666666668,5354750000000000.0,38.75,38.75,38.75
2021-11-04,32.03458333333334,7087630000000000.0,43.32,43.32,43.32
2021-11-05,18.952916666666667,6910854000000000.0,51.03,51.03,51.03
2021-11-06,7.382083333333335,6515170000000000.0,51.8,51.8,51.8
2021-11-07,21.6948,5593080000000000.0,57.48,57.48,57.48
2021-11-08,33.610416666666666,4762260000000000.0,71.59,71.59,71.59
2021-11-09,33.6625,4862768000000000.0,64.25,64.25,64.25
2021-11-10,47.36541666666668,6063450000000000.0,20.05,20.05,20.05
2021-11-11,45.47541666666666,5221074000000000.0,16.03,16.03,16.03
2021-11-12,42.16666666666666,6437820000000000.0,14.85,14.85,14.85
2021-11-13,19.672083333333337,7690530000000000.0,14.99,14.99,14.99
2021-11-14,29.05583333333333,5950734000000000.0,16.37,16.37,16.37
2021-11-15,24.36375,7410230000000000.0,18.3,18.3,18.3
2021-11-16,37.98708333333333,5926528000000000.0,19.98,19.98,19.98
2021-11-17,41.55416666666667,6024670000000000.0,17.56,17.56,17.56
2021-11-18,38.009166666666665,5961538000000000.0,17.53,17.53,17.53
2021-11-19,24.235000000000003,4587070000000000.0,17.55,17.55,17.55
2021-11-20,13.585833333333332,7205530000000000.0,18.71,18.71,18.71
2021-11-21,8.480833333333335,5749068000000000.0,20.73,20.73,20.73
2021-11-22,10.45125,6197590000000000.0,21.18,21.18,21.18
2021-11-23,33.93375000000001,5284982000000000.0,24.17,24.17,24.17
2021-11-24,35.58375,4855620000000000.0,31.42,31.42,31.42
2021-11-25,28.75333333333333,5425780000000000.0,36.26,36.26,36.26
2021-11-26,35.37833333333334,4692480000000000.0,32.39,32.39,32.39
2021-11-27,28.912500000000005,6472294000000000.0,18.81,18.81,18.81
2021-11-28,23.75125,5481120000000000.0,16.51,16.51,16.51
2021-11-29,12.842083333333337,7892790000000000.0,35.16,35.16,35.16
2021-11-30,35.21125,6429574000000000.0,24.14,24.14,24.14
2021-12-01,21.866249999999997,5370710000000000.0,28.33,28.33,28.33
2021-12-02,14.452083333333336,5579382000000000.0,20.51,20.51,20.51
2021-12-03,22.78791666666666,5943216000000000.0,31.11,31.11,31.11
2021-12-04,17.046666666666663,5775480000000000.0,28.82,28.82,28.82
2021-12-05,21.2025,5131560000000000.0,18.49,18.49,18.49
2021-12-06,15.405416666666667,6689450000000000.0,16.06,16.06,16.06
2021-12-07,12.842916666666666,5924292000000000.0,16.17,16.17,16.17
2021-12-08,28.527916666666663,6545350000000000.0,21.47,21.47,21.47
2021-12-09,32.78125000000001,5261280000000000.0,20.62,20.62,20.62
2021-12-10,12.297499999999998,5840710000000000.0,18.14,18.14,23.35
2021-12-11,18.686666666666667,5446738000000000.0,20.48,20.48,38.52
2021-12-12,38.208333333333336,7682210000000000.0,24.03,24.03,31.8
2021-12-13,42.33125,6551546000000000.0,33.28,33.28,22.18
2021-12-14,21.717916666666664,5911270000000000.0,28.64,28.64,20.68
2021-12-15,19.641250000000007,6355180000000000.0,21.0,21.0,34.24
2021-12-16,17.136666666666667,5459740000000000.0,32.08,32.08,29.75
2021-12-17,10.094583333333333,6341960000000000.0,16.17,16.17,18.06
2021-12-18,7.028333333333333,5779028000000000.0,16.32,16.32,13.62
2021-12-19,9.076666666666668,7566780000000000.0,19.42,19.42,19.18
