date,open_NO2,sate_NO2,"Alandi, Pune - IITM","Bhosari, Pune - IITM","Hadapsar, Pune - IITM","Karve Road, Pune - MPCB","Mhada Colony, Pune - IITM","MIT-Kothrud, Pune - IITM","Revenue Colony-Shivajinagar, Pune - IITM"
2021-08-18,7.246666666666665,4266634000000000.0,12.3,11.45,16.27,7.15,17.99,6.5,10.98
2021-08-19,6.890833333333334,3770892000000000.0,6.94,10.96,16.14,8.42,16.3,6.06,103.49
2021-08-20,7.199166666666666,3881174000000000.0,12.3,10.96,16.26,7.81,18.72,6.03,12.97
2021-08-21,5.470416666666668,4970772000000000.0,18.76,18.76,15.85,6.56,18.76,5.99,33.47
2021-08-22,8.223333333333333,3543010000000000.0,20.49,20.49,16.52,9.2,20.49,5.98,76.69
2021-08-23,9.463333333333331,4055340000000000.0,11.7,11.02,16.43,11.56,32.69,5.98,11.45
2021-08-24,8.507916666666667,4263880000000000.0,10.89,10.89,16.54,9.99,26.89,6.23,10.24
2021-08-25,7.439583333333332,2791240000000000.0,10.95,10.95,16.47,9.41,22.69,5.95,8.98
2021-08-26,8.072499999999998,3138426000000000.0,11.73,11.02,15.8,7.77,19.96,6.05,153.94
2021-08-27,7.154583333333332,4002542000000000.0,11.92,11.0,25.24,14.42,25.24,5.96,188.42
2021-08-28,6.494166666666668,4398140000000000.0,11.4,11.4,32.04,18.37,32.04,6.14,11.77
2021-08-29,6.620416666666666,5294664000000000.0,24.75,24.75,24.75,16.01,24.75,5.95,13.3
2021-08-30,20.989166666666662,4205446000000000.0,11.73,10.6,29.57,17.53,29.57,5.93,15.63
2021-08-31,7.890416666666668,4292996000000000.0,11.71,10.19,29.34,10.09,29.34,5.92,205.0
2021-09-01,7.207083333333333,4354332000000000.0,11.76,10.0,18.25,7.38,27.19,5.89,14.48
2021-09-02,8.591666666666665,4660548000000000.0,11.85,10.98,14.91,7.81,24.68,5.89,13.52
2021-09-03,8.135416666666668,2984032000000000.0,12.38,10.9,14.81,6.82,27.27,5.88,15.71
2021-09-04,5.437916666666666,3973060000000000.0,11.15,11.15,14.76,7.04,24.05,5.89,186.99
2021-09-05,7.237916666666668,4684848000000000.0,10.0,10.0,14.75,6.47,36.29,5.88,167.09
2021-09-06,21.65041666666667,4212764000000000.0,12.22,10.16,14.68,7.99,30.32,5.88,20.38
2021-09-07,16.47958333333333,4369180000000000.0,11.96,11.47,27.82,6.52,27.82,5.88,20.3
2021-09-08,5.0370833333333325,4031108000000000.0,10.8,10.8,20.17,4.63,20.17,5.89,14.69
2021-09-09,4.341666666666667,3908280000000000.0,12.02,10.79,19.31,6.16,19.31,5.88,198.88
2021-09-10,4.732916666666668,3864804000000000.0,10.64,10.64,20.29,5.95,20.29,5.89,10.24
2021-09-11,4.364583333333334,3193040000000000.0,10.59,10.59,21.07,5.28,21.07,5.88,200.78
2021-09-12,4.2558333333333325,5110950000000000.0,18.4,18.4,18.4,3.27,18.4,5.88,13.44
2021-09-13,3.704166666666666,4116324000000000.0,11.07,11.07,18.45,6.56,18.45,5.88,198.46
2021-09-14,5.845416666666666,4977958000000000.0,10.72,10.72,18.36,16.25,18.36,5.88,13.06
2021-09-15,7.929166666666666,3932558000000000.0,12.12,10.65,31.5,17.61,31.5,5.89,11.44
2021-09-16,8.937083333333332,2572500000000000.0,12.03,10.63,24.37,16.07,24.37,5.88,15.15
2021-09-17,8.31875,4896252000000000.0,12.03,10.96,22.35,12.37,22.35,5.89,16.37
2021-09-18,7.556249999999999,4318048000000000.0,12.15,10.69,23.58,9.47,23.58,5.88,12.84
2021-09-19,6.902916666666666,2846300000000000.0,12.1,12.1,17.03,6.94,17.03,5.89,203.13
2021-09-20,6.90125,3364950000000000.0,12.16,10.68,23.01,7.73,23.01,5.88,9.95
2021-09-21,8.242916666666666,4202588000000000.0,12.12,10.83,24.14,8.17,24.14,5.88,196.1
2021-09-22,7.821666666666668,3336622000000000.0,12.16,10.9,14.34,8.87,24.95,5.89,11.88
2021-09-23,6.807500000000001,3826810000000000.0,12.2,10.93,14.44,11.08,30.17,5.88,11.83
2021-09-24,7.499583333333334,3656420000000000.0,12.1,10.96,31.37,12.57,31.37,5.89,14.07
2021-09-25,7.915416666666665,4643508000000000.0,12.29,10.85,28.08,12.15,28.08,5.9,14.46
2021-09-26,8.769583333333332,3132410000000000.0,10.82,10.82,25.12,11.23,25.12,5.89,14.34
2021-09-27,10.754583333333333,3409464000000000.0,10.86,10.86,29.21,9.81,29.21,5.88,203.03
2021-09-28,6.07375,4280734000000000.0,10.9,10.9,14.42,8.07,25.98,5.88,13.62
2021-09-29,10.513333333333335,3229950000000000.0,10.69,10.69,14.25,7.91,20.77,5.88,18.0
2021-09-30,13.203749999999998,3002444000000000.0,10.64,10.64,14.15,9.97,24.82,5.87,13.59
2021-10-01,19.346666666666668,3358140000000000.0,11.13,11.13,14.17,13.25,28.59,5.88,19.7
2021-10-02,18.02625,1714160000000000.0,19.51,19.51,14.27,14.88,19.51,5.88,36.66
2021-10-03,26.802916666666665,4725640000000000.0,11.95,11.95,14.17,17.5,22.49,5.88,28.14
2021-10-04,25.89458333333333,3716968000000000.0,11.12,11.12,14.13,16.93,27.0,5.88,29.51
2021-10-05,22.62375,3717960000000000.0,11.1,11.1,14.2,9.62,21.7,5.89,41.33
2021-10-06,22.860416666666666,7019570000000000.0,10.78,10.78,10.62,13.36,20.91,5.87,41.74
2021-10-07,21.814166666666665,3406190000000000.0,10.86,10.86,6.14,16.09,21.72,5.88,37.35
2021-10-08,25.605,4027440000000000.0,11.12,11.12,14.37,12.16,32.73,5.9,25.39
2021-10-09,13.155416666666666,3859770000000000.0,10.99,10.99,14.38,7.45,28.16,5.88,19.49
2021-10-10,15.996249999999996,5832400000000000.0,11.37,11.37,14.33,8.49,14.33,5.87,21.24
2021-10-11,18.279166666666672,4406556000000000.0,11.18,11.18,16.09,18.07,16.09,5.88,31.68
2021-10-12,23.45125,3965410000000000.0,11.7,11.7,14.36,26.38,14.36,5.88,45.44
2021-10-13,24.495,3962790000000000.0,12.05,12.05,17.82,31.7,17.82,5.88,53.31
2021-10-14,22.952916666666667,4043620000000000.0,12.18,12.18,14.13,44.52,53.86,5.89,76.28
2021-10-15,24.515416666666663,4780520000000000.0,11.97,11.97,14.34,29.05,45.34,5.88,124.2
2021-10-16,31.999166666666667,4886222000000000.0,11.91,11.91,14.21,26.2,40.61,5.88,157.64
2021-10-17,8.303333333333333,2953040000000000.0,11.52,11.52,16.13,27.57,34.15,5.88,26.01
2021-10-18,10.502916666666666,5344122000000000.0,11.73,11.73,14.28,26.02,35.92,5.88,31.51
2021-10-19,21.609583333333337,4644930000000000.0,11.01,11.01,14.22,18.66,41.62,5.88,29.09
2021-10-20,23.374166666666667,3717442000000000.0,11.65,11.65,14.3,20.48,41.95,5.88,46.48
2021-10-21,34.14833333333333,3939960000000000.0,11.78,11.78,14.28,21.57,48.71,5.88,81.65
2021-10-22,49.17208333333335,4179880000000000.0,12.29,12.29,14.23,16.36,57.92,5.88,50.94
2021-10-23,26.44958333333333,3682870000000000.0,12.75,12.75,14.29,5.88,56.11,5.88,40.99
2021-10-24,16.829166666666666,4026170000000000.0,12.07,12.07,14.11,5.88,48.15,5.88,39.13
2021-10-25,25.42458333333334,3449044000000000.0,11.51,11.51,17.0,10.67,43.63,5.88,68.36
2021-10-26,29.70125,3760370000000000.0,12.05,12.05,16.64,17.87,45.6,5.87,59.64
2021-10-27,19.212083333333336,3566628000000000.0,12.15,12.15,14.6,19.67,53.25,5.88,68.46
2021-10-28,14.08625,2581860000000000.0,12.2,12.2,14.64,27.11,41.03,5.88,31.1
2021-10-29,15.871666666666664,3813156000000000.0,11.89,11.89,14.53,5.88,40.35,5.88,86.63
2021-10-30,15.624999999999996,4165970000000000.0,12.18,12.18,14.73,5.87,54.24,5.87,95.74
2021-10-31,26.32583333333334,4314710000000000.0,13.71,13.71,14.55,36.02,54.65,5.87,26.24
2021-11-01,32.25958333333333,5031510000000000.0,12.14,12.14,14.44,26.88,53.47,5.88,65.62
2021-11-02,19.87708333333333,4343450000000000.0,11.68,11.68,14.8,27.17,38.93,5.88,92.02
2021-11-03,22.161666666666672,4331178000000000.0,11.28,11.28,14.8,22.1,17.75,5.88,74.08
2021-11-04,23.90125,3919880000000000.0,10.73,10.73,14.61,19.55,24.89,5.87,47.5
2021-11-05,20.2925,4492742000000000.0,10.89,10.89,18.03,16.93,21.66,5.88,45.84
2021-11-06,22.167500000000004,4084836000000000.0,10.6,10.6,14.61,15.4,23.44,5.87,50.88
2021-11-07,24.451999999999995,4644700000000000.0,11.16,11.16,14.65,21.06,19.51,5.87,57.92
2021-11-08,32.24374999999999,5729320000000000.0,10.87,10.87,14.66,28.29,56.21,5.88,84.54
2021-11-09,25.24833333333333,3485340000000000.0,11.95,11.95,14.62,35.65,55.92,5.87,93.18
2021-11-10,32.659166666666664,4289308000000000.0,12.15,12.15,16.06,36.13,59.14,5.87,127.05
2021-11-11,20.919583333333332,4338110000000000.0,12.06,12.06,14.76,38.3,64.35,5.87,102.2
2021-11-12,15.08375,3892976000000000.0,12.99,12.99,14.7,35.43,68.15,5.87,100.24
2021-11-13,12.594583333333334,4445868000000000.0,48.22,48.22,14.6,33.26,48.22,5.88,80.31
2021-11-14,23.512916666666666,3244135800000000.0,41.22,41.22,14.7,5.87,41.22,5.87,51.43
2021-11-15,26.004999999999995,4062334000000000.0,11.93,11.93,14.69,5.87,60.65,5.87,179.35
2021-11-16,18.10708333333333,2453550000000000.0,10.89,10.89,14.79,16.77,44.55,5.87,54.86
2021-11-17,15.065,4059172000000000.0,10.68,10.68,14.76,8.27,40.19,5.87,35.19
2021-11-18,25.065416666666675,4162940000000000.0,44.56,44.56,14.79,12.97,44.56,5.88,26.3
2021-11-19,19.88208333333333,5850180000000000.0,138.89,138.89,138.89,16.9,138.89,5.88,36.01
2021-11-20,9.420416666666666,4507678000000000.0,11.19,11.19,14.66,13.59,23.25,12.82,53.71
2021-11-21,23.19416666666667,4291400000000000.0,11.0,11.0,14.57,7.22,14.89,25.63,25.83
2021-11-22,40.04916666666667,2203470000000000.0,13.62,13.62,16.67,9.45,27.8,20.29,32.15
2021-11-23,33.16583333333333,4443880000000000.0,14.62,14.62,14.63,15.13,21.72,14.85,31.28
2021-11-24,27.40458333333334,6586198000000000.0,14.77,14.77,14.78,23.35,35.66,23.35,43.32
2021-11-25,32.30916666666666,4746360000000000.0,15.27,15.27,14.75,26.2,38.47,14.98,53.4
2021-11-26,46.0925,4696092000000000.0,9.98,9.98,14.78,26.07,38.13,14.58,64.59
2021-11-27,30.42458333333333,4394180000000000.0,10.6,10.6,14.84,27.94,32.93,14.29,70.35
2021-11-28,22.409166666666668,4348048000000000.0,10.0,10.0,26.71,37.73,26.71,14.58,81.54
2021-11-29,21.460000000000004,4594690000000000.0,10.0,10.0,14.23,32.39,24.82,14.7,144.53
2021-11-30,14.740833333333336,3769356000000000.0,10.0,10.0,14.25,30.8,22.02,13.98,90.54
2021-12-01,18.67125,4049590000000000.0,10.0,10.0,14.2,20.91,24.31,14.65,61.15
2021-12-02,23.32916666666667,4612972000000000.0,20.17,20.17,14.28,16.83,20.17,14.87,52.67
2021-12-03,35.89291666666667,4417658000000000.0,19.78,19.78,14.15,15.58,19.78,14.55,26.69
2021-12-04,58.16958333333335,4899180000000000.0,10.0,10.0,14.29,15.29,24.24,14.63,199.05
2021-12-05,28.877916666666668,5287004000000000.0,43.41,43.41,43.41,11.16,43.41,14.37,37.15
2021-12-06,33.775416666666665,3246900000000000.0,18.43,18.43,14.59,18.42,33.9,14.4,52.39
2021-12-07,29.155000000000005,3667270000000000.0,40.31,40.31,14.14,35.67,40.31,14.29,60.55
2021-12-08,32.35208333333333,4236010000000000.0,57.57,57.57,14.15,65.48,57.57,13.58,90.76
2021-12-09,34.75833333333333,3796050000000000.0,54.43,54.43,15.69,167.34,54.43,11.67,184.25
2021-12-10,29.332916666666662,3950958000000000.0,46.85,46.85,14.12,107.35,46.85,12.37,66.47
2021-12-11,28.064166666666665,3849190000000000.0,35.99,35.99,14.14,79.65,35.99,11.78,177.02
2021-12-12,31.44208333333334,3544810000000000.0,51.68,51.68,14.21,11.72,51.68,11.72,70.9
2021-12-13,55.41833333333333,3856620000000000.0,45.49,45.49,15.55,11.87,45.49,11.87,173.46
2021-12-14,64.46750000000002,4400224000000000.0,51.88,51.88,17.5,20.64,51.88,20.64,65.52
2021-12-15,42.09125,3539966000000000.0,45.18,45.18,17.48,95.96,45.18,95.96,66.98
2021-12-16,43.51624999999999,2944907800000000.0,41.72,41.72,17.5,81.94,41.72,81.94,78.77
2021-12-17,42.89125000000001,4275860000000000.0,42.56,42.56,17.46,37.41,42.56,37.41,76.49
2021-12-18,30.694583333333338,4667090000000000.0,52.98,52.98,18.93,24.6,52.98,24.6,84.78
2021-12-19,34.791666666666664,5600840000000000.0,40.03,40.03,40.03,11.68,40.03,11.68,76.58
2021-12-20,53.32791666666665,5334630000000000.0,52.55,52.55,15.32,11.68,52.55,11.68,80.87
2021-12-21,66.03125000000001,4391498000000000.0,90.26,90.26,15.34,11.71,90.26,11.71,169.99
2021-12-22,88.54833333333333,4677710000000000.0,81.7,81.7,16.01,11.62,81.7,11.62,68.08
2021-12-23,59.30625000000001,3864082000000000.0,80.31,80.31,15.31,12.13,80.31,12.13,63.62
2021-12-24,42.88541666666666,3927510000000000.0,71.07,71.07,15.32,14.14,71.07,14.14,50.11
2021-12-25,34.215,4746860000000000.0,66.32,66.32,15.3,28.14,66.32,28.14,44.21
2021-12-26,41.32958333333334,4461566000000000.0,61.72,61.72,15.33,18.64,61.72,18.64,54.89
2021-12-27,64.37208333333334,3696420000000000.0,12.66,12.66,18.15,12.11,64.87,12.11,76.59
2021-12-28,34.72208333333334,3862330000000000.0,45.33,45.33,15.3,11.99,72.99,11.99,50.84
2021-12-29,31.302499999999995,3067220000000000.0,55.52,55.52,15.34,11.58,55.52,11.58,169.9
2021-12-30,22.88041666666666,4060602000000000.0,26.04,26.04,15.3,11.77,26.04,11.77,68.11
2021-12-31,27.977083333333336,3295460000000000.0,32.37,32.37,15.32,11.84,32.37,11.84,66.35
