date,open_SO2,sate_SO2
2020-11-24,1.085,0.008335655
2020-11-25,2.0979166666666664,-0.0322005006
2020-11-26,1.971666666666667,-0.097642586
2020-11-27,1.5425000000000002,0.084358349
2020-11-28,1.98875,0.075908808
2020-11-29,1.0720833333333335,0.184735611
2020-11-30,2.295,-0.0665942178
2020-12-01,1.8208333333333333,0.13345252
2020-12-02,2.3370833333333336,0.0308518441999999
2020-12-03,2.3441666666666663,0.09136004
2020-12-04,2.920833333333334,0.265898705
2020-12-05,3.257083333333334,0.0802891252
2020-12-06,3.5966666666666662,0.327142179
2020-12-07,3.985833333333334,-0.0255391622
2020-12-08,3.0375,0.005024279
2020-12-09,1.7616666666666667,0.0335151876
2020-12-10,2.0904166666666666,0.1827984714
2020-12-11,1.7912500000000005,0.0962724686
2020-12-12,1.1966666666666668,-0.065839022
2020-12-13,1.319583333333333,0.09882991
2020-12-14,1.3391666666666666,-0.0390914745999999
2020-12-15,1.63,0.051108267
2020-12-16,1.6362499999999998,0.0828681634
2020-12-17,2.875833333333333,-0.084072359
2020-12-18,2.09125,0.2203531861999999
2020-12-19,1.4725,0.025451642
2020-12-20,1.9333333333333331,-0.04262735
2020-12-21,2.41625,0.086733897
2020-12-22,2.563333333333333,-0.175796121
2020-12-23,1.6175000000000004,0.0018370942
2020-12-24,2.054583333333333,-0.110206187
2020-12-25,1.6775,0.1390577602
2020-12-26,1.3099999999999998,-0.0078805508
2020-12-27,1.8587500000000008,0.051928874
2020-12-28,2.2374999999999994,-0.213639691
2020-12-29,1.7808333333333328,-0.131816685
2020-12-30,2.79625,0.0702533422
2020-12-31,2.4954166666666664,0.006598634
2021-01-01,2.1887499999999998,0.0232244422
2021-01-02,1.31875,0.334758729
2021-01-03,1.6245833333333335,-0.0862323596
2021-01-04,2.255,-0.274064571
2021-01-05,2.2812500000000004,0.072198473
2021-01-06,2.534583333333333,0.1084548194
2021-01-07,3.0375,-0.246206135
2021-01-08,2.169166666666666,-0.0976923691999999
2021-01-09,1.488333333333334,0.303830117
2021-01-10,2.234166666666667,-0.0137495709999999
2021-01-11,3.632499999999999,0.1244718199999999
2021-01-12,1.8266666666666669,0.079999998
2021-01-13,2.8295833333333333,0.00366786
2021-01-14,3.1675,-0.079999998
2021-01-15,4.207916666666667,0.1216890522
2021-01-16,2.353333333333333,0.073694423
2021-01-17,2.494166666666666,0.0111936065999999
2021-01-18,1.6475,-0.267986208
2021-01-19,1.5774999999999997,0.0679068854
2021-01-20,4.001249999999998,0.0932789768
2021-01-21,3.1716666666666664,-0.0324251524
2021-01-22,2.880416666666666,0.0628462482
2021-01-23,2.117083333333334,-0.242330298
2021-01-24,1.8995833333333327,0.0427301566
2021-01-25,2.9870833333333344,0.187215954
2021-01-26,1.6960000000000002,-0.046507362
2021-01-27,2.46,-0.019285507
2021-01-28,1.6875,-0.680000007
2021-01-29,1.9416666666666669,0.26254189
2021-01-30,2.1333333333333337,0.323147863
2021-01-31,2.9329166666666677,0.0551822986
2021-02-01,1.8937500000000005,0.200454906
2021-02-02,1.7658333333333338,-0.0379498306
2021-02-03,2.9604166666666667,-0.192954049
2021-02-04,3.012083333333333,0.0123328439999999
2021-02-05,2.5941666666666663,-0.241257295
2021-02-06,1.83375,0.083677471
2021-02-07,1.45125,0.033315361
2021-02-08,1.5133333333333334,-0.018521827
2021-02-09,2.89875,-0.0213337055999999
2021-02-10,2.670833333333333,0.525559187
2021-02-11,6.10125,0.021786456
2021-02-12,5.620416666666667,-0.0175745505999999
2021-02-13,2.805416666666668,1.41999996
2021-02-14,1.5516666666666667,0.014554257
2021-02-15,2.414166666666666,0.24522391
2021-02-16,2.6162499999999995,0.1140890898
2021-02-17,3.41375,0.511715412
2021-02-18,2.9270833333333326,-0.0057495719999999
2021-02-19,3.696250000000001,-0.0555014123999999
2021-02-20,1.68,-0.0213379306
2021-02-21,1.7579166666666666,0.218910411
2021-02-22,1.992916666666667,0.319778144
2021-02-23,2.6870833333333337,-0.0638280258
2021-02-24,5.91125,0.017073384
2021-02-25,5.511666666666667,-0.0418664928
2021-02-26,8.0175,0.579999983
2021-02-27,6.104583333333337,-0.1514615984
2021-02-28,3.577083333333332,0.078510302
2021-03-01,3.4924999999999997,1.09000003
2021-03-02,3.834999999999999,-0.045865364
2021-03-03,2.3204166666666666,0.099190034
2021-03-04,3.631666666666666,0.0863310982
2021-03-05,7.733333333333331,0.345597029
