date,open_NO2,sate_NO2,"Punjab Agricultural University, Ludhiana - PPCB"
2021-02-02,35.59041666666666,5545650000000000.0,66.43
2021-02-03,24.20208333333333,5566042000000000.0,95.77
2021-02-04,23.23041666666667,8520772000000000.0,65.83
2021-02-05,25.71708333333333,9746330000000000.0,52.86
2021-02-06,22.004166666666663,7855256000000000.0,40.5
2021-02-07,28.389166666666668,6884340000000000.0,46.97
2021-02-08,26.699166666666667,8859038000000000.0,52.34
2021-02-09,35.64458333333333,5371770000000000.0,55.36
2021-02-10,32.60041666666667,6657700000000000.0,56.9
2021-02-11,25.17333333333333,6681660000000000.0,50.46
2021-02-12,37.290000000000006,8267190000000000.0,59.57
2021-02-13,24.95833333333334,6317694000000000.0,68.21
2021-02-14,19.83458333333333,7444340000000000.0,61.93
2021-02-15,28.995833333333326,7618958000000000.0,65.8
2021-02-16,20.660416666666663,6395030000000000.0,55.71
2021-02-17,29.481666666666666,6059448000000000.0,34.89
2021-02-18,21.97125,7910230000000000.0,20.03
2021-02-19,22.156666666666663,5862056000000000.0,19.61
2021-02-20,21.31583333333333,9167110000000000.0,19.71
2021-02-21,24.060416666666665,7476520000000000.0,18.49
2021-02-22,25.00916666666667,7475194000000000.0,25.52
2021-02-23,51.07750000000001,6458490000000000.0,58.82
2021-02-24,29.796666666666667,7630592000000000.0,50.94
2021-02-25,35.71916666666666,5751030000000000.0,45.84
2021-02-26,24.95833333333333,6492416000000000.0,60.02
2021-02-27,23.868333333333336,5131140000000000.0,58.78
2021-02-28,25.418750000000006,5648530000000000.0,54.37
2021-03-01,16.78791666666667,5968902000000000.0,34.09
2021-03-02,23.15791666666667,3700000000000000.0,31.04
2021-03-03,27.770416666666662,8485626000000000.0,35.89
2021-03-04,20.926666666666662,5256860000000000.0,43.98
2021-03-05,17.660000000000004,5262338000000000.0,35.41
2021-03-06,8.520416666666666,4565180000000000.0,44.63
2021-03-07,4.40625,5113958000000000.0,46.31
2021-03-08,19.374166666666664,4982242000000000.0,26.09
2021-03-09,25.374166666666667,7313760000000000.0,49.22
2021-03-10,22.668333333333333,8140682000000000.0,95.8
2021-03-11,17.621666666666663,4356400000000000.0,109.82
2021-03-12,20.74041666666667,5584874000000000.0,61.54
2021-03-13,15.249583333333335,5128710000000000.0,59.93
2021-03-14,12.626956521739132,6439996000000000.0,56.24
2021-03-15,14.31125,5324458000000000.0,48.28
2021-03-16,13.918333333333337,4189180000000000.0,65.33
2021-03-17,15.113333333333337,5832158000000000.0,86.32
2021-03-18,16.343750000000004,3375970000000000.0,59.04
2021-03-19,14.400416666666668,6280458000000000.0,55.91
2021-03-20,19.68125,4659960000000000.0,50.83
2021-03-21,6.595416666666666,6119198000000000.0,45.78
2021-03-22,13.94625,6293390000000000.0,44.1
2021-03-23,9.937916666666668,5338112000000000.0,50.22
2021-03-24,12.969583333333334,6393114000000000.0,45.27
2021-03-25,13.117083333333332,4235090000000000.0,48.74
2021-03-26,15.954583333333332,6438292000000000.0,54.67
2021-03-27,16.334166666666665,4095530000000000.0,53.51
2021-03-28,11.725,8566212000000000.0,66.34
2021-03-29,24.40125,4900550000000000.0,51.28
2021-03-30,8.27375,6870010000000000.0,40.68
2021-03-31,11.34791666666667,5566330000000000.0,30.24
2021-04-01,10.387916666666666,5413980000000000.0,27.4
2021-04-02,37.38125,5571090000000000.0,38.99
2021-04-03,17.967083333333335,5856840000000000.0,51.22
2021-04-04,6.165833333333334,-403233000000000.0,42.18
2021-04-05,8.8225,3064690000000000.0,37.0
2021-04-06,6.107916666666668,6170712000000000.0,36.4
2021-04-07,9.707916666666668,6990210000000000.0,34.24
2021-04-08,14.640833333333331,4537280000000000.0,34.01
2021-04-09,16.345833333333335,5366720000000000.0,33.05
2021-04-10,12.435416666666669,5515680000000000.0,32.73
2021-04-11,13.073333333333332,8618740000000000.0,34.09
2021-04-12,17.820000000000004,5450530000000000.0,35.77
2021-04-13,8.31125,7733244000000000.0,44.43
2021-04-14,14.965416666666668,6826800000000000.0,44.74
2021-04-15,12.044583333333334,5567650000000000.0,36.16
2021-04-16,7.759583333333335,8600150000000000.0,43.85
2021-04-17,14.093333333333334,7017500000000000.0,43.31
2021-04-18,13.812083333333332,7072060000000000.0,42.36
2021-04-19,17.90625,6408380000000000.0,37.17
2021-04-20,8.230416666666668,6899222000000000.0,43.13
2021-04-21,12.277499999999998,4742520000000000.0,42.16
2021-04-22,15.88541666666667,6632276000000000.0,43.86
2021-04-23,11.279583333333331,7007330000000000.0,38.9
2021-04-24,21.64708333333333,4235820000000000.0,33.95
2021-04-25,27.906666666666663,6818280000000000.0,33.86
2021-04-26,25.474166666666672,5838880000000000.0,48.68
2021-04-27,19.02166666666667,7357600000000000.0,54.35
2021-04-28,30.597916666666663,8427320000000000.0,51.59
2021-04-29,29.843333333333334,9250376000000000.0,60.23
2021-04-30,23.12708333333333,7478090000000000.0,49.11
2021-05-01,16.757916666666667,5522874000000000.0,45.28
2021-05-02,18.16416666666667,9350990000000000.0,42.85
2021-05-03,20.66375,1.02e+16,45.13
2021-05-04,19.11625,8964918000000000.0,46.23
2021-05-05,17.43375,6339146000000000.0,48.82
2021-05-06,14.041666666666666,-6336690000000000.0,34.31
2021-05-07,24.142916666666675,9844340000000000.0,24.53
2021-05-08,16.9875,8921876000000000.0,23.76
2021-05-09,17.40791666666667,1.3e+16,23.57
2021-05-10,14.092916666666666,9101150000000000.0,26.81
2021-05-11,35.65624999999999,1.24e+16,24.38
2021-05-12,27.04416666666666,8623068000000000.0,26.61
2021-05-13,14.746666666666664,6055018000000000.0,24.35
2021-05-14,15.559166666666664,1.27e+16,24.54
2021-05-15,10.931666666666665,7291546000000000.0,19.89
2021-05-16,11.593333333333334,1.13e+16,21.16
2021-05-17,20.754999999999995,4952966000000000.0,18.3
2021-05-18,11.04875,9514574000000000.0,21.91
2021-05-19,17.778333333333336,7110560000000000.0,21.22
2021-05-20,22.752916666666668,1.11e+16,20.63
2021-05-21,24.33583333333333,6844770000000000.0,23.95
2021-05-22,21.836666666666662,7359710000000000.0,25.52
2021-05-23,9.02833333333333,7721888000000000.0,21.71
2021-05-24,15.567083333333334,5729516000000000.0,19.84
2021-05-25,27.84583333333333,9792140000000000.0,18.52
2021-05-26,43.33208333333334,7284540000000000.0,18.2
2021-05-27,19.19125,1.1e+16,19.2
2021-05-28,15.00083333333333,8162020000000000.0,33.0
2021-05-29,6.797499999999999,8847040000000000.0,22.17
2021-05-30,9.825416666666666,1.06e+16,22.04
2021-05-31,11.390416666666669,6478478000000000.0,24.64
2021-06-01,13.01375,1e+16,31.94
2021-06-02,23.174166666666668,6788632000000000.0,24.74
2021-06-03,32.67833333333333,7268610000000000.0,17.19
2021-06-04,18.824583333333337,6867130000000000.0,19.32
2021-06-05,18.85458333333333,7744730000000000.0,18.47
2021-06-06,39.06375,8578480000000000.0,21.04
2021-06-07,15.116666666666667,-72043900000000.0,24.49
2021-06-08,22.155833333333334,6484380000000000.0,34.8
2021-06-09,25.999166666666667,7913986000000000.0,23.19
2021-06-10,6.393750000000001,7286650000000000.0,27.55
2021-06-11,5.9775,8929450000000000.0,33.36
2021-06-12,4.807916666666666,9630600000000000.0,36.7
2021-06-13,6.304583333333333,8141880000000000.0,26.47
2021-06-14,13.10625,8375110000000000.0,17.3
2021-06-15,14.80958333333333,1.05e+16,10.45
2021-06-16,13.957916666666668,8358116000000000.0,10.05
2021-06-17,10.82625,7186760000000000.0,12.86
2021-06-18,12.63,6857500000000000.0,27.35
2021-06-19,7.439583333333332,8965950000000000.0,24.59
2021-06-20,9.6725,6855590000000000.0,20.76
2021-06-21,32.599583333333335,8261380000000000.0,19.91
2021-06-22,42.54375,7034060000000000.0,19.34
2021-06-23,18.16458333333333,1710550000000000.0,24.76
2021-06-24,21.600416666666664,6415940000000000.0,23.41
2021-06-25,30.797083333333333,6825232000000000.0,20.72
2021-06-26,25.73875,8273900000000000.0,16.76
2021-06-27,24.81916666666667,8057670000000000.0,13.5
2021-06-28,26.44,9064510000000000.0,11.95
2021-06-29,12.770833333333336,1.14e+16,12.89
2021-06-30,7.556666666666666,6844200000000000.0,15.07
2021-07-01,17.185833333333335,7857070000000000.0,15.85
2021-07-02,21.08458333333333,6609764000000000.0,16.39
2021-07-03,20.919166666666666,7285810000000000.0,14.72
2021-07-04,13.751666666666663,6216398000000000.0,13.01
2021-07-05,25.396666666666672,7792390000000000.0,14.45
2021-07-06,25.4675,6866370000000000.0,11.48
2021-07-07,27.5925,7102260000000000.0,11.57
2021-07-08,16.03125,7476350000000000.0,14.07
2021-07-09,8.691666666666666,5233310000000000.0,18.65
2021-07-10,6.802916666666667,5249980000000000.0,16.42
2021-07-11,6.211250000000001,6970760000000000.0,16.26
2021-07-12,7.301666666666667,5926648000000000.0,16.93
2021-07-13,16.56166666666667,9424050000000000.0,21.5
2021-07-14,11.972916666666668,9316330000000000.0,21.46
2021-07-15,12.244583333333331,6703850000000000.0,23.0
2021-07-16,12.15375,7349180000000000.0,17.04
2021-07-17,8.726666666666667,6527620000000000.0,12.09
2021-07-18,9.419583333333334,6995740000000000.0,16.69
2021-07-19,18.319166666666668,7211190000000000.0,17.39
2021-07-20,12.787916666666666,6274526000000000.0,18.16
2021-07-21,16.292499999999997,6097870000000000.0,16.01
2021-07-22,13.922916666666666,6120800000000000.0,16.64
2021-07-23,15.433333333333335,4348530000000000.0,17.58
2021-07-24,10.491666666666664,4246320000000000.0,14.9
2021-07-25,10.183333333333334,3504320000000000.0,14.73
2021-07-26,11.859583333333331,5801742000000000.0,16.06
2021-07-27,14.360416666666673,7577998000000000.0,12.33
2021-07-28,16.56666666666667,6431934000000000.0,13.9
2021-07-29,14.927083333333336,7635806000000000.0,13.82
2021-07-30,13.220416666666669,6208850000000000.0,14.05
2021-07-31,10.34708333333333,4805850000000000.0,11.56
2021-08-01,14.043333333333337,5797520000000000.0,10.84
2021-08-02,13.174166666666665,5218840000000000.0,14.99
2021-08-03,15.68875,6984710000000000.0,18.18
2021-08-04,12.395833333333334,5813856000000000.0,18.63
2021-08-05,17.425,7199018000000000.0,20.28
2021-08-06,16.22416666666666,4700870000000000.0,22.66
2021-08-07,13.015,4727050000000000.0,20.72
2021-08-08,16.692916666666665,5452330000000000.0,5.08
2021-08-09,14.942083333333333,6676870000000000.0,6.55
2021-08-10,12.004583333333334,1033150000000000.0,11.06
2021-08-11,15.803333333333336,5703000000000000.0,11.84
2021-08-12,10.809166666666668,4992000000000000.0,9.17
2021-08-13,10.614999999999997,7198770000000000.0,7.92
2021-08-14,8.746249999999998,4558520000000000.0,7.24
2021-08-15,12.540833333333332,6559880000000000.0,7.01
2021-08-16,18.36,7158710000000000.0,12.16
2021-08-17,18.26875,9205100000000000.0,13.25
2021-08-18,18.67375,5258580000000000.0,11.38
2021-08-19,10.586666666666666,6698600000000000.0,23.38
2021-08-20,10.49875,6015212000000000.0,28.36
2021-08-21,10.43625,7498854000000000.0,14.31
2021-08-22,16.40166666666667,6841012000000000.0,18.72
2021-08-23,13.242916666666671,5642060000000000.0,18.6
2021-08-24,11.3075,6702820000000000.0,14.46
2021-08-25,18.44708333333333,5513750000000000.0,14.11
2021-08-26,14.64,2612390000000000.0,14.29
2021-08-27,13.542916666666668,4718510000000000.0,30.62
2021-08-28,8.534166666666666,5828078000000000.0,16.51
2021-08-29,12.984583333333337,5771790000000000.0,15.02
2021-08-30,15.09625,6566200000000000.0,10.85
2021-08-31,11.1825,5242570000000000.0,10.79
2021-09-01,21.36125,8256520000000000.0,12.3
2021-09-02,24.54291666666667,5184792000000000.0,12.3
2021-09-03,22.242916666666662,5261528000000000.0,16.63
2021-09-04,19.99125,6980646000000000.0,19.64
2021-09-05,21.527083333333334,6170990000000000.0,13.97
2021-09-06,18.8675,6167640000000000.0,11.04
2021-09-07,11.175000000000002,5265250000000000.0,10.37
2021-09-08,13.954583333333332,6349780000000000.0,11.74
2021-09-09,14.083333333333334,8081956000000000.0,11.65
2021-09-10,14.987916666666663,7516674000000000.0,11.64
2021-09-11,11.18875,6906516000000000.0,11.5
2021-09-12,12.11125,6252798000000000.0,11.56
2021-09-13,17.912916666666668,5851130000000000.0,13.0
2021-09-14,13.547083333333331,5850220000000000.0,13.27
2021-09-15,16.640833333333337,4234160000000000.0,13.08
2021-09-16,28.28208333333333,5544454000000000.0,11.38
2021-09-17,26.5325,4319900000000000.0,9.62
2021-09-18,22.285416666666663,9724758000000000.0,9.64
2021-09-19,16.780833333333334,5926890000000000.0,9.75
2021-09-20,12.252499999999998,6182676000000000.0,8.27
2021-09-21,13.56666666666667,6451776000000000.0,10.71
2021-09-22,16.736666666666668,6957962000000000.0,10.88
2021-09-23,19.735833333333336,5937454000000000.0,9.76
2021-09-24,18.58333333333333,5847780000000000.0,11.07
2021-09-25,20.26625,6168130000000000.0,11.7
2021-09-26,16.2075,5922150000000000.0,11.69
2021-09-27,28.67333333333333,7522374000000000.0,11.63
2021-09-28,27.96958333333332,5309040000000000.0,11.76
2021-09-29,19.03833333333333,7814402000000000.0,13.45
2021-09-30,22.85666666666667,6825336000000000.0,14.34
2021-10-01,16.619583333333335,5302324000000000.0,13.44
2021-10-02,19.5025,6454084000000000.0,12.21
2021-10-03,17.301666666666666,5523730000000000.0,12.23
2021-10-04,21.86,6865340000000000.0,12.47
2021-10-05,21.732916666666664,6485730000000000.0,8.31
2021-10-06,27.714166666666667,7174424000000000.0,7.9
2021-10-07,31.727083333333336,6135770000000000.0,7.84
2021-10-08,25.13958333333333,7220422000000000.0,7.95
2021-10-09,17.6775,6661610000000000.0,8.58
2021-10-10,22.663333333333338,4690500000000000.0,7.93
2021-10-11,33.00874999999999,5552926000000000.0,8.09
2021-10-12,28.15083333333334,7476840000000000.0,7.82
2021-10-13,30.50791666666667,7652880000000000.0,8.04
2021-10-14,24.062916666666663,5819080000000000.0,15.12
2021-10-15,37.73916666666667,5429912000000000.0,39.59
2021-10-16,35.47875,5971810000000000.0,40.56
2021-10-17,10.45125,5054314000000000.0,36.74
2021-10-18,32.734166666666674,7034582000000000.0,23.8
2021-10-19,38.71083333333333,8338800000000000.0,22.69
2021-10-20,37.6325,7270660000000000.0,24.73
2021-10-21,38.15166666666666,9007750000000000.0,26.57
2021-10-22,25.62541666666667,6493064000000000.0,33.59
2021-10-23,8.123333333333333,6543010000000000.0,33.02
2021-10-24,16.377083333333335,6299710000000000.0,27.17
2021-10-25,19.481666666666666,5229010000000000.0,27.02
2021-10-26,36.688333333333325,6173770000000000.0,26.36
2021-10-27,25.86708333333333,1.0605442e+16,28.38
2021-10-28,34.04333333333334,8915620000000000.0,30.64
2021-10-29,31.47458333333333,7345440000000000.0,33.93
2021-10-30,24.42333333333333,7461690000000000.0,35.07
2021-10-31,31.992500000000007,5776496000000000.0,52.73
2021-11-01,15.461666666666668,1.02e+16,65.25
2021-11-02,14.590416666666664,1.301624e+16,47.95
2021-11-03,50.728333333333325,6226348000000000.0,47.07
2021-11-04,50.02416666666665,1.16e+16,57.31
2021-11-05,39.077916666666674,7021502000000000.0,43.32
2021-11-06,33.303333333333335,1.21e+16,33.39
2021-11-07,34.422799999999995,7238204000000000.0,30.93
2021-11-08,24.14125,1.23e+16,26.51
2021-11-09,52.2225,7391396000000000.0,34.52
2021-11-10,39.70583333333334,9491890000000000.0,40.51
2021-11-11,41.19541666666666,1.52e+16,39.67
2021-11-12,46.47833333333335,5884838000000000.0,38.33
2021-11-13,41.36625,1.16e+16,39.69
2021-11-14,49.61375,7161826000000000.0,51.22
2021-11-15,40.31875,7043510000000000.0,39.02
2021-11-16,42.567916666666655,7087618000000000.0,26.84
2021-11-17,45.156666666666666,7672510000000000.0,37.45
2021-11-18,48.78583333333335,7136044000000000.0,40.7
2021-11-19,43.45499999999999,4818688000000000.0,36.91
2021-11-20,33.95708333333333,7662160000000000.0,31.36
2021-11-21,23.607916666666668,6203132000000000.0,20.17
2021-11-22,44.09666666666666,7548400000000000.0,23.63
2021-11-23,60.85541666666668,6419270000000000.0,36.93
2021-11-24,44.904583333333335,1.01e+16,40.09
2021-11-25,38.58541666666666,6601584000000000.0,30.19
2021-11-26,52.71958333333333,7756810000000000.0,28.84
2021-11-27,45.1225,1.28e+16,36.0
2021-11-28,33.62499999999999,6916406000000000.0,27.28
2021-11-29,23.191666666666663,6563860000000000.0,25.82
2021-11-30,50.81333333333334,5962670000000000.0,41.91
2021-12-01,42.89124999999999,7781096000000000.0,60.19
2021-12-02,42.990833333333335,7537220000000000.0,39.39
2021-12-03,51.9725,6938910000000000.0,71.18
2021-12-04,42.18666666666666,5076220000000000.0,17.46
2021-12-05,18.45916666666667,5894740000000000.0,18.95
2021-12-06,28.079166666666666,6985040000000000.0,21.14
2021-12-07,29.960000000000004,7207966000000000.0,19.21
2021-12-08,47.37249999999998,1.01e+16,19.53
2021-12-09,48.25708333333333,6282598000000000.0,22.43
2021-12-10,41.53041666666667,7212380000000000.0,26.68
2021-12-11,46.82333333333333,6874428000000000.0,30.03
2021-12-12,57.54916666666666,9831610000000000.0,34.41
2021-12-13,62.6475,9909860000000000.0,34.62
2021-12-14,58.38208333333333,7822666000000000.0,35.26
2021-12-15,41.4675,6669450000000000.0,30.64
2021-12-16,34.290416666666665,6644746000000000.0,32.82
2021-12-17,32.35874999999999,4673600000000000.0,28.63
2021-12-18,25.956666666666667,6934508000000000.0,29.82
2021-12-19,29.252916666666664,7254720000000000.0,30.87
2021-12-20,55.41458333333333,9135118000000000.0,32.7
2021-12-21,50.76458333333333,5715270000000000.0,29.16
2021-12-22,45.61416666666667,1.23e+16,26.37
2021-12-23,57.98208333333334,7933800000000000.0,31.81
2021-12-24,61.06166666666669,1.52e+16,34.35
2021-12-25,62.41916666666668,6455920000000000.0,33.15
2021-12-26,32.045416666666675,8126798000000000.0,31.8
2021-12-27,35.57874999999999,6776746000000000.0,24.49
2021-12-28,37.56458333333334,9103100000000000.0,19.1
2021-12-29,39.08375,8760660000000000.0,24.15
2021-12-30,41.16958333333333,4776340000000000.0,35.95
2021-12-31,40.77875,9338300000000000.0,31.37
