date,open_NO2,sate_NO2
2020-11-24,5.4625,4997536000000000.0
2020-11-25,6.399583333333333,5021848000000000.0
2020-11-26,8.823333333333336,2439286000000000.0
2020-11-27,9.282916666666669,4611078000000000.0
2020-11-28,6.989166666666667,4367816000000000.0
2020-11-29,7.447083333333333,4703046000000000.0
2020-11-30,13.177083333333336,5433760000000000.0
2020-12-01,12.798333333333332,2652801000000000.0
2020-12-02,8.382500000000002,5072740000000000.0
2020-12-03,9.125833333333334,4339692000000000.0
2020-12-04,7.82375,4145036000000000.0
2020-12-05,6.788333333333333,4320390000000000.0
2020-12-06,6.67625,3445090000000000.0
2020-12-07,8.840000000000002,4329430000000000.0
2020-12-08,15.10875,4337150000000000.0
2020-12-09,22.081666666666663,4915780000000000.0
2020-12-10,19.82875,3938550000000000.0
2020-12-11,21.5675,4878970000000000.0
2020-12-12,17.550416666666667,4531490000000000.0
2020-12-13,16.922500000000003,4231502000000000.0
2020-12-14,13.617916666666666,3929290000000000.0
2020-12-15,8.380416666666667,3706433000000000.0
2020-12-16,7.233750000000001,4826010000000000.0
2020-12-17,13.618333333333334,5549606000000000.0
2020-12-18,10.846666666666666,4357220000000000.0
2020-12-19,7.006666666666668,5359440000000000.0
2020-12-20,13.780416666666662,4893754000000000.0
2020-12-21,14.588750000000005,7897770000000000.0
2020-12-22,14.4525,4171878000000000.0
2020-12-23,20.63875,6082430000000000.0
2020-12-24,11.194166666666666,3757793000000000.0
2020-12-25,18.536666666666665,4124974000000000.0
2020-12-26,9.597083333333336,4000734000000000.0
2020-12-27,15.284583333333332,5160010000000000.0
2020-12-28,17.13,6825610000000000.0
2020-12-29,9.792083333333336,4571720000000000.0
2020-12-30,6.202083333333334,3903480000000000.0
2020-12-31,7.742083333333331,4561230000000000.0
2021-01-01,7.09125,5072306000000000.0
2021-01-02,5.965416666666666,4136327000000000.0
2021-01-03,5.907499999999999,4502110000000000.0
2021-01-04,7.567083333333333,4580390000000000.0
2021-01-05,8.592500000000001,4819358000000000.0
2021-01-06,21.285833333333333,2544004000000000.0
2021-01-07,13.86625,3884908000000000.0
2021-01-08,6.901666666666667,5478090000000000.0
2021-01-09,8.083333333333334,4383856000000000.0
2021-01-10,12.717083333333331,4442900000000000.0
2021-01-11,17.96625,7969430000000000.0
2021-01-12,11.905,4101990000000000.0
2021-01-13,11.24,4359280000000000.0
2021-01-14,18.102500000000003,4924578000000000.0
2021-01-15,15.307499999999996,3765260000000000.0
2021-01-16,10.007916666666665,4316682000000000.0
2021-01-17,9.138749999999998,4411880000000000.0
2021-01-18,11.854583333333332,3408985000000000.0
2021-01-19,15.25875,5819940000000000.0
2021-01-20,12.277083333333335,7198390000000000.0
2021-01-21,13.465416666666668,4095126000000000.0
2021-01-22,11.545833333333333,5824010000000000.0
2021-01-23,8.39125,4533364000000000.0
2021-01-24,10.83333333333333,5886380000000000.0
2021-01-25,9.952083333333333,2486709000000000.0
2021-01-26,8.783,4675970000000000.0
2021-01-27,15.19,4384610000000000.0
2021-01-28,11.527916666666668,3032320000000000.0
2021-01-29,11.272916666666664,3983360000000000.0
2021-01-30,11.943333333333332,5567864000000000.0
2021-01-31,7.470833333333331,4647030000000000.0
2021-02-01,7.375416666666666,3759251000000000.0
