date,open_SO2,sate_SO2,"Ardhali Bazar, Varanasi - UPPCB","Bhelupur, Varanasi - UPPCB","IESD Banaras Hindu University, Varanasi - UPPCB","Maldahiya, Varanasi - UPPCB"
2021-11-19,18.065416666666668,0.3019999982,18.79,10.85,10.92,13.18
2021-11-20,11.508333333333336,-0.0779999999999999,16.38,10.78,10.9,12.9
2021-11-21,13.264583333333333,0.278000003,17.14,10.81,11.08,13.07
2021-11-22,26.61333333333333,0.0399999962,18.14,10.82,11.23,13.31
2021-11-23,23.047083333333337,-0.090000004,18.73,11.02,10.91,13.48
2021-11-24,21.360833333333336,-0.550000012,15.71,11.1,11.03,14.42
2021-11-25,31.67,0.1640000013999999,17.4,11.27,10.89,13.88
2021-11-26,37.18416666666667,0.0320000008,16.07,11.44,10.58,13.2
2021-11-27,19.755,0.3579999937999999,16.53,11.62,13.12,14.78
2021-11-28,22.834166666666665,0.1249999984,19.68,11.81,13.49,14.66
2021-11-29,21.006666666666668,0.1540000038,16.49,11.95,13.55,14.68
2021-11-30,29.89583333333333,0.2170000047999999,17.94,11.52,11.84,12.63
2021-12-01,22.225000000000005,-0.129999995,22.94,11.72,10.45,12.98
2021-12-02,21.045,0.3190000024,21.5,11.96,10.46,12.98
2021-12-03,11.978333333333332,0.127000001,19.66,13.48,10.67,13.21
2021-12-04,9.625833333333334,0.048999995,20.12,17.17,10.73,13.8
2021-12-05,9.238749999999998,0.1479999992,19.56,12.12,10.96,13.72
2021-12-06,11.208333333333334,0.115999996,18.49,12.21,11.18,13.59
2021-12-07,11.9375,0.08349875342044888,19.65,11.88,10.98,12.87
2021-12-08,17.91541666666667,0.670000017,20.23,12.01,10.44,13.0
2021-12-09,16.26,0.2720000087999999,19.87,12.18,11.14,13.26
2021-12-10,14.789166666666668,-0.0039999956,18.65,11.99,10.92,12.85
2021-12-11,15.398333333333332,0.1339999964,23.5,11.85,10.84,12.63
2021-12-12,23.23541666666667,-0.07,24.55,12.04,11.32,13.26
2021-12-13,46.92875,0.0139999977999999,23.49,12.26,7.17,14.3
2021-12-14,24.70708333333334,0.3930000044,24.64,12.2,8.64,14.05
2021-12-15,14.207916666666668,0.0399999962,21.54,11.98,5.75,13.62
2021-12-16,22.265416666666667,0.360000014,23.45,11.92,5.59,14.87
2021-12-17,16.665000000000003,-0.1309999974,24.16,11.97,4.57,14.07
2021-12-18,13.957083333333337,-0.0330000057999999,22.14,11.64,4.22,12.86
2021-12-19,13.947916666666666,-0.079999998,22.31,10.82,4.61,13.09
2021-12-20,15.85875,-0.1280000002,22.35,10.92,4.91,13.34
2021-12-21,18.867916666666662,0.1400000038,21.18,10.86,5.09,15.43
2021-12-22,25.75791666666667,0.054,24.76,10.54,7.06,17.91
2021-12-23,36.10541666666666,0.2440000038,22.61,10.73,11.55,18.21
2021-12-24,17.790416666666665,0.300000012,20.99,10.77,7.4,21.45
2021-12-25,16.147916666666664,-0.1199999936,20.0,10.61,7.26,22.03
2021-12-26,14.452916666666669,0.1699999864,20.55,10.74,7.62,21.77
2021-12-27,11.230000000000002,-0.0310000061999999,21.14,11.11,7.68,17.14
2021-12-28,16.15,0.2130000024,19.86,11.34,7.54,13.24
2021-12-29,16.190416666666668,0.014999999,19.17,11.28,7.46,13.6
2021-12-30,14.95791666666667,0.1590000052,18.78,11.18,6.25,15.06
2021-12-31,13.915416666666664,0.0550000011999999,17.33,11.1,5.91,16.75
