date,open_NO2,sate_NO2,"Manoharpur, Agra - UPPCB","Rohta, Agra - UPPCB","Sanjay Palace, Agra - UPPCB","Sector-3B Avas Vikas Colony, Agra - UPPCB","Shahjahan Garden, Agra - UPPCB","Shastripuram, Agra - UPPCB"
2021-09-04,14.134166666666664,5769528000000000.0,1.87,8.47,8.47,1.91,8.47,1.91
2021-09-05,13.815,5204430000000000.0,2.64,11.04,11.04,3.02,11.04,3.02
2021-09-06,16.1725,5371484000000000.0,3.17,12.34,12.34,4.39,12.34,4.39
2021-09-07,7.687916666666667,4267820000000000.0,1.84,12.1,12.1,2.88,12.1,2.88
2021-09-08,9.459583333333333,4389980000000000.0,1.58,7.11,7.11,2.3,7.11,2.3
2021-09-09,10.760833333333332,5364660000000000.0,2.51,6.95,6.95,2.01,6.95,2.01
2021-09-10,12.598749999999995,5393988000000000.0,2.2,7.85,7.85,2.16,7.85,2.16
2021-09-11,10.635416666666666,3508740000000000.0,1.64,6.15,6.15,2.45,6.15,2.45
2021-09-12,9.62625,5074150000000000.0,1.64,6.09,6.09,2.44,6.09,2.44
2021-09-13,12.788333333333336,4707608000000000.0,1.54,10.0,10.0,4.45,10.0,4.45
2021-09-14,5.135416666666666,5627550000000000.0,0.65,6.67,6.67,3.55,6.67,3.55
2021-09-15,6.059583333333332,4432726000000000.0,0.46,4.98,4.98,1.43,4.98,1.43
2021-09-16,6.749583333333334,4839886000000000.0,0.29,3.57,3.57,1.04,3.57,1.04
2021-09-17,14.22,4792070000000000.0,0.23,6.09,6.09,3.79,6.09,3.79
2021-09-18,7.972916666666666,6337312000000000.0,0.98,8.61,8.61,3.33,8.61,3.33
2021-09-19,12.085833333333332,4964562000000000.0,2.13,7.09,7.09,2.65,7.09,2.65
2021-09-20,11.48,5101368000000000.0,2.38,8.07,8.07,4.55,8.07,4.55
2021-09-21,11.826666666666666,4738742000000000.0,3.94,17.82,17.82,7.79,17.82,7.79
2021-09-22,13.353333333333332,5446860000000000.0,2.47,11.1,11.1,8.03,11.1,8.03
2021-09-23,9.844583333333334,4998180000000000.0,1.29,10.25,10.25,7.21,10.25,7.21
2021-09-24,10.948333333333332,3856360000000000.0,0.54,5.95,5.95,5.29,5.95,5.29
2021-09-25,11.853333333333332,4552954000000000.0,0.71,7.78,7.78,5.47,7.78,5.47
2021-09-26,10.75875,5464080000000000.0,1.3,8.89,8.89,5.87,8.89,5.87
2021-09-27,10.835,5280086000000000.0,1.41,11.86,11.86,6.53,11.86,6.53
2021-09-28,7.207083333333332,4905680000000000.0,1.49,9.49,9.49,5.76,9.49,5.76
2021-09-29,11.132083333333334,4827836000000000.0,2.83,7.58,7.58,5.29,7.58,5.29
2021-09-30,22.21625,5583270000000000.0,3.14,7.88,7.88,4.34,7.88,4.34
2021-10-01,23.18083333333333,4839492000000000.0,4.53,21.24,21.24,5.74,21.24,5.74
2021-10-02,10.054166666666667,5718720000000000.0,2.54,14.62,14.62,5.09,14.62,5.09
2021-10-03,7.160833333333333,4346530000000000.0,2.04,14.86,14.86,5.03,14.86,5.03
2021-10-04,17.612916666666667,4685614000000000.0,3.32,16.11,16.11,6.27,16.11,6.27
2021-10-05,42.6025,4782970000000000.0,2.95,14.58,14.58,8.82,14.58,8.82
2021-10-06,30.416249999999994,5731152000000000.0,2.68,16.48,16.48,8.68,16.48,8.68
2021-10-07,36.63458333333333,5170760000000000.0,2.36,21.29,21.29,11.54,21.29,11.54
2021-10-08,32.813333333333325,5245970000000000.0,3.2,29.3,29.3,16.21,29.3,16.21
2021-10-09,21.89583333333333,6103230000000000.0,4.89,32.59,32.59,24.9,32.59,24.9
2021-10-10,31.27958333333333,4800390000000000.0,7.93,28.4,28.4,23.71,28.4,23.71
2021-10-11,36.94125000000001,5793708000000000.0,11.66,34.01,34.01,21.56,34.01,21.56
2021-10-12,40.82041666666667,6570790000000000.0,7.57,26.82,26.82,24.7,26.82,24.7
2021-10-13,20.6075,5516902000000000.0,6.41,21.26,21.26,21.47,21.26,21.47
2021-10-14,24.6325,5439030000000000.0,6.8,19.64,19.64,22.44,19.64,22.44
2021-10-15,48.225,4696034000000000.0,8.12,24.3,24.3,29.27,24.3,29.27
2021-10-16,20.08458333333333,5508930000000000.0,10.22,21.65,21.65,31.58,21.65,31.58
2021-10-17,10.385000000000003,3996062000000000.0,6.95,16.08,16.08,14.01,16.08,14.01
2021-10-18,26.032083333333333,4979592000000000.0,1.1,11.37,11.37,7.44,11.37,7.44
2021-10-19,21.7175,4770960000000000.0,3.3,21.23,21.23,11.79,21.23,11.79
2021-10-20,23.680000000000003,5579810000000000.0,5.97,44.47,44.47,18.43,44.47,18.43
2021-10-21,17.89375,6306440000000000.0,11.19,28.41,28.41,21.25,28.41,21.25
2021-10-22,13.62375,4713124000000000.0,9.84,20.97,20.97,18.43,20.97,18.43
2021-10-23,27.11500000000001,5116110000000000.0,10.19,53.0,53.0,18.63,53.0,18.63
2021-10-24,26.10916666666667,4933170000000000.0,10.98,32.73,32.73,23.32,32.73,23.32
2021-10-25,35.11708333333335,4773030000000000.0,5.9,21.86,21.86,17.25,21.86,17.25
2021-10-26,31.70958333333333,5341350000000000.0,7.25,32.73,32.73,25.06,32.73,25.06
2021-10-27,42.00791666666667,4823256000000000.0,9.68,51.39,51.39,30.66,51.39,30.66
2021-10-28,48.83291666666667,6401650000000000.0,10.47,43.81,43.81,38.47,43.81,38.47
2021-10-29,49.685,5179444000000000.0,11.53,50.03,50.03,46.48,50.03,46.48
2021-10-30,25.165416666666676,5509910000000000.0,13.14,42.88,42.88,38.36,42.88,38.36
2021-10-31,31.28333333333332,3903062000000000.0,12.43,38.33,38.33,39.7,38.33,39.7
2021-11-01,37.359583333333326,5415080000000000.0,19.91,39.55,39.55,50.46,39.55,50.46
2021-11-02,38.31208333333333,5482984000000000.0,19.41,29.78,29.78,37.5,29.78,37.5
2021-11-03,54.82916666666667,4948200000000000.0,17.44,32.39,32.39,38.28,32.39,38.28
2021-11-04,47.24625,7253120000000000.0,13.98,51.13,51.13,43.82,51.13,43.82
2021-11-05,47.32791666666666,4353490000000000.0,13.29,50.56,50.56,49.34,50.56,49.34
2021-11-06,26.572916666666668,5367060000000000.0,13.37,55.94,55.94,49.9,55.94,49.9
2021-11-07,41.38719999999999,5389296000000000.0,14.85,56.58,56.58,47.27,56.58,47.27
2021-11-08,32.066250000000004,5040858000000000.0,21.6,46.85,46.85,63.19,46.85,63.19
2021-11-09,37.77916666666667,5114654000000000.0,18.7,58.63,58.63,45.33,58.63,45.33
2021-11-10,44.812916666666666,4090340000000000.0,16.0,84.61,84.61,55.33,84.61,55.33
2021-11-11,47.1675,6433560000000000.0,19.38,53.13,53.13,54.85,53.13,54.85
2021-11-12,51.40499999999998,5232362000000000.0,21.42,49.05,49.05,55.2,49.05,55.2
2021-11-13,37.48625,7169890000000000.0,20.85,67.97,67.97,38.33,67.97,38.33
2021-11-14,51.470416666666665,5086182000000000.0,19.08,76.29,76.29,33.75,76.29,33.75
2021-11-15,45.92499999999999,5080400000000000.0,19.67,70.51,70.51,34.5,70.51,34.5
2021-11-16,54.89333333333335,5283680000000000.0,21.84,54.48,54.48,34.62,54.48,34.62
2021-11-17,61.66874999999999,5996200000000000.0,35.53,0.2,0.2,42.6,0.2,42.6
2021-11-18,38.585,5159552000000000.0,51.21,37.93,51.21,37.93,51.21,37.93
2021-11-19,48.15999999999999,4059856000000000.0,36.27,27.77,36.27,27.77,36.27,27.77
2021-11-20,33.173333333333325,4916030000000000.0,34.69,25.85,34.69,25.85,34.69,25.85
2021-11-21,22.020000000000007,4505698000000000.0,34.55,27.47,34.55,27.47,34.55,27.47
2021-11-22,23.414166666666663,4291630000000000.0,24.05,21.96,24.05,21.96,24.05,21.96
2021-11-23,38.24916666666668,4942564000000000.0,25.6,40.6,40.6,25.1,40.6,25.1
2021-11-24,50.76708333333334,5245170000000000.0,40.97,147.34,147.34,32.82,147.34,32.82
2021-11-25,62.73333333333333,5900440000000000.0,52.61,56.21,56.21,36.62,56.21,36.62
2021-11-26,36.54041666666666,4192390000000000.0,55.33,42.08,42.08,36.67,42.08,36.67
2021-11-27,19.4,6276030000000000.0,33.66,4.71,4.71,29.83,4.71,29.83
2021-11-28,36.90375000000001,5123912000000000.0,33.04,0.8,0.8,31.05,0.8,31.05
2021-11-29,40.91333333333333,6786600000000000.0,33.68,0.67,0.67,36.04,0.67,36.04
2021-11-30,41.15875,4676362000000000.0,33.62,26.45,33.62,26.45,33.62,26.45
2021-12-01,55.550416666666685,4689818000000000.0,45.7,33.9,45.7,33.9,45.7,33.9
2021-12-02,43.18291666666667,4936600000000000.0,35.21,26.93,35.21,26.93,35.21,26.93
2021-12-03,53.461666666666666,5389988000000000.0,23.01,22.24,23.01,22.24,23.01,22.24
2021-12-04,50.00208333333335,5252848000000000.0,29.22,28.34,29.22,28.34,29.22,28.34
2021-12-05,26.75500000000001,4552530000000000.0,35.35,27.82,35.35,27.82,35.35,27.82
2021-12-06,47.23291666666668,5365450000000000.0,28.11,26.07,28.11,26.07,28.11,26.07
2021-12-07,32.6975,5410992000000000.0,25.87,0.2,0.2,22.2,0.2,22.2
2021-12-08,37.96125,6235460000000000.0,22.55,21.74,22.55,21.74,22.55,21.74
2021-12-09,47.20708333333334,5312008000000000.0,28.17,0.2,0.2,28.7,0.2,28.7
2021-12-10,33.34375,4605160000000000.0,30.55,25.15,30.55,25.15,30.55,25.15
2021-12-11,28.367500000000007,5092490000000000.0,28.69,21.68,28.69,21.68,28.69,21.68
2021-12-12,41.74541666666666,6455580000000000.0,39.13,32.08,39.13,32.08,39.13,32.08
2021-12-13,39.3575,5000000000000000.0,41.62,34.35,41.62,34.35,41.62,34.35
2021-12-14,32.84958333333334,5235884000000000.0,37.82,36.17,37.82,36.17,37.82,36.17
2021-12-15,39.47083333333333,4632830000000000.0,31.24,29.09,31.24,29.09,31.24,29.09
2021-12-16,30.87833333333333,5564862000000000.0,34.13,28.25,34.13,28.25,34.13,28.25
2021-12-17,17.674166666666668,4859640000000000.0,26.59,18.38,26.59,18.38,26.59,18.38
2021-12-18,13.103333333333332,5864088000000000.0,21.25,0.2,0.2,16.91,0.2,16.91
2021-12-19,18.49083333333333,5268940000000000.0,20.59,17.88,20.59,17.88,20.59,17.88
2021-12-20,42.14833333333332,5421080000000000.0,29.88,28.19,29.88,28.19,29.88,28.19
2021-12-21,41.192083333333336,5180420000000000.0,54.21,31.93,54.21,31.93,54.21,31.93
2021-12-22,50.02708333333333,5290850000000000.0,56.65,36.75,56.65,36.75,56.65,36.75
2021-12-23,41.794583333333335,4880746000000000.0,65.14,39.2,65.14,39.2,65.14,39.2
2021-12-24,43.60541666666666,5617530000000000.0,39.68,31.35,39.68,31.35,39.68,31.35
2021-12-25,40.18749999999999,5464328000000000.0,42.34,38.46,42.34,38.46,42.34,38.46
2021-12-26,16.68208333333333,4983216000000000.0,48.57,30.71,48.57,30.71,48.57,30.71
2021-12-27,36.22166666666666,5066312000000000.0,32.25,20.92,32.25,20.92,32.25,20.92
2021-12-28,26.11458333333333,5093878000000000.0,34.41,22.66,34.41,22.66,34.41,22.66
2021-12-29,49.70875,6643010000000000.0,28.58,23.88,28.58,23.88,28.58,23.88
2021-12-30,60.673750000000005,4176748000000000.0,31.61,22.65,31.61,22.65,31.61,22.65
2021-12-31,47.710416666666674,4378516000000000.0,31.39,30.59,31.39,30.59,31.39,30.59
