date,open_SO2,sate_SO2,"Alipur, Delhi - DPCC","Anand Vihar, Delhi - DPCC","Ashok Vihar, Delhi - DPCC","Aya Nagar, Delhi - IMD","Bawana, Delhi - DPCC","Burari Crossing, Delhi - IMD","Chandni Chowk, Delhi - IITM","CRRI Mathura Road, Delhi - IMD",Dr,"DTU, Delhi - CPCB","Dwarka-Sector 8, Delhi - DPCC ","East Arjun Nagar, Delhi - CPCB","IGI Airport (T3), Delhi - IMD","IHBAS, Dilshad Garden, Delhi - CPCB","ITO, Delhi - CPCB","Jahangirpuri, Delhi - DPCC","Jawaharlal Nehru Stadium, Delhi - DPCC","Lodhi Road, Delhi - IITM","Lodhi Road, Delhi - IMD","Major Dhyan Chand National Stadium, Delhi - DPCC","Mandir Marg, Delhi - DPCC","Mundka, Delhi - DPCC","Najafgarh, Delhi - DPCC","Narela, Delhi - DPCC","Nehru Nagar, Delhi - DPCC","North Campus, DU, Delhi - IMD","NSIT Dwarka, Delhi - CPCB","Okhla Phase-2, Delhi - DPCC","Patparganj, Delhi - DPCC","Punjabi Bagh, Delhi - DPCC","Pusa, Delhi - DPCC","Pusa, Delhi - IMD","R K Puram, Delhi - DPCC","Rohini, Delhi - DPCC","Shadipur, Delhi - CPCB","Sirifort, Delhi - CPCB","Sonia Vihar, Delhi - DPCC","Sri Aurobindo Marg, Delhi - DPCC","Vivek Vihar, Delhi - DPCC","Wazirpur, Delhi - DPCC"
2021-02-01,102.04375,0.2619999984,15.57,30.49,21.13,17.71,10.11,14.23,11.64,23.39,23.39,4.76,14.98,37.12,14.98,15.17,20.69,14.23,18.65,16.47,18.65,16.8,18.7,17.59,10.09,19.85,18.12,21.13,12.02,23.39,11.17,12.23,22.19,22.19,17.71,9.3,12.04,15.04,15.74,7.11,35.36,33.51
2021-02-02,99.22208333333332,-1.19000006,19.76,23.87,27.44,25.09,10.43,34.6,4.2,23.91,23.91,6.06,19.04,34.14,19.04,18.17,29.84,34.6,19.15,2.93,19.15,20.45,20.92,26.22,10.89,24.55,17.43,27.44,14.12,23.91,11.05,25.25,28.78,28.78,25.09,14.71,13.11,14.17,25.62,9.48,35.08,39.9
2021-02-03,59.88166666666665,-0.0259999989999999,12.28,16.63,18.06,20.45,8.94,32.29,7.65,20.17,20.17,3.83,14.63,23.23,14.63,15.89,20.77,32.29,16.92,4.62,16.92,15.01,18.44,13.04,7.95,13.01,14.66,18.06,11.99,20.17,6.27,16.5,29.28,29.28,20.45,8.08,8.84,12.14,19.26,8.95,30.53,31.02
2021-02-04,104.09041666666668,-0.2180000007999999,11.68,18.23,14.25,14.87,8.41,14.37,1.94,21.14,21.14,3.13,12.0,27.88,12.0,11.94,14.31,14.37,17.42,2.5,17.42,16.63,18.34,12.06,6.87,11.65,16.58,14.25,8.67,21.14,6.76,14.41,21.07,21.07,14.87,5.52,9.1,11.33,14.21,9.74,26.65,18.82
2021-02-05,55.60166666666666,-0.779999971,12.39,14.18,16.35,10.57,8.5,8.16,1.26,19.75,19.75,3.82,10.9,20.33,10.9,7.9,13.73,8.16,17.66,2.49,17.66,15.48,17.67,18.15,4.93,9.02,14.03,16.35,5.52,19.75,5.81,11.56,23.54,23.54,10.57,7.42,9.32,6.6,10.9,8.31,20.24,56.58
2021-02-06,31.58,0.041999998,14.72,14.25,22.42,18.07,8.6,8.25,3.56,20.37,20.37,5.08,12.6,23.66,12.6,14.37,18.34,8.25,18.2,14.66,18.2,16.07,11.23,12.66,5.42,15.99,16.35,22.42,5.91,20.37,7.0,15.39,28.37,28.37,18.07,10.41,9.3,6.88,10.44,9.24,19.04,25.88
2021-02-07,41.99166666666667,-0.270000011,16.27,14.74,23.27,23.85,8.03,8.43,1.45,16.38,16.38,5.47,16.24,23.67,16.24,11.38,17.85,8.43,18.66,14.96,18.66,16.46,11.67,9.08,8.04,13.67,17.9,23.27,4.97,16.38,6.88,15.53,9.39,9.39,23.85,12.88,9.39,12.5,12.26,9.59,17.89,24.28
2021-02-08,56.39708333333334,-0.0219999946,12.34,9.44,18.49,15.25,7.81,8.19,1.51,19.99,19.99,4.32,15.63,30.44,15.63,7.27,10.01,8.19,18.13,7.87,18.13,15.56,13.85,9.01,2.8,16.36,13.93,18.49,6.85,19.99,7.77,10.16,12.16,12.16,15.25,6.26,12.16,13.13,7.67,8.3,13.87,19.7
2021-02-09,98.3875,0.1339999865999999,15.26,22.56,22.4,34.09,4.26,7.28,3.64,24.21,24.21,4.89,16.06,31.36,16.06,15.49,34.19,7.28,28.37,16.27,28.37,17.77,10.66,15.65,6.74,21.44,25.47,22.4,8.08,24.21,9.77,20.62,26.58,26.58,34.09,10.62,11.22,13.38,14.34,11.02,23.74,26.6
2021-02-10,102.00416666666666,-0.0120000035999999,14.91,21.91,23.3,23.75,8.25,5.73,12.5,18.9,18.9,5.43,16.95,41.53,16.95,15.59,36.07,5.73,18.5,17.24,18.5,9.3,14.84,19.06,8.19,20.21,17.87,23.3,5.4,18.9,9.12,19.35,28.82,28.82,23.75,12.97,11.74,13.0,16.11,8.84,27.7,30.06
2021-02-11,78.44125000000001,-0.01,15.32,12.96,24.79,24.64,7.7,7.2,13.57,25.03,25.03,4.6,16.28,33.75,16.28,10.8,30.63,7.2,19.61,15.56,19.61,6.8,14.28,21.67,8.27,16.91,22.07,24.79,8.39,25.03,9.25,20.88,28.37,28.37,24.64,11.4,10.97,12.99,13.83,11.04,27.17,20.98
2021-02-12,71.52583333333334,1.19000006,16.86,6.02,22.75,27.44,7.07,7.0,13.84,20.11,20.11,3.8,16.98,24.34,16.98,11.45,27.58,7.0,19.17,13.53,19.17,6.72,12.8,24.53,6.78,16.75,17.32,22.75,7.28,20.11,8.04,16.91,30.03,30.03,27.44,11.52,14.05,13.04,15.24,9.5,21.33,16.64
2021-02-13,79.195,-0.0039999999999999,10.92,11.86,20.6,20.81,6.94,11.96,5.65,16.67,16.67,4.35,12.1,22.76,12.1,9.18,21.29,11.96,14.76,6.81,14.76,5.95,11.35,17.72,4.67,9.51,15.39,20.6,7.86,16.67,2.31,10.52,22.5,22.5,20.81,5.38,11.7,13.37,8.79,7.23,20.83,13.76
2021-02-14,93.18291666666669,1.19000006,9.94,21.46,23.18,22.01,7.2,7.2,6.29,19.75,19.75,4.7,15.58,31.7,15.58,8.13,27.26,7.2,15.1,6.5,15.1,5.82,13.47,22.65,5.5,11.56,18.36,23.18,7.83,19.75,9.9,17.66,20.67,20.67,22.01,6.57,12.53,13.34,10.19,7.26,19.11,15.33
2021-02-15,89.80458333333333,0.0840000012,13.64,17.67,17.63,20.36,7.08,6.96,5.12,21.08,21.08,3.85,13.47,29.55,13.47,9.68,25.07,6.96,14.06,15.26,14.06,5.61,13.66,25.06,6.26,14.33,19.31,17.63,7.36,21.08,11.73,16.49,22.05,22.05,20.36,5.77,11.68,13.41,9.53,7.72,19.48,16.35
2021-02-16,154.97249999999997,-0.189999998,15.67,29.56,25.93,25.51,6.98,6.28,8.37,26.21,26.21,3.87,16.46,32.37,16.46,13.87,40.92,6.28,22.55,4.74,22.55,7.62,13.25,24.79,10.23,17.27,22.81,25.93,7.1,26.21,15.1,17.46,30.08,30.08,25.51,9.35,12.83,11.67,14.88,10.44,22.33,17.25
2021-02-17,75.18208333333335,0.3820000182,10.81,18.21,19.66,26.32,6.76,7.87,10.63,22.9,22.9,4.54,16.35,26.44,16.35,14.04,34.41,7.87,18.72,18.81,18.72,6.95,14.25,30.27,6.9,14.67,20.31,19.66,7.59,22.9,10.77,17.22,25.96,25.96,26.32,7.93,12.0,13.2,11.34,10.93,21.11,21.68
2021-02-18,93.84791666666666,1.09000003,11.25,21.67,18.94,24.42,6.78,6.87,4.57,23.17,23.17,4.55,15.64,24.67,15.64,13.48,29.45,6.87,18.84,6.68,18.84,6.94,15.33,28.02,8.29,11.83,20.09,18.94,8.08,23.17,9.68,16.13,25.15,25.15,24.42,6.62,8.68,11.87,10.35,9.52,25.19,13.64
2021-02-19,63.10166666666665,-0.0059999986,11.73,18.15,18.64,23.28,6.44,7.49,4.97,18.71,18.71,4.89,14.68,22.5,14.68,13.23,22.13,7.49,16.58,4.97,16.58,6.84,11.36,29.91,12.78,10.31,15.89,18.64,7.03,18.71,8.78,16.41,25.7,25.7,23.28,5.99,10.13,11.74,10.1,9.26,18.79,15.93
2021-02-20,45.88666666666666,-0.059999999,10.31,14.29,28.8,20.88,6.41,7.36,13.94,15.3,15.3,4.04,11.92,20.44,11.92,14.89,23.36,7.36,15.15,13.99,15.15,6.15,12.22,30.32,4.13,11.86,15.71,28.8,7.18,15.3,9.32,12.59,22.63,22.63,20.88,8.59,7.5,11.61,9.94,7.75,19.1,15.52
2021-02-21,43.17416666666667,0.819999993,15.8,17.99,32.95,25.66,7.16,5.94,4.46,19.41,19.41,3.43,16.17,28.19,16.17,21.34,28.06,5.94,20.95,3.81,20.95,7.27,13.1,44.63,10.06,21.64,18.86,32.95,10.06,19.41,12.53,26.24,29.27,29.27,25.66,12.05,8.81,11.86,16.54,9.03,21.88,15.14
2021-02-22,54.34958333333333,0.7140000204000001,24.62,17.5,31.92,26.31,7.46,6.51,4.08,19.59,19.59,3.83,18.07,23.86,18.07,15.56,25.73,6.51,19.22,5.12,19.22,6.61,13.9,43.41,7.74,25.78,18.54,31.92,7.74,19.59,10.63,21.11,24.27,24.27,26.31,17.88,10.31,11.79,17.91,7.88,20.59,16.05
2021-02-23,144.4225,-0.170000002,19.96,14.91,35.36,30.13,8.33,6.14,11.66,21.27,21.27,6.75,19.75,25.93,19.75,16.73,32.07,6.14,24.38,4.95,24.38,7.04,12.34,50.18,8.68,36.68,21.64,35.36,8.68,21.27,12.25,25.58,27.09,27.09,30.13,16.64,12.65,12.21,18.62,5.95,34.97,22.85
2021-02-24,80.94333333333333,0.0240000055999999,34.17,16.07,47.28,27.18,8.89,7.57,12.31,19.84,19.84,6.47,19.45,28.98,19.45,25.53,40.05,7.57,19.66,7.68,19.66,6.96,18.85,49.71,9.24,38.58,20.54,47.28,9.24,19.84,12.49,27.5,32.91,32.91,27.18,22.2,16.27,12.82,23.03,7.72,32.17,20.49
2021-02-25,50.29708333333334,-0.02,28.66,10.46,39.87,26.61,8.29,10.77,3.84,21.18,21.18,4.2,19.23,27.64,19.23,16.7,33.48,10.77,21.68,6.62,21.68,6.64,15.29,45.85,8.48,28.38,18.66,39.87,8.48,21.18,11.44,20.79,27.36,27.36,26.61,16.25,11.72,8.56,19.49,11.62,24.83,18.24
2021-02-26,84.55083333333332,0.007999999,20.17,22.92,44.1,33.36,7.33,8.19,9.87,20.97,20.97,3.68,18.88,25.96,18.88,19.28,38.47,8.19,29.0,2.6,29.0,7.79,14.52,48.57,11.72,7.75,26.42,44.1,13.06,20.97,12.54,28.74,31.36,31.36,33.36,15.04,10.82,2.37,21.26,13.8,24.83,20.68
2021-02-27,81.29083333333334,0.01,16.54,9.41,32.1,25.19,12.19,7.03,4.05,18.06,18.06,3.64,16.46,21.3,16.46,13.32,26.55,7.03,20.83,3.58,20.83,6.13,16.84,32.48,8.01,6.75,17.9,32.1,10.27,18.06,9.43,16.47,23.84,23.84,25.19,8.71,8.17,2.28,12.06,11.08,20.57,21.31
2021-02-28,73.89083333333333,0.02,20.75,14.72,37.28,24.71,35.57,8.19,4.2,17.7,17.7,5.51,18.31,23.51,18.31,16.94,35.77,8.19,17.34,12.99,17.34,5.88,13.47,39.6,36.85,6.95,19.74,37.28,11.96,17.7,10.21,17.65,29.25,29.25,24.71,11.83,11.37,2.42,15.19,11.4,23.29,18.89
2021-03-01,43.63166666666667,-0.1999999986,18.37,19.25,38.87,26.19,30.28,11.26,11.17,17.83,17.83,5.71,18.11,22.02,18.11,15.09,32.08,11.26,20.79,2.45,20.79,6.47,15.46,50.72,30.54,5.8,19.4,38.87,10.37,17.83,9.7,20.02,30.56,30.56,26.19,13.89,12.71,1.81,15.09,11.72,22.5,16.8
2021-03-02,39.240833333333335,-0.209999993,20.54,14.02,35.39,24.69,23.89,14.1,4.49,15.99,15.99,8.86,20.48,22.36,20.48,15.22,35.93,14.1,20.82,2.66,20.82,7.08,14.88,36.33,39.71,6.86,14.44,35.39,10.07,15.99,10.27,18.03,28.95,28.95,24.69,15.65,11.6,2.36,15.96,15.68,21.2,19.06
2021-03-03,86.58666666666669,0.1519999994,26.58,28.41,47.75,43.25,40.0,7.42,13.65,23.76,23.76,10.91,25.51,30.05,25.51,11.93,44.94,7.42,34.36,19.17,34.36,9.04,20.74,56.9,23.32,11.17,22.98,47.75,15.74,23.76,13.54,33.88,39.68,39.68,43.25,17.2,17.36,5.59,19.13,17.74,26.25,24.36
2021-03-04,114.58041666666668,-0.059999999,21.86,33.74,44.43,28.93,28.95,11.11,5.18,30.4,30.4,7.16,20.32,47.25,20.32,12.6,57.19,11.11,26.79,23.39,26.79,8.77,17.28,36.99,16.78,10.26,27.97,44.43,11.82,30.4,18.7,21.79,32.71,32.71,28.93,11.13,19.86,7.16,17.67,6.91,34.51,27.99
2021-03-05,32.306666666666665,0.0640000008,17.81,19.49,38.49,23.24,27.0,9.7,3.83,18.94,18.94,4.88,21.07,25.33,21.07,6.09,29.64,9.7,21.89,2.29,21.89,6.07,18.3,30.67,30.8,9.35,17.35,38.49,10.13,18.94,9.0,17.1,30.01,30.01,23.24,13.88,11.56,6.69,15.99,8.52,22.79,21.33
2021-03-06,52.49083333333332,0.349999994,6.38,23.55,39.66,33.72,30.87,8.67,11.09,19.87,19.87,6.38,22.0,25.59,22.0,7.58,42.02,8.67,29.5,6.97,29.5,8.19,17.35,31.72,19.88,7.72,26.22,39.66,14.53,19.87,7.81,21.75,36.82,36.82,33.72,12.47,14.71,5.92,15.76,9.38,23.26,22.72
2021-03-07,44.615833333333335,-0.2859999946,23.08,27.25,47.22,25.33,34.52,7.48,4.21,23.34,23.34,7.92,21.23,39.75,21.23,20.51,55.16,7.48,28.24,9.17,28.24,8.15,18.41,21.43,15.8,9.89,26.98,47.22,11.03,23.34,7.65,18.92,32.43,32.43,25.33,14.82,19.83,5.78,28.13,9.08,43.28,23.94
2021-03-08,55.651250000000005,-0.159999996,16.73,20.67,36.39,25.23,31.97,7.91,3.46,15.46,15.46,4.32,15.86,24.26,15.86,15.59,33.77,7.91,21.23,11.63,21.23,6.93,17.68,12.4,12.98,7.38,21.07,36.39,7.3,15.46,6.55,12.14,25.7,25.7,25.23,10.28,10.86,5.39,25.79,6.19,36.52,17.53
2021-03-09,95.03000000000004,0.25999999,23.31,32.34,35.61,21.97,21.27,6.87,9.42,17.11,17.11,3.27,14.23,40.82,14.23,7.98,46.25,6.87,21.09,2.16,21.09,6.8,15.72,9.05,9.9,7.74,19.18,35.61,7.14,17.11,5.69,16.5,23.68,23.68,21.97,10.76,15.18,5.9,20.63,5.91,44.58,11.77
2021-03-10,93.59958333333331,0.4820000085999999,23.57,24.34,36.92,27.12,15.21,6.41,10.35,19.65,19.65,3.58,18.26,26.43,18.26,9.3,47.42,6.41,21.61,14.86,21.61,7.69,18.47,15.48,25.61,9.04,22.24,36.92,8.9,19.65,5.86,18.13,29.71,29.71,27.12,12.5,6.66,6.6,17.78,6.96,30.53,7.98
2021-03-11,114.38083333333331,0.0,26.73,32.46,44.93,29.84,11.26,7.69,4.06,24.26,24.26,4.22,7.43,43.74,7.43,14.63,59.08,7.69,24.43,6.47,24.43,8.93,17.09,18.84,17.7,19.51,29.19,44.93,8.67,24.26,6.84,23.67,31.56,31.56,29.84,12.64,11.51,6.99,25.58,8.36,34.97,9.09
2021-03-12,55.07458333333333,-0.0100000023999999,17.25,16.66,32.56,19.2,7.83,7.22,4.15,18.03,18.03,4.43,6.71,29.1,6.71,7.21,33.49,7.22,19.16,4.74,19.16,6.26,12.18,14.22,16.62,16.0,19.21,32.56,6.67,18.03,5.33,12.0,22.52,22.52,19.2,6.88,11.96,6.43,15.49,3.55,28.86,7.12
2021-03-13,53.33708333333333,0.1680000036,20.72,34.7,44.93,28.5,14.8,7.81,4.06,20.62,20.62,4.24,9.7,41.39,9.7,10.58,56.56,7.81,26.36,18.28,26.36,7.83,15.11,23.36,34.41,28.41,23.77,44.93,11.06,20.62,6.59,25.88,35.54,35.54,28.5,16.93,16.67,6.73,19.21,9.27,36.72,10.68
2021-03-14,40.66608695652174,-0.04,24.77,19.67,49.39,29.03,14.72,7.13,10.22,20.27,20.27,4.11,9.96,28.18,9.96,9.51,45.55,7.13,25.15,16.57,25.15,7.06,16.55,28.23,25.6,36.44,23.57,49.39,10.01,20.27,5.4,21.35,35.32,35.32,29.03,17.82,5.52,6.86,18.81,8.47,29.47,10.86
2021-03-15,46.055416666666666,0.300000012,27.72,18.48,34.09,28.13,15.24,8.06,3.87,17.75,17.75,3.79,9.44,26.72,9.44,9.71,42.36,8.06,24.19,5.58,24.19,7.5,15.52,37.43,35.92,26.08,23.52,34.09,13.11,17.75,5.86,28.71,35.83,35.83,28.13,17.0,7.04,6.13,17.54,7.71,27.62,11.85
2021-03-16,50.2775,0.109999999,26.6,21.19,35.18,32.64,14.96,7.73,3.65,20.72,20.72,3.5,10.66,26.54,10.66,9.75,40.42,7.73,27.36,2.66,27.36,7.52,17.85,33.75,27.95,32.22,26.28,35.18,15.91,20.72,6.4,29.73,39.22,39.22,32.64,16.09,4.36,5.28,18.24,8.45,25.51,10.48
2021-03-17,58.989166666666655,-0.0800000004,28.64,21.94,37.0,33.36,18.64,7.11,4.42,22.05,22.05,4.95,11.33,30.07,11.33,12.83,31.48,7.11,30.07,21.62,30.07,8.16,16.65,42.5,28.52,30.35,27.73,37.0,12.19,22.05,5.79,32.23,39.41,39.41,33.36,18.08,6.01,5.87,21.06,7.63,32.23,13.28
2021-03-18,70.05583333333334,0.209999993,25.41,19.88,36.19,30.69,19.22,6.84,4.33,20.37,20.37,4.93,13.03,28.31,13.03,11.41,27.38,6.84,26.73,2.29,26.73,7.41,15.48,25.3,28.25,30.69,28.61,36.19,13.95,20.37,6.47,28.36,31.5,31.5,30.69,16.9,17.42,6.59,20.83,9.56,30.46,11.58
2021-03-19,46.13458333333333,0.0919999971999999,22.21,20.79,40.02,31.14,14.71,7.32,4.45,20.59,20.59,4.77,10.92,27.27,10.92,11.23,31.52,7.32,28.1,5.67,28.1,7.6,13.35,31.67,35.31,23.29,27.92,40.02,10.8,20.59,5.59,24.51,35.19,35.19,31.14,13.91,14.23,5.51,17.68,12.85,30.94,9.21
2021-03-20,48.75166666666667,-0.02,28.17,24.15,42.78,36.76,18.53,6.65,4.39,22.62,22.62,5.57,11.53,29.17,11.53,10.38,31.37,6.65,32.71,6.67,32.71,8.54,17.76,39.12,25.0,33.39,33.02,42.78,12.5,22.62,6.27,33.8,35.25,35.25,36.76,18.64,18.68,5.21,21.41,11.73,32.6,12.57
2021-03-21,48.92583333333334,0.0220000008,46.42,20.54,44.74,26.52,17.52,44.74,10.56,20.78,20.78,6.52,7.02,35.18,7.02,7.39,28.81,15.21,23.46,6.86,23.46,7.22,18.67,23.66,16.53,60.23,25.64,44.74,10.22,20.78,6.35,35.59,27.0,27.0,26.52,17.11,54.79,5.41,20.74,7.51,35.12,15.21
2021-03-22,68.665,-0.4479999981999999,19.75,23.25,36.55,28.0,8.61,7.86,4.1,21.3,21.3,5.41,7.37,27.97,7.37,13.55,30.16,7.86,24.39,7.94,24.39,7.65,16.81,14.54,16.15,18.06,17.14,36.55,9.3,21.3,4.59,12.75,27.31,27.31,28.0,9.77,24.23,5.2,16.79,13.58,29.87,10.12
2021-03-23,65.94458333333334,-0.0259999976,18.95,19.28,31.68,25.24,7.64,7.31,4.36,17.59,17.59,6.32,7.06,26.33,7.06,36.48,27.1,7.31,22.06,6.4,22.06,6.94,17.28,14.79,13.05,16.49,22.09,31.68,7.53,17.59,4.08,16.81,25.67,25.67,25.24,8.43,23.48,4.7,18.67,12.32,33.96,7.87
2021-03-24,55.81958333333333,-0.01,22.01,24.83,36.36,27.59,16.9,8.1,4.59,17.09,17.09,6.43,11.16,25.93,11.16,8.56,27.5,8.1,23.26,2.24,23.26,7.78,14.83,27.25,12.11,24.1,23.92,36.36,10.7,17.09,1.89,27.75,32.8,32.8,27.59,13.83,18.63,5.0,17.43,10.74,28.55,12.34
2021-03-25,35.53458333333333,-0.660000026,17.38,18.38,29.87,25.3,8.25,10.84,3.87,15.21,15.21,5.06,8.23,20.23,8.23,6.12,16.67,10.84,19.98,2.28,19.98,6.62,11.75,12.59,11.61,14.89,22.07,29.87,9.43,15.21,1.71,16.62,27.36,27.36,25.3,10.55,10.32,4.79,12.83,12.49,22.13,6.9
2021-03-26,44.10833333333333,-0.0520000014,20.19,20.57,37.51,39.95,14.86,21.96,11.19,24.66,24.66,6.81,11.83,23.19,11.83,9.09,27.63,21.96,30.13,2.54,30.13,7.98,17.41,29.27,10.95,22.8,27.75,37.51,13.93,24.66,2.3,24.09,32.7,32.7,39.95,12.78,14.12,5.08,17.06,15.36,25.14,8.55
2021-03-27,69.88666666666667,0.560000002,36.87,22.82,41.35,27.41,23.44,30.85,4.05,19.23,19.23,7.25,8.71,29.53,8.71,8.98,27.96,30.85,25.54,7.66,25.54,7.31,14.55,41.67,7.72,39.24,24.85,41.35,10.78,19.23,2.55,34.71,28.76,28.76,27.41,20.04,25.77,5.19,18.35,7.98,32.42,14.25
2021-03-28,73.31375000000001,0.187999999,23.54,40.05,33.07,22.78,19.59,22.18,4.17,17.78,17.78,5.11,7.2,38.84,7.2,13.71,31.21,22.18,21.97,5.84,21.97,6.53,14.78,32.79,10.22,17.79,22.27,33.07,12.11,17.78,1.95,25.22,23.33,23.33,22.78,14.88,34.94,5.35,15.88,5.47,36.46,10.7
2021-03-29,69.47958333333334,0.0,17.2,23.0,31.75,24.6,9.05,18.08,12.48,17.41,17.41,7.14,6.93,29.6,6.93,14.44,35.91,18.08,5.22,5.22,7.68,7.68,17.87,17.65,4.69,17.2,27.3,31.75,10.66,17.41,2.34,23.53,28.03,28.03,24.6,9.05,29.48,5.54,19.54,3.46,14.44,31.75
2021-03-30,29.896666666666665,0.056743142700748136,16.94,18.54,29.01,18.29,8.69,16.02,4.0,15.84,15.84,12.67,7.05,21.31,7.05,8.51,17.62,16.02,18.29,6.65,18.29,5.84,14.99,20.84,6.33,9.7,19.32,29.01,9.19,15.84,2.0,20.28,25.0,25.0,18.29,10.62,27.84,5.48,13.62,8.26,7.32,29.01
2021-03-31,29.480416666666667,0.170000002,18.06,16.53,34.55,27.27,9.03,16.64,4.3,16.17,16.17,16.02,6.66,19.69,6.66,5.12,20.77,16.64,19.7,6.36,19.7,6.72,17.6,23.92,10.88,15.43,16.94,34.55,10.88,16.17,1.43,22.71,30.18,30.18,27.27,8.55,9.37,5.45,13.75,7.59,6.54,7.0
2021-04-01,38.575,-0.930000007,20.14,14.82,31.15,34.84,12.66,17.04,13.74,18.56,18.56,28.06,9.79,19.67,9.79,4.14,26.21,17.04,23.37,7.92,23.37,7.24,17.81,28.76,10.13,50.53,23.02,31.15,14.26,18.56,1.96,28.13,39.43,39.43,34.84,8.64,8.53,6.27,14.14,21.11,6.4,7.4
2021-04-02,68.48583333333336,0.0499999992,33.83,22.07,41.04,39.7,16.52,24.9,6.75,22.27,22.27,31.37,12.16,24.92,12.16,10.53,35.83,24.9,27.16,9.63,27.16,8.45,19.67,46.99,11.11,34.94,29.6,41.04,19.18,22.27,2.35,36.68,46.31,46.31,39.7,17.35,10.44,6.5,22.21,22.75,8.77,10.72
2021-04-03,65.39625000000001,-0.709999979,32.33,30.35,40.21,32.23,13.11,23.08,14.68,20.69,20.69,17.71,6.21,26.36,6.21,13.04,31.79,23.08,22.23,6.74,22.23,7.58,18.21,38.35,11.42,22.52,24.03,40.21,14.55,20.69,2.81,29.18,35.06,35.06,32.23,11.47,9.8,5.57,23.33,12.39,12.25,10.55
2021-04-04,69.14166666666667,0.0399999945999999,35.3,30.12,46.53,26.71,19.08,27.69,33.3,22.39,22.39,28.72,8.88,28.83,8.88,13.25,33.3,27.69,25.26,10.79,25.26,8.26,17.38,45.98,13.66,33.77,32.31,46.53,16.21,22.39,4.78,43.31,40.83,40.83,26.71,18.31,15.99,6.53,23.98,18.1,11.7,11.63
2021-04-05,69.18166666666664,-0.0459999985999999,31.43,51.86,47.49,25.31,14.3,31.22,7.44,28.04,28.04,20.31,7.12,45.39,7.12,25.06,45.59,31.22,29.46,19.58,29.46,8.39,19.68,32.1,8.98,28.88,31.76,47.49,15.62,28.04,5.59,36.48,54.23,54.23,25.31,15.02,15.21,6.58,31.14,17.92,22.65,13.08
2021-04-06,86.34833333333336,0.0580000008,36.3,36.5,47.49,30.17,17.63,34.08,15.44,25.63,25.63,10.44,7.67,32.44,7.67,23.01,57.63,34.08,31.27,24.2,31.27,9.03,17.08,27.48,10.21,37.14,32.97,47.49,14.49,25.63,4.64,35.54,43.8,43.8,30.17,16.8,16.44,6.25,32.54,20.85,21.59,13.05
2021-04-07,61.13541666666666,-0.02,19.53,28.53,31.31,23.41,9.48,17.23,5.43,18.55,18.55,6.33,4.32,22.02,4.32,7.86,26.79,17.23,22.94,2.78,22.94,7.31,15.38,26.43,5.77,15.85,20.64,31.31,9.99,18.55,2.51,27.67,29.2,29.2,23.41,7.94,6.96,3.74,15.2,17.29,10.55,7.31
2021-04-08,58.03583333333333,-0.0440000034,23.78,19.2,37.09,26.15,14.41,19.76,6.56,18.94,18.94,9.76,5.4,22.08,5.4,10.62,28.79,19.76,24.29,14.81,24.29,7.64,12.76,30.02,9.39,18.53,23.66,37.09,11.64,18.94,3.35,36.17,20.5,20.5,26.15,11.26,7.44,3.22,19.02,13.63,12.24,8.5
2021-04-09,55.62125,-0.449999988,24.35,23.5,33.57,24.59,14.17,23.25,18.2,21.51,21.51,15.53,7.64,21.62,7.64,12.32,29.87,23.25,19.08,2.46,19.08,7.31,14.75,40.35,10.16,23.93,21.39,33.57,18.06,21.51,3.67,28.86,20.69,20.69,24.59,9.86,7.27,2.62,19.23,10.26,15.83,8.53
2021-04-10,40.29750000000001,0.150000006,26.94,23.78,39.7,22.04,21.05,28.24,19.77,19.62,19.62,25.88,6.64,21.94,6.64,10.12,25.58,28.24,23.41,4.0,23.41,6.48,15.34,43.04,13.83,31.03,20.48,39.7,14.5,19.62,4.03,36.72,24.02,24.02,22.04,21.96,9.33,2.34,21.31,11.35,10.14,10.33
2021-04-11,63.016250000000014,0.230000004,33.76,27.62,51.69,28.95,14.39,29.7,9.26,28.58,28.58,20.13,7.89,28.84,7.89,12.82,46.71,29.7,29.3,2.52,29.3,9.05,17.2,50.19,11.13,29.27,28.58,51.69,18.09,28.58,5.05,44.0,35.69,35.69,28.95,13.85,6.08,6.52,24.44,18.47,13.5,12.43
2021-04-12,72.0325,-0.059999999,36.12,35.76,46.82,30.5,17.5,30.62,9.78,29.43,29.43,22.39,10.95,34.91,10.95,16.57,46.95,30.62,25.28,2.41,25.28,8.55,15.84,50.59,12.02,32.88,25.42,46.82,20.3,29.43,5.86,42.94,41.83,41.83,30.5,16.52,10.58,5.16,23.47,19.3,15.08,14.92
2021-04-13,50.58583333333333,-0.0539999998,37.25,31.84,47.14,31.95,19.0,27.74,23.84,30.6,30.6,26.81,8.9,29.4,8.9,14.95,43.06,27.74,36.52,7.9,36.52,9.46,18.44,44.28,12.0,39.92,28.93,47.14,16.95,30.6,5.63,42.39,39.04,39.04,31.95,18.33,12.81,6.48,22.42,17.73,12.08,15.49
2021-04-14,57.31,-0.209999993,29.3,21.51,35.92,32.84,13.62,22.22,8.35,25.1,25.1,18.07,8.74,23.12,8.74,9.46,37.48,22.22,26.38,2.2,26.38,8.46,16.99,41.53,10.83,22.56,26.75,35.92,18.45,25.1,4.58,28.55,39.94,39.94,32.84,12.85,7.7,5.28,20.36,18.37,10.82,11.83
