date,open_SO2,sate_SO2,"Jhunsi, Prayagraj - UPPCB","Motilal Nehru NIT, Prayagraj - UPPCB"
2020-11-24,16.8375,0.0837928886,16.93,16.93
2020-11-25,17.0575,0.0794635113999999,10.93,10.93
2020-11-26,19.530833333333334,0.0897742786,31.2,31.2
2020-11-27,22.21291666666667,-0.420495927,31.01,31.01
2020-11-28,20.89166666666667,0.419341385,39.4,39.4
2020-11-29,17.102083333333336,0.0697033854,54.92,54.92
2020-11-30,29.934583333333336,0.010854288,18.69,18.69
2020-12-01,30.510833333333338,0.020867997,10.29,10.29
2020-12-02,22.73375,-0.1144640721999999,9.39,9.39
2020-12-03,35.16166666666667,0.1801885318,8.5,8.5
2020-12-04,35.260416666666664,0.249689649,11.14,11.14
2020-12-05,40.81041666666667,-0.031479172,16.08,16.08
2020-12-06,33.57,0.097516902,11.13,11.13
2020-12-07,17.339583333333337,-0.029318323,13.72,13.72
2020-12-08,26.80250000000001,-0.1113097296,10.11,10.11
2020-12-09,24.38166666666667,0.184488714,7.41,7.41
2020-12-10,15.372083333333338,-0.0211165628,7.73,7.73
2020-12-11,15.555416666666664,0.0425781424,7.38,7.38
2020-12-12,11.226666666666668,0.0207525076,11.76,11.76
2020-12-13,10.555833333333334,0.0276891345999999,11.64,11.64
2020-12-14,32.757916666666674,0.0058417585999999,11.32,11.32
2020-12-15,25.237499999999997,-0.0279231039999999,11.36,11.36
2020-12-16,16.470833333333335,0.1891621651999999,11.06,11.06
2020-12-17,10.647083333333333,0.0608997577999999,10.93,10.93
2020-12-18,10.7025,0.109864026,10.83,10.83
2020-12-19,12.262083333333337,-0.0655991894,10.95,10.95
2020-12-20,16.096666666666668,0.065778146,10.7,10.7
2020-12-21,18.115833333333335,-0.192183748,10.43,10.43
2020-12-22,17.90125,0.0276171222,9.81,9.81
2020-12-23,26.52458333333333,-0.278796017,10.51,10.51
2020-12-24,22.399583333333336,-0.0088052063999999,9.47,9.47
2020-12-25,16.661666666666665,0.013844689,11.05,11.05
2020-12-26,22.66,0.0042900966,11.26,11.26
2020-12-27,14.95583333333333,-0.0684942966,10.75,10.75
2020-12-28,29.315416666666668,0.0121888749999999,11.14,11.14
2020-12-29,15.7925,0.0959961532,11.16,11.16
2020-12-30,19.777916666666663,0.084976543,12.02,12.02
2020-12-31,20.98125,0.132488245,13.16,13.16
2021-01-01,33.844166666666666,-0.769999981,15.37,15.37
2021-01-02,17.187916666666663,-0.0359299918,15.85,15.85
2021-01-03,12.199166666666663,-0.0129813405999999,15.94,15.94
2021-01-04,15.622500000000002,0.3138594655999999,16.38,16.38
2021-01-05,33.06583333333333,-0.0017113633999999,16.68,16.68
2021-01-06,21.475833333333338,0.967513978,15.26,15.26
2021-01-07,18.808750000000003,-0.0967722884,15.27,15.27
2021-01-08,37.34708333333334,-0.121247359,15.47,15.47
2021-01-09,11.31875,0.0044911101999999,15.64,15.64
2021-01-10,8.87,0.069657791,15.91,15.91
2021-01-11,10.34666666666667,0.1600509927999999,16.13,16.13
2021-01-12,12.87583333333333,0.06337481,15.78,15.78
