date,open_SO2,sate_SO2,"Punjab Agricultural University, Ludhiana - PPCB"
2020-11-24,13.175,0.0374801396,7.79
2020-11-25,13.415833333333332,0.0397413039999999,6.49
2020-11-26,5.507916666666668,-0.503055811,9.08
2020-11-27,6.529583333333332,0.3331370976,5.54
2020-11-28,6.3450000000000015,0.06224661,10.49
2020-11-29,22.05583333333333,0.0620751354,4.01
2020-11-30,8.067916666666667,0.799749076,3.33
2020-12-01,7.806249999999998,0.0749742992,4.24
2020-12-02,8.426666666666666,0.074811794,7.84
2020-12-03,21.06958333333333,0.205870196,4.75
2020-12-04,17.496250000000003,0.0752926707999999,9.94
2020-12-05,18.32666666666667,0.483411193,8.69
2020-12-06,18.15666666666667,0.1456302989999999,13.43
2020-12-07,7.246250000000001,-0.083966255,7.75
2020-12-08,7.785416666666669,0.0414596192,3.21
2020-12-09,5.538333333333333,0.0161230708,3.95
2020-12-10,5.046250000000001,0.157486737,4.17
2020-12-11,8.911666666666667,-0.0957114861999999,3.82
2020-12-12,8.59083333333333,-0.137253106,3.8
2020-12-13,4.18875,-0.0268785128,1.97
2020-12-14,5.649583333333332,0.1425800093999999,6.63
2020-12-15,5.825833333333333,0.0384019172,8.16
2020-12-16,6.37625,-0.013513813,8.68
2020-12-17,6.208750000000001,-0.239503928,7.58
2020-12-18,6.750833333333335,0.300038964,5.87
2020-12-19,7.375833333333333,-0.264835149,7.04
2020-12-20,5.992916666666666,0.0650947512,4.3
2020-12-21,7.077916666666667,-0.017994808,4.66
2020-12-22,10.485833333333336,-0.0217531576,8.21
2020-12-23,9.576666666666666,0.441852033,6.37
2020-12-24,9.88,-0.2751287712,3.83
2020-12-25,5.114166666666667,0.401292056,2.85
2020-12-26,13.31375,-0.031206379,6.16
2020-12-27,10.035833333333333,-0.0058350488,9.43
2020-12-28,8.147916666666665,0.100988321,7.77
2020-12-29,6.312500000000001,0.0386564037999999,6.5
2020-12-30,7.349583333333332,1.00999999,6.09
2020-12-31,10.808749999999998,0.106144779,6.6
2021-01-01,15.2175,-0.02859824,12.4
2021-01-02,11.422916666666667,-0.059424644,9.73
2021-01-03,10.86375,-0.0318880048,8.29
2021-01-04,13.727083333333333,0.014501822,8.41
2021-01-05,9.971666666666666,0.0079175873999999,8.8
2021-01-06,8.929166666666665,-0.100000001,8.94
2021-01-07,6.383333333333333,0.072372417,6.27
2021-01-08,6.516249999999999,0.2489467808,6.97
2021-01-09,5.007916666666668,0.070688927,12.95
2021-01-10,5.5375000000000005,0.0513732596,18.4
2021-01-11,6.505416666666668,-0.083303049,8.8
2021-01-12,7.070416666666668,0.1364675098,6.73
2021-01-13,7.215416666666667,-0.270000011,16.58
2021-01-14,29.08166666666666,0.1761998117999999,16.98
2021-01-15,17.01833333333333,0.031651395,12.59
2021-01-16,4.96375,0.0004549412,4.59
2021-01-17,11.150833333333331,0.02,5.29
2021-01-18,7.942500000000002,-0.1139609227999999,16.14
2021-01-19,5.971250000000001,-0.009727428,9.09
2021-01-20,6.361250000000001,0.42023623,9.44
2021-01-21,8.941249999999998,0.0695221259999999,4.53
2021-01-22,20.871250000000003,0.1098532348,8.83
2021-01-23,9.596666666666666,0.1343671074,4.2
