date,open_NO2,sate_NO2,"Alipur, Delhi - DPCC","Anand Vihar, Delhi - DPCC","Ashok Vihar, Delhi - DPCC","Aya Nagar, Delhi - IMD","Bawana, Delhi - DPCC","Burari Crossing, Delhi - IMD","Chandni Chowk, Delhi - IITM","CRRI Mathura Road, Delhi - IMD",Dr,"DTU, Delhi - CPCB","Dwarka-Sector 8, Delhi - DPCC ","East Arjun Nagar, Delhi - CPCB","IGI Airport (T3), Delhi - IMD","IHBAS, Dilshad Garden, Delhi - CPCB","ITO, Delhi - CPCB","Jahangirpuri, Delhi - DPCC","Jawaharlal Nehru Stadium, Delhi - DPCC","Lodhi Road, Delhi - IITM","Lodhi Road, Delhi - IMD","Major Dhyan Chand National Stadium, Delhi - DPCC","Mandir Marg, Delhi - DPCC","Mundka, Delhi - DPCC","Najafgarh, Delhi - DPCC","Narela, Delhi - DPCC","Nehru Nagar, Delhi - DPCC","North Campus, DU, Delhi - IMD","NSIT Dwarka, Delhi - CPCB","Okhla Phase-2, Delhi - DPCC","Patparganj, Delhi - DPCC","Punjabi Bagh, Delhi - DPCC","Pusa, Delhi - DPCC","Pusa, Delhi - IMD","R K Puram, Delhi - DPCC","Rohini, Delhi - DPCC","Shadipur, Delhi - CPCB","Sirifort, Delhi - CPCB","Sonia Vihar, Delhi - DPCC","Sri Aurobindo Marg, Delhi - DPCC","Vivek Vihar, Delhi - DPCC","Wazirpur, Delhi - DPCC"
2021-06-24,49.6675,7688160000000000.0,25.84,24.61,24.97,5.5,9.64,22.59,24.3,19.2,39.47,42.0,15.08,38.96,15.08,10.4,16.01,22.59,65.38,24.53,8.69,16.01,57.64,15.84,6.69,37.32,48.19,32.33,18.35,52.46,13.31,37.69,28.98,13.43,24.87,14.82,11.31,22.27,24.73,22.27,17.86,17.15
2021-06-25,40.11291666666667,7835268000000000.0,28.52,38.48,29.77,7.78,9.15,28.47,17.87,25.32,50.45,41.52,16.32,46.82,16.32,47.76,18.28,28.47,61.75,23.4,8.69,18.28,55.18,15.79,4.71,27.87,55.29,27.68,19.47,47.77,18.94,36.01,43.75,18.16,28.01,14.96,11.91,20.48,28.73,20.48,21.5,22.16
2021-06-26,30.673333333333336,8390300000000000.0,37.23,36.77,34.12,9.6,11.14,30.99,15.25,25.57,54.56,48.7,21.23,51.31,21.23,28.17,22.66,30.99,73.84,25.6,8.69,22.66,52.35,28.01,10.06,29.23,64.4,14.33,27.38,60.91,24.17,46.24,39.43,18.95,29.75,19.72,12.65,26.62,34.59,26.62,22.83,25.16
2021-06-27,28.21833333333333,7140732000000000.0,28.62,31.45,31.26,9.89,11.01,28.09,34.13,15.7,48.67,47.39,21.01,37.37,21.01,34.47,19.84,28.09,75.17,23.73,8.7,19.84,50.74,23.42,10.41,33.75,58.17,13.05,23.85,40.08,13.07,51.15,34.77,16.58,43.11,15.29,12.97,24.77,21.08,24.77,18.27,21.8
2021-06-28,41.54916666666667,9275190000000000.0,39.37,41.54,28.33,8.1,14.58,34.53,40.68,19.55,53.31,41.92,19.07,43.28,19.07,29.09,27.13,34.53,73.32,24.38,8.7,27.13,47.29,22.33,9.16,42.81,67.3,16.66,17.78,49.27,15.57,41.48,39.02,14.03,46.75,18.38,13.71,20.66,35.37,20.66,19.57,20.56
2021-06-29,25.48333333333333,8617020000000000.0,55.99,49.29,39.4,8.28,14.21,45.85,27.19,36.82,57.01,47.58,23.65,60.61,23.65,30.11,31.09,45.85,96.25,41.19,8.71,31.09,45.79,31.76,11.59,39.4,74.58,15.63,28.34,73.91,29.29,51.97,64.9,22.32,48.05,18.64,15.88,23.4,42.18,23.4,25.15,32.8
2021-06-30,17.65708333333333,9224100000000000.0,39.58,43.17,38.21,7.94,14.86,33.5,36.0,29.36,39.65,44.54,17.47,57.48,17.47,31.78,22.93,33.5,88.11,27.51,8.7,22.93,43.15,22.98,7.09,23.46,58.78,12.42,22.02,55.09,28.7,35.0,42.12,26.18,31.43,15.55,12.09,14.82,32.35,14.82,25.44,27.04
2021-07-01,20.76083333333333,6057520000000000.0,23.58,51.71,30.29,3.32,9.98,17.76,23.68,25.57,34.41,34.89,13.48,40.09,13.48,24.37,15.33,17.76,76.6,42.82,8.71,15.33,33.01,27.05,5.73,19.38,36.58,11.19,21.21,39.99,17.62,30.25,39.7,91.68,21.2,14.61,11.2,11.69,25.58,11.69,19.48,20.61
2021-07-02,22.735000000000003,6719188000000000.0,20.92,55.94,26.36,23.83,8.43,20.32,26.28,23.73,40.2,35.87,13.86,42.66,13.86,26.2,15.23,20.32,72.52,91.96,8.73,15.23,44.31,21.12,7.09,22.7,41.46,9.56,21.49,45.32,19.34,31.8,34.46,242.98,23.83,12.71,10.63,18.6,22.51,18.6,21.14,16.96
2021-07-03,25.205416666666668,5963450000000000.0,26.17,65.91,30.64,9.31,8.45,28.03,22.53,28.09,44.77,36.65,15.3,51.57,15.3,30.18,17.74,28.03,70.82,91.5,8.71,17.74,49.82,19.89,6.02,27.86,48.26,9.73,19.9,46.08,21.02,32.19,43.34,19.81,25.52,15.31,10.99,21.3,31.07,21.3,19.5,24.49
2021-07-04,55.16916666666668,9174540000000000.0,37.21,90.81,40.27,8.79,11.57,12.44,48.17,20.26,52.43,51.56,18.65,62.1,18.65,39.64,26.3,12.44,77.89,29.61,8.71,26.3,62.25,24.34,9.01,37.6,63.02,16.05,24.17,47.98,27.99,44.38,43.94,11.96,37.55,17.24,11.33,22.65,36.02,22.65,24.58,26.39
2021-07-05,42.67708333333332,7294870000000000.0,33.17,80.36,33.21,7.74,11.43,9.25,32.54,24.75,52.29,33.63,15.31,48.98,15.31,29.35,20.66,9.25,75.46,89.69,8.71,20.66,58.74,24.8,7.83,24.96,40.56,11.93,19.26,47.91,19.95,28.89,51.13,10.16,27.74,11.97,10.78,18.19,25.28,18.19,18.92,21.44
2021-07-06,33.00541666666667,6105170000000000.0,26.93,72.55,28.45,7.93,12.49,9.15,23.93,30.83,50.04,30.24,14.12,39.07,14.12,26.63,19.59,9.15,84.34,95.1,8.71,19.59,58.18,25.75,8.09,22.36,41.0,8.86,19.92,51.05,17.32,32.24,59.76,9.39,27.58,11.11,10.82,16.09,19.61,16.09,17.44,20.46
2021-07-07,23.837916666666672,8300450000000000.0,38.37,78.62,33.09,8.93,20.51,12.42,28.54,29.89,41.92,36.65,16.02,50.73,16.02,33.08,23.25,12.42,84.04,96.42,8.72,23.25,45.7,27.21,9.59,28.43,48.52,9.61,22.84,55.28,20.29,30.38,59.25,9.35,31.27,14.41,11.35,15.86,29.96,15.86,18.76,23.16
2021-07-08,32.23166666666667,7675520000000000.0,25.96,66.44,28.68,8.23,15.96,10.7,30.66,22.14,38.29,31.66,14.61,35.65,14.61,33.16,18.1,10.7,77.46,29.09,8.72,18.1,39.81,23.23,7.87,23.42,41.97,9.76,19.86,42.91,13.51,33.13,44.35,8.41,29.82,12.98,10.95,17.06,20.8,17.06,15.71,20.19
2021-07-09,35.0725,8991020000000000.0,19.49,49.27,28.41,6.75,13.52,8.63,21.47,12.75,32.47,36.45,13.86,40.6,13.86,33.2,18.91,8.63,86.75,44.97,12.14,18.91,59.1,25.14,8.27,30.48,43.13,9.97,21.06,28.24,12.22,42.62,29.06,8.01,25.32,15.35,11.41,19.84,22.21,19.84,19.33,18.34
2021-07-10,25.005,5608630000000000.0,18.93,37.4,24.47,6.43,9.61,14.33,7.56,7.02,29.02,32.48,11.61,35.03,11.61,29.39,14.76,14.33,69.55,87.32,13.72,14.76,59.35,22.61,8.25,28.62,33.59,7.94,18.03,18.13,9.87,45.68,21.79,6.63,21.08,13.75,11.59,17.44,17.82,17.44,19.21,15.43
2021-07-11,29.530833333333334,7861982000000000.0,17.28,27.99,19.34,5.55,4.48,23.19,7.78,2.67,26.94,29.15,7.89,29.81,7.89,23.58,10.18,23.19,64.17,17.68,12.27,10.18,55.65,19.57,6.91,25.35,27.62,6.97,15.07,12.9,3.88,30.88,15.26,9.36,13.92,11.37,10.64,12.24,15.79,12.24,18.03,12.39
2021-07-12,33.97958333333333,6492730000000000.0,19.53,26.05,20.06,5.57,5.34,21.85,18.54,2.92,28.23,33.47,8.36,32.46,8.36,31.45,10.09,21.85,67.06,20.01,12.41,10.09,55.7,19.03,6.66,30.22,27.61,7.28,15.57,15.51,3.43,31.68,14.11,9.59,19.24,11.7,10.09,15.19,19.95,15.19,17.45,12.74
2021-07-13,52.72291666666667,6281624000000000.0,18.66,29.25,22.72,6.21,7.9,22.22,14.9,9.78,37.29,33.56,15.36,45.25,15.36,20.27,16.36,22.22,65.79,22.31,13.23,16.36,52.56,19.59,9.57,27.51,39.03,6.63,22.82,23.42,16.46,37.68,30.19,7.03,30.4,12.76,14.58,21.6,20.97,21.6,20.98,16.67
2021-07-14,60.36208333333333,8056592000000000.0,16.15,64.32,25.7,6.81,7.31,31.18,19.14,9.13,42.07,36.41,17.6,53.62,26.69,24.09,22.9,31.18,72.87,21.03,13.81,22.9,60.98,17.08,9.72,29.99,43.33,6.62,23.81,25.31,14.66,42.69,30.51,1.85,42.45,13.64,12.86,25.1,22.62,25.1,22.22,19.33
2021-07-15,47.239166666666655,6690990000000000.0,9.61,46.25,22.4,6.77,6.87,28.7,19.05,5.61,32.44,31.25,13.14,37.61,20.94,26.98,14.72,28.7,59.79,20.86,13.41,14.72,68.72,17.34,7.52,21.73,37.62,22.4,20.37,19.79,8.51,42.89,27.25,1.92,29.47,10.77,11.65,21.02,17.75,21.02,18.99,17.86
2021-07-16,60.31958333333333,5563330000000000.0,10.71,72.04,27.23,6.8,6.33,28.62,6.04,4.84,28.43,35.36,13.73,39.08,24.66,20.77,15.16,28.62,57.18,89.2,12.85,15.16,62.6,29.55,7.99,23.23,34.61,27.23,20.32,18.33,8.44,46.44,25.98,1.95,31.05,13.76,14.88,19.35,19.24,19.35,15.42,23.29
2021-07-17,51.13125,6815420000000000.0,15.35,34.7,30.02,6.44,7.09,26.43,22.12,7.79,36.03,42.77,14.5,42.4,25.03,26.13,19.36,26.43,65.82,41.42,13.04,19.36,64.99,25.84,7.65,30.67,46.54,30.02,18.02,19.94,11.33,37.78,48.17,9.48,24.78,14.88,16.67,17.27,24.23,17.27,14.57,19.54
2021-07-18,40.22708333333334,7109310000000000.0,23.38,8.06,31.81,6.47,6.69,27.67,7.93,9.85,29.21,41.59,14.01,48.81,23.7,22.01,17.9,27.67,96.97,75.25,12.38,17.9,73.28,24.28,7.62,32.7,39.6,31.81,19.24,22.14,14.56,36.72,48.45,15.94,22.4,16.87,22.29,18.19,36.21,18.19,16.85,27.68
2021-07-19,37.05,6652282000000000.0,15.17,10.89,27.0,6.4,6.52,29.6,13.62,10.88,36.63,28.7,15.64,57.52,26.68,28.99,19.95,29.6,113.23,21.0,12.22,19.95,66.58,15.1,4.99,23.98,46.32,27.0,17.87,26.24,19.31,27.96,45.25,15.95,24.46,14.2,16.87,17.71,24.33,17.71,17.12,26.86
2021-07-20,98.72041666666668,6659210000000000.0,15.68,55.94,30.84,4.96,7.66,27.48,20.91,9.03,39.88,32.03,18.36,57.66,28.0,23.58,19.69,27.48,105.59,24.7,12.8,19.69,69.73,18.38,9.05,27.24,54.58,30.84,21.17,26.21,17.74,40.71,41.04,19.67,33.61,15.12,9.06,21.57,26.41,21.57,15.26,22.88
2021-07-21,64.84708333333334,5786050000000000.0,17.09,58.86,36.01,5.01,10.92,33.78,9.88,9.22,39.59,41.05,18.41,52.73,28.13,36.63,21.4,33.78,97.06,81.2,13.15,21.4,69.58,19.85,8.54,30.58,48.42,36.01,21.6,27.99,16.61,44.02,45.52,19.81,33.53,18.75,8.57,19.05,31.98,19.05,18.32,26.0
2021-07-22,51.19458333333332,5889658000000000.0,7.17,23.33,21.37,5.07,4.23,24.2,9.84,6.9,27.58,23.74,12.4,34.85,25.81,23.55,14.02,24.2,84.34,39.71,12.35,14.02,60.16,23.6,6.48,14.16,29.69,21.37,16.94,15.42,6.67,32.45,24.26,12.12,24.37,10.09,8.91,13.49,15.56,13.49,10.97,18.65
2021-07-23,65.24708333333332,6314490000000000.0,10.03,42.98,31.89,5.63,6.33,35.02,20.61,6.62,29.88,31.29,13.54,39.78,26.91,13.81,16.37,35.02,89.25,22.53,12.23,16.37,60.78,19.59,6.73,29.91,38.67,31.89,18.72,18.15,8.87,36.9,34.37,12.93,24.16,14.2,10.81,15.35,23.54,15.35,13.02,22.72
2021-07-24,41.92666666666666,8124778000000000.0,12.13,49.39,32.53,6.72,7.81,38.98,26.11,8.15,42.48,26.76,20.41,53.87,31.1,15.06,22.29,38.98,95.84,23.29,12.42,22.29,54.08,48.27,8.8,32.89,46.22,32.53,23.64,30.0,14.01,48.9,50.51,16.85,32.46,16.54,13.41,14.71,25.8,14.71,16.25,29.3
2021-07-25,40.38499999999999,6528860000000000.0,8.17,39.31,26.45,6.16,6.38,34.82,22.19,7.47,33.69,33.41,16.87,43.62,31.53,16.88,17.42,34.82,95.79,24.35,12.64,17.42,52.68,31.74,8.9,24.64,49.35,26.45,21.48,20.54,13.76,39.46,34.01,14.43,26.18,13.38,13.05,15.07,23.14,15.07,13.49,22.58
2021-07-26,84.42583333333336,6409342000000000.0,12.75,44.75,27.58,6.38,6.61,34.29,15.14,6.54,30.9,26.14,18.45,43.34,25.38,16.09,16.9,34.29,104.98,76.61,11.8,16.9,61.39,26.0,7.8,27.78,33.86,27.58,18.85,18.16,8.72,39.55,43.45,13.53,25.42,14.71,13.76,18.9,24.38,18.9,11.44,21.71
2021-07-27,43.52708333333333,7471512000000000.0,16.59,37.43,27.76,5.59,6.5,34.97,8.85,7.97,33.41,21.44,16.9,54.77,21.55,18.58,17.82,34.97,103.34,69.0,11.36,17.82,53.69,12.83,6.38,24.8,37.89,27.76,16.85,23.49,14.28,30.16,62.48,11.29,21.97,13.49,13.96,12.84,28.78,12.84,12.84,23.49
2021-07-28,48.181666666666665,1.1035982e+16,17.49,47.32,26.51,5.12,5.21,42.72,12.49,12.63,33.39,16.14,15.27,55.57,23.77,16.21,15.84,42.72,69.75,21.33,11.47,15.84,54.33,33.9,5.22,20.39,31.82,26.51,15.8,22.21,16.2,24.98,57.13,10.12,22.38,10.5,13.66,12.47,23.06,12.47,11.57,20.88
2021-07-29,46.99625,6293346000000000.0,12.12,47.21,29.16,4.66,6.05,32.75,13.45,11.19,38.34,18.29,17.45,52.27,27.46,31.35,18.08,32.75,24.82,40.95,11.69,18.08,58.28,45.64,5.19,19.59,40.3,29.16,16.61,26.29,16.28,31.33,60.16,14.27,30.16,11.43,17.25,17.53,17.11,17.53,12.14,23.83
2021-07-30,64.5475,6152578000000000.0,11.62,42.89,26.18,5.38,6.18,21.7,19.58,10.12,40.37,56.05,20.88,62.56,29.8,17.22,21.0,21.7,19.68,22.2,11.7,21.0,60.42,54.76,8.15,23.71,45.74,26.18,22.56,25.92,15.55,36.69,61.52,12.59,32.27,12.72,22.59,20.94,14.54,20.94,13.05,22.25
2021-07-31,45.31208333333333,4863280000000000.0,7.81,30.8,18.52,4.87,5.46,24.61,11.98,6.42,30.43,20.07,15.85,30.8,25.87,10.37,13.61,24.61,17.13,14.07,11.06,13.61,54.23,66.14,5.68,24.05,33.03,1.63,19.46,17.65,30.8,38.11,50.22,12.31,22.62,11.53,22.67,11.52,12.07,11.52,11.88,21.48
2021-08-01,53.9025,5032978000000000.0,13.68,30.82,26.17,5.89,5.92,37.56,22.0,11.42,47.31,19.15,21.71,30.82,34.23,15.49,19.23,37.56,19.38,19.63,10.25,19.23,54.46,43.13,5.98,26.97,80.53,0.96,21.01,29.21,30.82,39.73,66.85,16.49,31.39,13.21,22.72,13.51,10.31,13.51,16.94,23.84
2021-08-02,67.16000000000001,6339082000000000.0,11.48,46.91,22.7,8.14,9.06,41.61,19.84,10.49,42.29,21.79,27.08,46.91,39.33,13.34,19.34,41.61,20.27,26.52,10.56,19.34,54.54,39.74,19.97,30.81,40.77,5.54,27.53,28.03,7.83,41.98,61.55,16.6,34.4,13.73,22.28,20.61,8.19,20.61,15.51,24.2
2021-08-03,38.41458333333334,7207918000000000.0,8.67,31.64,24.25,6.51,5.71,33.72,15.96,7.96,30.65,23.08,17.72,31.64,31.1,15.92,14.17,33.72,44.15,13.71,10.98,14.17,58.0,95.53,30.32,22.29,36.42,10.78,21.93,19.47,6.0,36.09,48.52,13.83,6.14,11.89,22.5,14.92,9.2,14.92,13.97,22.64
2021-08-04,45.93958333333334,5728270000000000.0,6.91,39.42,24.29,6.75,5.31,29.68,46.43,6.76,33.27,23.56,20.08,46.33,31.27,16.38,14.76,29.68,87.59,27.43,11.08,14.76,55.5,71.42,17.86,23.85,33.1,13.49,22.88,19.31,6.42,38.56,48.59,16.42,10.91,13.98,20.4,12.02,10.24,12.02,13.77,20.59
2021-08-05,75.11416666666665,6919088000000000.0,9.78,40.4,26.89,6.61,7.3,27.57,15.04,8.41,40.96,24.25,21.72,43.79,36.97,18.2,15.45,27.57,78.43,34.73,10.53,15.45,57.96,43.12,15.06,23.8,36.36,12.6,25.82,25.48,7.1,35.89,48.72,17.67,9.31,12.66,15.24,13.64,7.43,13.64,15.58,19.98
2021-08-06,90.06458333333332,5322510000000000.0,11.37,44.95,25.32,6.82,6.8,31.02,13.17,8.79,32.49,38.81,23.5,54.46,36.58,29.09,19.29,31.02,90.87,36.72,10.19,19.29,56.02,38.66,20.05,24.63,38.25,12.15,26.4,28.64,13.11,40.32,55.27,17.89,8.83,12.39,15.15,16.9,12.71,16.9,16.48,19.47
2021-08-07,82.04041666666666,7448110000000000.0,15.53,55.27,28.6,6.08,8.09,27.84,7.96,9.85,31.16,24.04,25.48,55.03,36.85,50.32,24.72,27.84,100.91,21.23,9.75,24.72,56.55,46.61,18.68,29.8,58.57,12.52,27.24,34.82,13.55,46.61,57.21,21.69,6.88,15.7,13.85,22.12,29.91,22.12,19.34,22.05
2021-08-08,93.435,1.0156716e+16,15.35,51.4,30.34,7.11,7.74,31.21,6.56,10.27,36.28,28.19,24.26,68.81,34.72,64.92,21.15,31.21,76.28,19.24,9.25,21.15,57.1,22.25,19.77,26.45,47.9,13.78,27.17,32.55,12.58,45.01,54.42,24.67,6.82,17.45,13.83,28.24,30.57,28.24,19.44,23.37
2021-08-09,79.5125,5848290000000000.0,21.3,47.4,29.46,6.92,9.47,35.44,15.75,8.91,30.74,30.15,30.14,53.3,32.99,61.37,18.89,35.44,57.72,21.25,9.77,18.89,54.37,32.38,32.01,37.82,41.68,8.85,27.89,27.58,9.41,43.2,60.23,27.24,5.62,18.47,16.9,28.84,24.3,28.84,17.03,22.52
2021-08-10,38.51375,5947890000000000.0,17.87,54.29,27.32,7.47,5.72,33.81,24.73,11.86,30.38,29.09,30.36,57.35,27.95,74.83,18.01,33.81,78.33,16.27,9.9,18.01,43.79,71.96,33.49,25.32,42.11,4.68,22.69,31.92,11.06,28.06,57.11,19.68,6.59,13.61,17.96,15.56,23.66,15.56,17.52,21.9
2021-08-11,32.47749999999999,5562780000000000.0,15.78,44.33,25.47,6.45,4.51,31.53,6.37,11.46,23.58,44.66,26.22,39.72,23.97,52.56,14.37,31.53,90.67,19.38,10.16,14.37,49.27,37.23,30.82,20.03,37.29,4.73,19.03,29.14,12.07,21.49,55.16,41.67,10.07,10.9,16.32,12.28,22.84,12.28,14.48,16.59
2021-08-12,36.60750000000001,8208074000000000.0,14.78,44.67,24.79,6.39,5.18,29.52,10.38,11.78,28.09,26.57,26.64,42.42,26.5,47.95,14.01,29.52,69.75,67.86,10.23,14.01,49.85,31.18,23.5,24.1,34.89,4.72,17.98,33.53,15.53,24.12,59.32,42.3,10.28,10.22,16.99,13.37,20.34,13.37,14.35,21.22
2021-08-13,34.83375000000001,5828490000000000.0,13.83,46.83,24.91,7.04,5.24,27.9,5.12,11.37,27.88,22.04,19.16,46.56,26.95,50.2,16.09,27.9,36.35,89.6,7.27,16.09,47.39,33.16,7.5,23.19,37.6,4.83,17.89,24.88,17.42,22.56,56.81,48.92,9.03,9.32,20.42,14.2,17.87,14.2,13.45,19.15
2021-08-14,25.70583333333333,5527262000000000.0,11.01,47.73,24.49,6.31,3.82,21.23,5.52,10.82,32.3,23.75,19.58,43.87,25.35,51.4,13.9,21.23,23.45,18.21,3.94,13.9,48.42,30.71,8.12,17.9,33.89,4.53,17.82,32.39,12.8,24.72,60.15,29.01,8.32,5.72,22.15,14.17,15.38,14.17,14.52,18.11
2021-08-15,33.52666666666668,6507240000000000.0,12.11,39.02,23.05,5.84,3.43,19.84,4.87,10.32,32.28,20.61,23.43,40.79,23.9,16.44,12.6,19.84,18.48,77.89,3.71,12.6,47.72,22.12,8.38,15.54,28.56,4.88,15.94,25.0,9.49,20.75,55.71,14.56,9.48,5.01,22.67,12.82,4.88,12.82,13.14,14.25
2021-08-16,63.20458333333335,6011150000000000.0,11.96,49.35,25.6,6.83,4.26,23.6,11.85,11.85,38.47,20.99,27.59,40.52,26.09,15.23,16.88,23.6,27.55,31.36,3.45,16.88,49.33,31.71,8.59,19.61,39.21,4.72,19.07,56.69,13.71,25.68,55.36,18.5,4.59,6.26,23.22,15.93,16.27,15.93,14.72,17.87
2021-08-17,83.58916666666666,8023000000000000.0,15.34,55.7,29.31,7.01,6.89,30.48,7.87,11.42,48.21,18.93,27.1,44.73,28.37,16.74,18.94,30.48,23.85,36.27,3.2,18.94,49.85,35.22,9.61,23.9,43.49,4.62,20.55,55.76,12.54,34.94,55.49,19.38,5.53,10.47,26.83,19.84,20.38,19.84,15.19,20.66
2021-08-18,72.30833333333332,6211040000000000.0,20.65,69.6,29.3,6.25,8.01,39.64,14.62,13.13,59.24,21.59,33.41,45.02,17.44,34.56,24.02,39.64,30.98,80.32,3.52,24.02,37.6,39.29,22.79,29.45,51.32,4.78,21.78,65.42,15.06,37.87,64.2,22.68,6.12,13.77,26.62,22.02,24.54,22.02,15.39,21.66
2021-08-19,74.98624999999998,7160808000000000.0,16.98,64.82,32.48,5.49,8.65,35.49,14.34,10.82,53.36,30.64,47.63,58.21,2.49,52.61,24.69,35.49,50.89,25.16,4.52,24.69,61.39,50.54,39.32,34.38,58.9,4.79,31.28,68.2,17.33,51.54,58.67,31.17,7.24,17.76,30.22,37.07,26.51,37.07,17.51,23.3
2021-08-20,44.02541666666667,9430834000000000.0,15.07,34.82,28.42,4.93,4.99,24.52,6.12,7.41,40.92,24.28,29.94,45.76,6.12,33.78,15.82,24.52,43.19,31.82,3.88,15.82,56.21,35.05,38.73,25.39,46.68,4.75,24.43,41.69,10.75,34.67,30.29,20.57,4.25,9.86,24.47,29.37,18.12,29.37,13.19,12.32
2021-08-21,38.1425,9406842000000000.0,6.94,38.83,29.64,4.35,2.75,25.43,7.29,8.46,38.4,24.01,22.81,52.05,12.41,43.04,13.57,25.43,41.02,9.27,3.54,13.57,54.78,19.28,26.89,13.67,40.36,4.74,19.45,40.83,12.34,35.95,13.05,20.07,3.28,9.5,24.17,23.11,19.2,23.11,16.71,16.47
2021-08-22,39.76416666666666,5142540000000000.0,12.6,27.55,27.44,3.98,4.83,26.85,22.95,7.0,34.75,46.07,24.22,53.97,12.12,52.99,14.19,26.85,34.97,15.19,2.27,14.19,22.95,38.37,17.87,23.16,40.85,4.76,17.26,32.26,10.94,28.45,13.41,16.53,2.2,15.29,23.19,17.13,25.84,17.13,21.09,14.13
2021-08-23,47.93875,7668720000000000.0,13.22,97.56,32.79,11.73,5.35,34.92,1.74,11.64,38.77,30.66,35.66,70.84,13.15,49.77,23.85,34.92,33.88,8.71,2.34,23.85,36.8,37.69,19.23,30.12,41.07,4.78,20.48,53.06,18.31,30.03,18.66,16.75,3.42,12.54,26.93,16.94,23.27,16.94,22.65,21.47
2021-08-24,48.52458333333334,7710938000000000.0,16.36,65.31,30.7,9.1,9.38,30.93,2.68,12.42,51.24,29.03,25.92,9.82,21.26,44.37,22.53,30.93,31.05,12.71,2.39,22.53,35.18,37.41,17.31,26.31,44.15,4.8,23.2,68.68,18.34,34.07,17.34,17.58,4.14,13.39,27.39,19.24,28.23,19.24,23.45,22.51
2021-08-25,31.678333333333335,7615340000000000.0,18.35,45.56,23.02,5.79,6.11,26.79,10.99,12.02,35.46,32.64,38.96,36.06,16.1,63.78,16.59,26.79,26.89,16.43,3.0,16.59,39.43,33.62,14.92,20.83,51.82,4.84,23.52,49.21,17.92,22.41,18.57,12.92,3.53,11.51,25.59,12.75,28.99,12.75,20.48,20.75
2021-08-26,36.35374999999999,5631900000000000.0,13.22,66.14,17.76,5.71,5.7,29.28,46.55,11.39,38.68,27.0,20.15,75.37,15.01,35.25,17.87,29.28,32.8,26.18,2.75,17.87,40.33,25.91,13.29,16.49,43.74,4.81,22.54,47.72,19.24,20.99,18.0,13.34,8.28,14.68,24.51,11.96,22.28,11.96,20.29,22.48
2021-08-27,40.55583333333333,5163970000000000.0,13.79,60.54,19.32,5.32,6.49,34.79,20.09,9.18,45.73,29.94,15.33,55.4,13.8,30.29,21.36,34.79,49.59,62.6,2.71,21.36,43.38,27.36,16.33,22.28,49.47,4.8,19.7,50.48,16.35,27.01,18.44,18.68,29.82,14.4,26.0,21.99,25.89,21.99,23.57,21.93
2021-08-28,42.55583333333333,7104558000000000.0,17.05,48.54,24.0,3.88,7.09,36.08,20.39,11.78,48.05,38.53,16.56,55.1,13.72,27.65,21.52,36.08,60.6,37.3,3.27,21.52,51.34,35.87,20.76,26.09,52.96,4.83,22.39,50.07,16.56,40.22,18.27,25.32,6.96,16.75,28.26,29.99,31.52,29.99,22.99,20.99
2021-08-29,51.18083333333331,6733850000000000.0,11.67,30.37,20.38,3.63,6.13,30.69,15.12,18.57,31.68,25.47,15.62,51.08,13.9,28.43,16.46,30.69,50.57,2.67,2.67,16.46,47.26,29.71,16.68,26.49,40.46,4.85,20.07,33.93,10.47,30.22,17.27,16.48,2.56,17.28,23.82,24.42,26.54,24.42,22.22,16.55
2021-08-30,49.63749999999999,7662732000000000.0,8.03,29.49,13.59,3.44,2.38,23.38,19.24,18.73,26.84,25.33,9.34,40.48,13.78,21.12,11.24,23.38,40.35,2.86,2.86,11.24,44.21,20.56,12.55,15.45,27.57,4.86,14.92,20.51,6.37,27.4,12.29,14.55,2.81,13.68,21.49,16.66,13.77,16.66,19.95,12.12
2021-08-31,53.149166666666666,1.1290302e+16,10.03,43.6,22.36,3.35,3.92,26.82,31.44,18.82,35.24,27.81,11.34,52.83,14.43,20.12,14.38,26.82,50.08,66.67,2.38,14.38,43.97,17.27,15.84,17.27,35.43,4.81,18.57,33.75,11.74,32.05,11.37,20.05,3.35,12.87,22.71,21.09,21.87,21.09,20.87,14.01
2021-09-01,62.27666666666667,1.4658908e+16,8.48,38.41,21.98,3.17,4.81,24.64,28.8,18.86,52.24,23.23,14.26,54.0,15.38,26.95,16.69,24.64,46.21,14.33,1.81,16.69,38.79,15.28,18.8,17.52,39.51,4.8,20.45,42.03,12.8,31.89,11.82,23.51,4.9,9.96,22.95,26.15,16.09,26.15,21.03,10.14
2021-09-02,81.31125,7498000000000000.0,12.09,49.77,18.62,3.34,4.55,26.42,17.18,18.54,41.92,22.78,17.18,55.97,16.02,17.86,20.81,26.42,50.53,27.01,1.28,20.81,33.34,25.03,19.78,20.01,44.76,4.87,20.94,41.53,14.58,37.92,14.76,31.52,4.11,12.92,21.58,23.41,19.97,23.41,23.46,13.05
2021-09-03,52.895,7506420000000000.0,9.43,41.63,20.09,3.26,5.34,28.42,49.26,18.9,41.1,27.61,13.4,54.6,15.0,23.83,20.62,28.42,45.14,13.88,1.69,20.62,38.37,46.79,14.61,25.17,44.45,4.88,17.31,47.56,13.37,30.65,17.44,22.74,6.18,14.14,21.77,20.52,18.92,20.52,23.96,13.7
