date,open_NO2,sate_NO2,"Civil Lines, Bareilly - UPPCB","Rajendra Nagar, Bareilly - UPPCB"
2021-03-18,13.441666666666668,4495160000000000.0,42.25,42.25
2021-03-19,11.601666666666668,5598262000000000.0,34.32,34.32
2021-03-20,10.87625,4722000000000000.0,29.04,29.04
2021-03-21,14.656666666666668,4747592000000000.0,39.38,39.38
2021-03-22,14.679999999999998,5831190000000000.0,34.62,34.62
2021-03-23,14.489166666666668,5017190000000000.0,30.13,30.13
2021-03-24,8.736250000000002,5003700000000000.0,34.58,34.58
2021-03-25,7.116666666666666,4556892000000000.0,12.81,12.81
2021-03-26,9.392083333333336,5631480000000000.0,11.18,11.18
2021-03-27,15.089583333333332,6892150000000000.0,14.29,14.29
2021-03-28,27.05916666666667,5700900000000000.0,20.58,20.58
2021-03-29,27.50833333333333,4098290000000000.0,15.49,15.49
2021-03-30,8.728333333333333,5069818000000000.0,18.21,18.21
2021-03-31,5.434166666666667,5542660000000000.0,9.9,9.9
2021-04-01,7.000416666666667,3697730000000000.0,8.77,8.77
2021-04-02,11.507083333333334,5706930000000000.0,9.91,9.91
2021-04-03,8.83875,4525060000000000.0,14.4,14.4
2021-04-04,10.355833333333331,5754180000000000.0,11.57,11.57
2021-04-05,10.219583333333334,7807800000000000.0,14.58,14.58
2021-04-06,6.936666666666665,4771160000000000.0,10.23,10.23
2021-04-07,17.227916666666665,5219700000000000.0,8.23,8.23
2021-04-08,10.6575,6633136000000000.0,9.95,9.95
2021-04-09,9.222916666666668,6095490000000000.0,10.25,10.25
2021-04-10,7.783333333333335,6065600000000000.0,10.09,10.09
2021-04-11,9.674583333333333,6544150000000000.0,15.17,15.17
2021-04-12,10.428333333333336,6536660000000000.0,17.39,17.39
2021-04-13,8.74875,7840840000000000.0,8.86,8.86
2021-04-14,9.166666666666666,6900960000000000.0,8.58,8.58
2021-04-15,18.804166666666664,4876508000000000.0,10.41,10.41
2021-04-16,10.047083333333331,7515760000000000.0,13.39,13.39
2021-04-17,15.810833333333337,5620980000000000.0,12.36,12.36
2021-04-18,6.190833333333331,5838700000000000.0,13.29,13.29
2021-04-19,9.20375,4544820000000000.0,11.26,11.26
2021-04-20,8.046666666666667,4798660000000000.0,11.46,11.46
2021-04-21,3.808333333333333,7776580000000000.0,11.48,11.48
2021-04-22,9.941666666666666,5461620000000000.0,11.7,11.7
2021-04-23,5.643333333333334,5173830000000000.0,14.1,14.1
2021-04-24,6.507916666666667,5920360000000000.0,16.83,16.83
2021-04-25,8.500416666666668,6998790000000000.0,23.19,23.19
2021-04-26,17.6275,5802020000000000.0,14.93,14.93
2021-04-27,20.946250000000003,7646070000000000.0,36.72,36.72
2021-04-28,16.383750000000003,7136910000000000.0,25.49,25.49
2021-04-29,13.141666666666667,8637610000000000.0,11.21,11.21
2021-04-30,18.86958333333333,6507880000000000.0,14.85,14.85
2021-05-01,20.879166666666663,4925620000000000.0,8.88,8.88
2021-05-02,16.04,6721470000000000.0,11.7,11.7
2021-05-03,16.765,4643984000000000.0,10.32,10.32
2021-05-04,5.659166666666668,5917570000000000.0,8.95,8.95
2021-05-05,6.39875,7250830000000000.0,10.6,10.6
2021-05-06,7.423333333333333,7361210000000000.0,10.06,10.06
2021-05-07,22.01625,5736110000000000.0,25.35,25.35
2021-05-08,9.225,6026770000000000.0,26.27,26.27
2021-05-09,14.22458333333333,7434630000000000.0,17.61,17.61
2021-05-10,9.89125,4982084000000000.0,14.42,14.42
2021-05-11,8.370833333333334,7486600000000000.0,15.32,15.32
2021-05-12,6.292083333333333,6793800000000000.0,6.4,6.4
2021-05-13,13.968750000000002,6588830000000000.0,6.7,6.7
2021-05-14,17.157083333333333,6526170000000000.0,6.73,6.73
2021-05-15,13.002500000000005,3183407200000000.0,6.6,6.6
2021-05-16,13.504583333333334,6461560000000000.0,6.25,6.25
2021-05-17,11.260416666666666,5217598000000000.0,6.74,6.74
2021-05-18,10.171666666666669,4574376000000000.0,7.38,7.38
2021-05-19,4.768749999999999,3380288000000000.0,8.51,8.51
2021-05-20,21.554166666666664,4032842000000000.0,7.39,7.39
2021-05-21,31.162500000000005,4943240000000000.0,7.67,7.67
2021-05-22,10.51625,4997190000000000.0,6.41,6.41
2021-05-23,7.09375,6549780000000000.0,6.59,6.59
2021-05-24,7.994166666666666,7105030000000000.0,6.51,6.51
2021-05-25,20.392083333333336,7191870000000000.0,6.53,6.53
2021-05-26,21.530416666666667,3817424000000000.0,6.6,6.6
2021-05-27,10.250416666666666,7793480000000000.0,6.6,6.6
2021-05-28,13.247083333333334,5959500000000000.0,6.87,6.87
2021-05-29,9.607916666666666,8066320000000000.0,6.9,6.9
2021-05-30,17.939999999999998,8521030000000000.0,6.72,6.72
2021-05-31,13.891666666666664,7695670000000000.0,6.41,6.41
2021-06-01,18.47083333333333,4647320000000000.0,6.79,6.79
2021-06-02,24.0075,5100254000000000.0,6.61,6.61
2021-06-03,17.247083333333332,7625190000000000.0,6.71,6.71
2021-06-04,13.090833333333334,3144956000000000.0,7.96,6.25
2021-06-05,16.75166666666667,6239150000000000.0,6.01,6.11
2021-06-06,14.907499999999995,6002530000000000.0,6.9,6.64
2021-06-07,12.351666666666668,5909010000000000.0,11.01,6.58
2021-06-08,16.083333333333332,6447330000000000.0,5.59,6.4
2021-06-09,3.91,-1896070000000000.0,3.89,6.92
2021-06-10,6.254166666666667,5441004000000000.0,6.62,7.11
2021-06-11,4.98375,6122598000000000.0,5.04,6.6
2021-06-12,4.267916666666666,7576950000000000.0,4.68,6.72
2021-06-13,7.284583333333335,3120130000000000.0,6.06,6.79
2021-06-14,10.031666666666665,5988390000000000.0,5.43,6.64
2021-06-15,8.871666666666664,5633670000000000.0,3.8,6.72
2021-06-16,5.472916666666666,8040300000000000.0,8.46,7.52
2021-06-17,5.44125,4424480000000000.0,9.86,8.85
2021-06-18,5.381250000000001,4735674000000000.0,5.38,11.17
2021-06-19,11.014166666666666,5325850000000000.0,4.0,11.42
2021-06-20,11.398333333333332,3190439600000000.0,3.7,11.51
2021-06-21,18.28333333333333,5353920000000000.0,3.34,9.99
2021-06-22,15.411250000000004,5643830000000000.0,4.99,7.09
2021-06-23,6.552500000000001,5115500000000000.0,6.46,8.02
2021-06-24,8.917499999999999,4990640000000000.0,3.81,9.36
2021-06-25,9.904583333333331,1122580000000000.0,5.27,8.68
2021-06-26,8.22625,5264760000000000.0,4.66,6.48
2021-06-27,8.210833333333332,5678664000000000.0,4.55,11.79
2021-06-28,18.74041666666667,5916670000000000.0,5.63,7.28
2021-06-29,17.552083333333332,7718200000000000.0,6.17,4.78
2021-06-30,15.006666666666666,7466410000000000.0,5.47,2.81
2021-07-01,15.523749999999998,5328060000000000.0,3.23,3.21
2021-07-02,9.84625,6218060000000000.0,3.16,4.15
2021-07-03,17.947916666666668,4471150000000000.0,3.25,3.54
2021-07-04,9.031250000000002,4304712000000000.0,3.32,5.33
2021-07-05,15.070416666666665,7359670000000000.0,3.64,2.55
2021-07-06,14.474166666666669,1015033600000000.0,3.28,2.71
2021-07-07,15.640833333333328,6170140000000000.0,3.56,2.7
2021-07-08,5.648750000000001,5995650000000000.0,3.58,5.44
2021-07-09,3.696250000000001,4080470000000000.0,4.28,5.28
2021-07-10,3.382916666666666,5853360000000000.0,3.53,3.2
2021-07-11,3.668333333333335,4020890000000000.0,4.72,8.97
2021-07-12,5.00625,4774172000000000.0,5.91,8.08
2021-07-13,4.868749999999999,4880978000000000.0,5.81,7.57
2021-07-14,5.37125,4838320000000000.0,6.28,20.62
2021-07-15,4.749166666666667,4645130000000000.0,4.12,24.68
2021-07-16,5.949583333333334,4592740000000000.0,3.15,5.33
2021-07-17,7.470416666666668,5539692000000000.0,3.84,14.77
2021-07-18,13.463333333333331,5456360000000000.0,4.12,28.42
2021-07-19,20.55,5360724000000000.0,4.49,19.73
2021-07-20,12.342083333333337,4816034000000000.0,3.86,16.47
2021-07-21,7.757916666666669,5556280000000000.0,3.57,15.99
2021-07-22,6.653333333333333,4933814000000000.0,4.0,17.0
2021-07-23,15.736666666666665,4428870000000000.0,3.51,13.7
2021-07-24,8.915416666666667,5204710000000000.0,4.11,9.37
2021-07-25,5.071666666666667,-758614000000000.0,1.92,13.29
2021-07-26,6.947500000000001,4425412000000000.0,2.24,19.63
2021-07-27,10.539166666666668,6437920000000000.0,2.5,12.82
2021-07-28,10.252083333333331,5001310000000000.0,1.02,18.17
2021-07-29,17.390416666666663,5194442000000000.0,0.95,10.32
2021-07-30,4.8275,5220490000000000.0,1.07,18.25
2021-07-31,9.952916666666669,4146460000000000.0,1.74,17.86
2021-08-01,6.602916666666666,2641912000000000.0,0.73,11.28
2021-08-02,5.400833333333334,3779030000000000.0,0.46,14.94
2021-08-03,6.362916666666667,5049310000000000.0,0.24,18.45
2021-08-04,6.323333333333334,5338090000000000.0,1.02,21.14
2021-08-05,7.979999999999998,4849172000000000.0,3.51,12.61
2021-08-06,7.477083333333335,5358180000000000.0,1.9,7.79
2021-08-07,5.350833333333333,3546178000000000.0,1.28,7.69
2021-08-08,7.603333333333334,5129422000000000.0,0.01,7.02
2021-08-09,17.21375,4110160000000000.0,9.3,9.3
2021-08-10,12.995,6423450000000000.0,0.13,7.57
2021-08-11,14.640833333333338,6232840000000000.0,0.75,5.41
2021-08-12,18.315,-1336510000000000.0,1.94,4.75
2021-08-13,14.937083333333334,3653365600000000.0,1.9,5.69
2021-08-14,9.22916666666667,5569822000000000.0,2.16,4.62
2021-08-15,10.2425,5645960000000000.0,2.01,4.06
2021-08-16,15.162916666666666,4618620000000000.0,1.65,5.2
2021-08-17,14.390416666666663,5044570000000000.0,3.47,5.13
2021-08-18,7.744583333333334,4877830000000000.0,4.56,4.24
2021-08-19,6.864166666666665,5212218000000000.0,3.86,6.33
2021-08-20,6.195416666666667,5330396000000000.0,1.81,17.74
2021-08-21,6.844166666666667,3997192000000000.0,2.39,18.77
2021-08-22,16.9525,3084400000000000.0,1.92,15.17
2021-08-23,16.761249999999997,5348902000000000.0,1.79,6.26
2021-08-24,18.25083333333334,6295116000000000.0,2.43,6.91
2021-08-25,10.659166666666666,4895720000000000.0,2.12,6.06
2021-08-26,11.44375,7064190000000000.0,1.66,5.89
2021-08-27,14.370416666666666,879766000000000.0,1.7,12.81
2021-08-28,9.517916666666668,1190840000000000.0,2.24,58.26
2021-08-29,5.901250000000001,4331594000000000.0,4.09,59.6
2021-08-30,5.146666666666667,3104360000000000.0,1.18,63.76
2021-08-31,6.315416666666668,6069920000000000.0,1.08,78.56
2021-09-01,14.052500000000007,5423330000000000.0,1.5,49.04
2021-09-02,12.620000000000005,5861850000000000.0,1.55,41.6
2021-09-03,22.12,3549558000000000.0,2.26,28.4
2021-09-04,13.943333333333332,6034824000000000.0,1.87,28.24
2021-09-05,12.517083333333332,4296950000000000.0,2.64,29.61
2021-09-06,7.609166666666667,5039788000000000.0,3.17,22.38
2021-09-07,4.65125,5340220000000000.0,1.84,31.42
2021-09-08,4.880416666666666,6152816000000000.0,1.58,41.54
2021-09-09,5.222083333333335,5021160000000000.0,2.51,36.8
2021-09-10,5.581666666666667,4628490000000000.0,2.2,37.88
2021-09-11,5.858333333333334,4664078000000000.0,1.64,44.02
2021-09-12,11.093333333333332,5536420000000000.0,1.64,29.48
2021-09-13,7.63,1455310000000000.0,1.54,30.43
2021-09-14,6.919583333333333,4160280000000000.0,0.65,31.64
2021-09-15,10.813333333333334,5097522000000000.0,0.46,30.64
2021-09-16,4.4383333333333335,3438730000000000.0,0.29,31.82
2021-09-17,6.7316666666666665,5193828000000000.0,0.23,34.57
2021-09-18,7.167916666666667,3778676000000000.0,0.98,35.17
2021-09-19,8.686249999999998,6903390000000000.0,2.13,39.47
2021-09-20,6.776249999999998,5326906000000000.0,2.38,20.41
2021-09-21,10.983333333333334,4689220000000000.0,3.94,31.43
2021-09-22,10.035833333333334,4576756000000000.0,2.47,48.64
2021-09-23,7.805833333333333,6307410000000000.0,1.29,40.56
2021-09-24,7.025833333333334,2910860000000000.0,0.54,35.88
2021-09-25,6.8425,2988480000000000.0,0.71,33.48
2021-09-26,12.543750000000005,4579330000000000.0,1.3,48.9
2021-09-27,9.59875,3619954000000000.0,1.41,37.65
2021-09-28,6.626666666666666,5906950000000000.0,1.49,43.91
2021-09-29,7.814583333333332,4694326000000000.0,2.83,50.83
2021-09-30,22.76708333333333,4473450000000000.0,3.14,46.14
2021-10-01,20.50125,6755270000000000.0,4.53,37.34
2021-10-02,13.74875,4904550000000000.0,2.54,26.69
2021-10-03,10.590416666666666,3535732000000000.0,2.04,15.16
2021-10-04,15.075416666666667,5306608000000000.0,3.32,21.64
2021-10-05,21.047083333333337,4205320000000000.0,2.95,39.18
2021-10-06,12.201250000000002,5588344000000000.0,2.68,9.62
2021-10-07,11.08458333333333,5068740000000000.0,2.36,12.5
2021-10-08,13.460416666666664,4873358000000000.0,3.2,8.18
2021-10-09,11.364583333333336,6275130000000000.0,4.89,12.8
2021-10-10,17.015,5381506000000000.0,7.93,12.16
2021-10-11,23.700416666666666,5414090000000000.0,11.66,27.19
2021-10-12,15.172916666666667,4652350000000000.0,7.57,26.62
2021-10-13,9.77625,4001496000000000.0,6.41,13.71
2021-10-14,14.30916666666667,5663810000000000.0,6.8,12.16
2021-10-15,20.91333333333333,5116110000000000.0,8.12,17.75
2021-10-16,25.4225,4590480000000000.0,10.22,35.73
2021-10-17,10.982500000000002,4961808000000000.0,6.95,62.95
2021-10-18,8.104999999999999,5108444000000000.0,1.1,54.64
2021-10-19,12.289583333333333,4956992000000000.0,3.3,29.24
2021-10-20,14.930833333333332,5453022000000000.0,5.97,16.25
2021-10-21,12.377083333333331,6508080000000000.0,11.19,24.85
2021-10-22,15.532083333333333,4417502000000000.0,9.84,33.31
2021-10-23,25.309583333333336,4453990000000000.0,10.19,63.72
2021-10-24,24.020416666666662,5123176000000000.0,10.98,16.28
2021-10-25,9.490416666666668,6147300000000000.0,5.9,23.66
2021-10-26,13.32625,4626530000000000.0,7.25,38.58
2021-10-27,15.589583333333335,5446260000000000.0,9.68,42.76
2021-10-28,21.29416666666667,5441560000000000.0,10.47,25.36
2021-10-29,23.317499999999995,6407484000000000.0,11.53,50.24
2021-10-30,9.541666666666666,6537150000000000.0,13.14,41.23
2021-10-31,29.572500000000005,3605181200000000.0,12.43,43.42
2021-11-01,32.88791666666667,4191950000000000.0,19.91,35.25
2021-11-02,45.53916666666667,4239592000000000.0,19.41,25.61
2021-11-03,21.386666666666667,5088510000000000.0,17.44,38.75
2021-11-04,26.79083333333333,4980336000000000.0,13.98,43.32
2021-11-05,21.695416666666663,5177164000000000.0,13.29,51.03
2021-11-06,13.12375,7357370000000000.0,13.37,51.8
2021-11-07,29.3316,5198074000000000.0,14.85,57.48
2021-11-08,34.87708333333334,6333320000000000.0,21.6,71.59
2021-11-09,29.98541666666667,4821020000000000.0,18.7,64.25
2021-11-10,39.81333333333333,5294600000000000.0,20.05,20.05
2021-11-11,39.53833333333333,5101022000000000.0,16.03,16.03
2021-11-12,34.11375,5403070000000000.0,14.85,14.85
2021-11-13,32.617916666666666,5999480000000000.0,14.99,14.99
2021-11-14,31.701666666666668,3294794000000000.0,16.37,16.37
2021-11-15,28.91541666666667,5459880000000000.0,18.3,18.3
2021-11-16,37.41875,3809231200000000.0,19.98,19.98
2021-11-17,45.85625000000001,3947420000000000.0,17.56,17.56
2021-11-18,35.36541666666667,3648058000000000.0,17.53,17.53
2021-11-19,24.453750000000003,4635360000000000.0,17.55,17.55
2021-11-20,19.66375,4245106000000000.0,18.71,18.71
2021-11-21,9.817083333333333,4982612000000000.0,20.73,20.73
2021-11-22,12.675833333333337,6971340000000000.0,21.18,21.18
2021-11-23,26.739999999999995,4546016000000000.0,24.17,24.17
2021-11-24,31.15791666666668,7731370000000000.0,31.42,31.42
2021-11-25,28.68125,5453796000000000.0,36.26,36.26
2021-11-26,51.51999999999999,4275490000000000.0,32.39,32.39
2021-11-27,34.76458333333333,6096792000000000.0,18.81,18.81
2021-11-28,25.971666666666668,4778500000000000.0,16.51,16.51
2021-11-29,19.26,5483270000000000.0,35.16,35.16
2021-11-30,48.67833333333332,4634316000000000.0,24.14,24.14
2021-12-01,28.9175,4571538000000000.0,28.33,28.33
2021-12-02,19.21375,4609099200000000.0,20.51,20.51
2021-12-03,30.55916666666667,5406208000000000.0,31.11,31.11
2021-12-04,19.2325,5142218000000000.0,28.82,28.82
2021-12-05,25.214583333333334,6362346000000000.0,18.49,18.49
2021-12-06,33.01583333333333,4213470000000000.0,16.06,16.06
2021-12-07,17.35875,4930834000000000.0,16.17,16.17
2021-12-08,31.42458333333333,7702070000000000.0,21.47,21.47
2021-12-09,48.25208333333335,5249346000000000.0,20.62,20.62
2021-12-10,15.053333333333333,7781550000000000.0,18.14,18.14
2021-12-11,23.796666666666663,3625783200000000.0,20.48,20.48
2021-12-12,51.51208333333333,5668150000000000.0,24.03,24.03
2021-12-13,45.125416666666666,6066914000000000.0,33.28,33.28
2021-12-14,26.582916666666662,4988640000000000.0,28.64,28.64
2021-12-15,23.937083333333337,5435310000000000.0,21.0,21.0
2021-12-16,26.23958333333334,4781526000000000.0,32.08,32.08
2021-12-17,11.70375,5357110000000000.0,16.17,16.17
2021-12-18,9.68,5509154000000000.0,16.32,16.32
2021-12-19,14.099166666666664,5238160000000000.0,19.42,19.42
2021-12-20,37.14333333333333,6772702000000000.0,36.93,36.93
2021-12-21,35.54375,6407200000000000.0,47.95,47.95
2021-12-22,35.93333333333334,5026208000000000.0,45.88,45.88
2021-12-23,47.77791666666666,5297318000000000.0,42.08,42.08
2021-12-24,35.12250000000001,7533570000000000.0,39.42,39.42
2021-12-25,32.165,6264200000000000.0,34.11,34.11
2021-12-26,31.70583333333333,5432540000000000.0,37.77,37.77
2021-12-27,31.25208333333333,4014799200000000.0,25.13,25.13
2021-12-28,31.042083333333338,4842440000000000.0,39.26,39.26
2021-12-29,22.142083333333336,3556763600000000.0,33.09,33.09
2021-12-30,31.72333333333333,3988186000000000.0,30.81,30.81
2021-12-31,18.589166666666667,6378390000000000.0,24.71,24.71
