date,open_SO2,sate_SO2,"JN Stadium, Shillong - Meghalaya PCB","Lumpyngngad, Shillong - Meghalaya PCB"
2021-07-23,1.1154166666666665,-0.1859999976,10.76,10.76
2021-07-24,0.8270833333333334,-0.0239999951999999,11.23,11.23
2021-07-25,1.096666666666667,0.0100000001999999,10.87,10.87
2021-07-26,4.7854166666666655,-0.129999997,10.63,10.63
2021-07-27,1.7737500000000004,0.043999998,10.41,10.41
2021-07-28,1.7070833333333335,0.0340000022,11.1,11.1
2021-07-29,0.8525,0.1320000002,10.45,10.45
2021-07-30,1.0175000000000003,0.0220000004,9.9,9.9
2021-07-31,0.9141666666666668,-0.0219999986,10.72,10.72
2021-08-01,2.4545833333333333,0.1979999974,10.15,10.15
2021-08-02,2.9204166666666667,0.1240000003999999,9.67,9.67
2021-08-03,2.72875,-0.0780000048,9.75,9.75
2021-08-04,2.73375,0.0679999996,10.59,10.59
2021-08-05,4.8620833333333335,0.0319999981999999,10.85,10.85
2021-08-06,2.460833333333333,0.0280000011999999,10.19,10.19
2021-08-07,1.0033333333333332,0.0819999998,8.93,8.93
2021-08-08,0.9283333333333336,0.202000001,9.75,9.75
2021-08-09,1.4674999999999996,-0.004000002,9.66,9.66
2021-08-10,1.4858333333333336,-0.0660000026,9.7,9.7
2021-08-11,1.0754166666666665,0.0680000082,9.83,9.83
2021-08-12,1.13,0.0699999996,12.29,12.29
2021-08-13,2.463750000000001,0.1520000008,12.21,12.21
2021-08-14,1.41,-0.0039999989999999,12.36,12.36
2021-08-15,1.7379166666666663,0.0100000009999999,13.85,13.85
2021-08-16,1.159166666666667,0.0859999954,13.46,13.46
2021-08-17,1.1383333333333332,0.0099999964,13.42,13.42
2021-08-18,1.1237499999999996,0.0920000016,12.81,12.81
2021-08-19,1.1670833333333337,0.0219999992,13.29,13.29
2021-08-20,1.1895833333333334,0.2200000064,12.42,12.42
2021-08-21,0.5966666666666666,-0.044000002,11.5,11.5
2021-08-22,1.2233333333333334,-0.0460000011999999,11.88,11.88
2021-08-23,1.40125,-0.0259999978,11.94,11.94
2021-08-24,1.9379166666666665,0.1319999983999999,12.32,12.32
2021-08-25,1.2304166666666665,0.1579999956,12.62,12.62
2021-08-26,1.43,0.1679999974,12.91,12.91
2021-08-27,3.1220833333333338,-0.0059999928,12.51,12.51
2021-08-28,3.2262500000000003,-0.1400000009999999,12.38,12.38
2021-08-29,3.2879166666666664,-0.0700000018,12.88,12.88
2021-08-30,8.672916666666667,-0.0079999998,13.34,13.34
2021-08-31,3.025416666666667,0.1160000006,12.86,12.86
2021-09-01,4.790416666666666,0.0760000025999999,12.56,12.56
2021-09-02,2.6979166666666665,0.2799999976,12.29,12.29
2021-09-03,3.6287500000000006,0.0300000001999999,12.08,12.08
2021-09-04,3.88125,0.1039999976,12.39,12.39
2021-09-05,1.8816666666666668,0.0459999945999999,11.87,11.87
2021-09-06,2.098333333333333,0.1719999984,12.61,12.61
2021-09-07,5.677500000000001,0.0479999963999999,12.29,12.29
2021-09-08,6.985416666666668,-0.0459999982,12.08,12.08
2021-09-09,2.027916666666667,0.1899999948,11.75,11.75
2021-09-10,1.4845833333333334,-0.0660000018,11.24,11.24
2021-09-11,1.4641666666666666,0.0019999994,11.75,11.75
2021-09-12,2.505,-0.25999999,11.75,11.75
2021-09-13,1.887916666666667,0.0060000001999999,13.2,13.2
2021-09-14,5.4558333333333335,0.0579999962,13.0,13.0
2021-09-15,4.221666666666668,0.0079999983999999,13.02,13.02
2021-09-16,3.848333333333334,-0.3600000114,12.37,12.37
2021-09-17,5.16625,0.1939999998,18.73,18.73
2021-09-18,5.0475,0.0720000027999999,18.75,18.75
2021-09-19,3.6916666666666655,0.0119999989999999,18.83,18.83
2021-09-20,5.771666666666667,-0.0180000008,18.84,18.84
2021-09-21,4.475416666666666,-0.0160000029999999,12.09,12.09
2021-09-22,4.937916666666666,0.0659999984,12.72,12.72
2021-09-23,5.43125,0.007999999,12.85,12.85
2021-09-24,3.340416666666666,0.2659999979999999,11.84,11.84
2021-09-25,2.3941666666666666,0.0880000006,11.72,11.72
2021-09-26,1.4700000000000004,-0.059999999,12.43,12.43
2021-09-27,2.8783333333333334,0.109999999,14.91,14.91
2021-09-28,6.09125,-0.0399999989999999,14.94,14.94
2021-09-29,7.946250000000002,0.0780000006,14.8,14.8
2021-09-30,4.49,-0.2280000106,14.09,14.09
2021-10-01,2.0066666666666664,-0.151999997,13.19,13.19
2021-10-02,1.025,0.0419999944,13.46,13.46
2021-10-03,1.1375,0.1659999964,14.18,14.18
2021-10-04,2.07,0.0600000039999999,13.47,13.47
2021-10-05,3.84875,0.1199999944,12.48,12.48
2021-10-06,4.585416666666666,0.129999995,11.62,11.62
2021-10-07,4.461250000000001,0.083999999,11.41,11.41
2021-10-08,6.304166666666666,0.0540000014,12.26,12.26
2021-10-09,4.33625,0.0699999996,12.74,12.74
2021-10-10,4.0616666666666665,-0.0959999986,13.42,13.42
2021-10-11,4.648333333333333,0.039999999,15.1,15.1
2021-10-12,4.016666666666667,0.090000004,15.83,15.83
2021-10-13,5.1570833333333335,-0.159999996,16.12,16.12
2021-10-14,3.927916666666667,0.1239999934,15.24,15.24
2021-10-15,2.743333333333334,-0.189999998,14.31,14.31
2021-10-16,1.1112499999999996,0.0619999964,15.88,15.88
2021-10-17,1.2125,0.1360000008,20.7,20.7
2021-10-18,1.5195833333333333,-0.0299999998,20.75,20.75
2021-10-19,1.1899999999999995,0.1420000039999999,12.57,12.57
2021-10-20,1.095,0.0919999971999999,12.91,12.91
2021-10-21,1.8425,0.1920000049999999,14.84,14.84
2021-10-22,4.166249999999998,0.02,9.07,9.07
2021-10-23,3.3529166666666668,-0.0640000001999999,10.41,10.41
2021-10-24,5.552500000000001,-0.119999997,10.01,10.01
2021-10-25,3.940416666666667,0.1619999972,10.69,10.69
2021-10-26,6.441666666666669,-0.0100000014,10.08,10.08
2021-10-27,5.5491666666666655,0.419999987,9.78,9.78
2021-10-28,3.3129166666666667,0.0379999992,9.66,9.66
2021-10-29,3.14875,0.050000001,10.14,10.14
2021-10-30,1.9562500000000005,0.1379999935999999,9.57,9.57
2021-10-31,2.7920833333333337,-0.150000006,10.08,10.08
2021-11-01,4.779166666666668,0.0039999976,10.28,10.28
2021-11-02,6.333750000000002,-1.11000001,10.92,10.92
2021-11-03,4.958750000000001,-0.220000002,9.87,9.87
2021-11-04,4.422499999999999,0.01,9.52,9.52
2021-11-05,3.6070833333333336,-0.150000006,9.99,9.99
2021-11-06,2.25125,-0.229999997,9.03,9.03
2021-11-07,2.9512,-0.349999994,8.82,8.82
2021-11-08,5.432500000000001,-0.1700000004,9.64,9.64
2021-11-09,5.55125,-0.079999998,10.09,10.09
2021-11-10,6.648333333333333,0.0019999987999999,10.33,10.33
2021-11-11,2.8945833333333337,0.1439999961999999,9.8,9.8
2021-11-12,5.833333333333333,0.01,8.87,8.87
2021-11-13,2.85625,0.1179999996,8.34,8.34
2021-11-14,4.490416666666667,0.079999998,9.63,9.63
2021-11-15,5.961666666666665,-0.1320000008,9.91,9.91
2021-11-16,2.86125,-0.029999999,9.74,9.74
2021-11-17,3.19625,0.0540000044,9.83,9.83
2021-11-18,4.57125,-0.079999998,12.14,12.14
2021-11-19,4.7975,0.155999995,16.89,16.89
2021-11-20,3.276250000000001,0.0620000002,15.32,15.32
2021-11-21,1.8395833333333331,-0.0239999997999999,15.19,15.19
2021-11-22,3.7483333333333335,-0.0380000009999999,16.51,16.51
2021-11-23,6.285833333333333,-0.0399999981999999,16.43,16.43
2021-11-24,7.68375,0.0659999922,16.8,16.8
2021-11-25,5.660416666666666,0.140000001,22.68,22.68
2021-11-26,5.09375,-0.0200000004,23.0,23.0
2021-11-27,1.9991666666666663,0.1019999986,22.1,22.1
2021-11-28,3.0908333333333338,0.879999995,22.25,22.25
2021-11-29,2.5737499999999995,0.07,22.3,22.3
2021-11-30,2.750833333333333,-0.189999998,18.37,18.37
2021-12-01,4.907916666666667,0.055999998,16.9,16.9
2021-12-02,6.445833333333333,-0.239999995,16.82,16.82
2021-12-03,4.006249999999999,-0.072000003,18.78,18.78
2021-12-04,4.1025,-0.046000001,19.42,19.42
2021-12-05,4.3475,-0.316000012,22.36,22.36
2021-12-06,3.64,-0.0699999974,20.79,20.79
2021-12-07,3.72625,0.029690772032917697,18.32,18.32
2021-12-08,5.170416666666667,0.2320000025999999,18.2,18.2
2021-12-09,3.6275,-0.25999999,17.95,17.95
2021-12-10,1.4325,0.1679999938,18.4,18.4
2021-12-11,4.175416666666666,-0.289999992,19.0,19.0
2021-12-12,3.4233333333333333,-0.0019999998,17.34,17.34
2021-12-13,5.244999999999999,0.1060000008,18.28,18.28
2021-12-14,5.38,0.200000003,18.15,18.15
2021-12-15,6.009583333333332,-0.180000007,16.84,16.84
2021-12-16,3.1041666666666674,0.449999988,10.93,10.93
2021-12-17,5.527083333333335,0.024,10.16,10.16
2021-12-18,5.337083333333333,-0.159999996,10.51,10.51
2021-12-19,4.004166666666667,0.014,8.58,8.58
2021-12-20,2.98375,-0.0699999965999999,8.39,8.39
2021-12-21,3.770416666666668,-0.1319999948,8.17,8.17
2021-12-22,3.2895833333333324,0.1599999968,6.52,6.52
2021-12-23,3.500833333333333,0.0,6.71,6.71
2021-12-24,6.437083333333333,-0.1179999982,6.76,6.76
2021-12-25,3.1025,0.289999992,7.49,7.49
2021-12-26,2.55,0.1919999962,6.85,6.85
2021-12-27,4.632916666666667,0.5,7.14,7.14
2021-12-28,3.2045833333333333,0.2259999945999999,8.2,8.2
2021-12-29,2.768333333333334,-0.0059999996,7.71,7.71
2021-12-30,2.815,-0.2679999996,7.66,7.66
2021-12-31,3.307916666666666,0.0800000004,7.72,7.72
