date,open_SO2,sate_SO2,"JN Stadium, Shillong - Meghalaya PCB","Lumpyngngad, Shillong - Meghalaya PCB"
2020-11-24,4.135,-0.1140000012,6.59,6.59
2020-11-25,8.159583333333334,0.129999995,9.12,9.12
2020-11-26,6.08875,0.200000003,4.96,4.96
2020-11-27,5.035416666666666,-0.2200000024,4.56,4.56
2020-11-28,4.33125,-0.083999996,8.63,8.63
2020-11-29,5.695,0.670000017,9.42,9.42
2020-11-30,6.082083333333333,0.195999995,3.89,3.89
2020-12-01,5.364583333333332,0.0180000018,5.79,5.79
2020-12-02,8.990416666666667,0.1359999974,5.06,5.06
2020-12-03,7.910833333333333,-0.980000019,7.87,7.87
2020-12-04,8.77,-0.2920000042,7.04,7.04
2020-12-05,4.02625,0.1839999967999999,7.63,7.63
2020-12-06,3.739166666666666,0.0159999986,8.77,8.77
2020-12-07,4.026666666666666,-0.044000001,8.77,8.77
2020-12-08,5.538333333333333,0.0660000004,9.34,9.34
2020-12-09,5.477916666666666,0.1659999992,9.49,9.49
2020-12-10,6.593749999999999,-0.0179999977999999,10.16,10.16
2020-12-11,6.353333333333335,-0.550000012,10.25,10.25
2020-12-12,2.7549999999999994,0.200000003,9.78,9.78
2020-12-13,2.434583333333333,0.0779999992,9.9,9.9
2020-12-14,6.303333333333335,0.1679999948,9.71,9.71
2020-12-15,5.948333333333333,0.180000007,6.51,6.51
2020-12-16,2.6100000000000003,0.0099999966,4.65,4.65
2020-12-17,1.3133333333333332,-0.1840000011999999,4.66,4.66
2020-12-18,5.604166666666667,0.0439999985999999,3.35,3.35
2020-12-19,3.6066666666666674,-0.349999994,3.73,3.73
2020-12-20,2.0170833333333333,0.050000001,2.99,2.99
2020-12-21,4.350416666666667,0.2759999962,4.3,4.3
2020-12-22,6.517083333333335,-0.25,3.76,3.76
2020-12-23,5.194166666666668,-0.1459999992,5.01,5.01
2020-12-24,6.625416666666666,0.059999999,5.17,5.17
2020-12-25,2.69125,0.152000005,4.75,4.75
2020-12-26,5.212916666666667,-0.0479999998,4.9,4.9
2020-12-27,4.730833333333333,-0.360000014,4.2,4.2
2020-12-28,7.215833333333332,-0.109999999,5.37,5.37
2020-12-29,4.02875,0.189999998,5.32,5.32
2020-12-30,6.5325,0.1039999959999999,5.43,5.43
2020-12-31,8.149166666666668,0.07,5.79,5.79
2021-01-01,7.583750000000001,0.0399999996,5.33,5.33
2021-01-02,5.145833333333333,-0.0600000023999999,5.62,5.62
2021-01-03,4.552500000000001,0.0400000008,5.61,5.61
2021-01-04,3.23875,-0.230000004,5.83,5.83
2021-01-05,1.12125,0.709999979,6.15,6.15
2021-01-06,0.9766666666666663,-0.1200000026,6.86,6.86
2021-01-07,2.003333333333333,-0.189999998,7.01,7.01
2021-01-08,4.144583333333332,-0.0280000005999999,7.99,7.99
2021-01-09,1.4275,0.2059999955999999,8.88,8.88
2021-01-10,2.160833333333333,0.0300000011999999,8.3,8.3
2021-01-11,3.51625,0.085999996,6.99,6.99
2021-01-12,3.264583333333333,0.199999993,7.01,7.01
2021-01-13,4.750416666666666,0.0479999994,7.81,7.81
2021-01-14,3.5487500000000005,-0.330000013,8.03,8.03
2021-01-15,6.491666666666666,0.0499999986,9.12,9.12
2021-01-16,2.843333333333334,0.1299999963999999,8.2,8.2
2021-01-17,1.5729166666666667,-0.0839999984,8.48,8.48
2021-01-18,4.209166666666667,-0.0100000009999999,8.03,8.03
2021-01-19,3.7125,0.0919999944,6.49,6.49
2021-01-20,4.1525,0.0839999999999999,9.13,9.13
2021-01-21,4.910833333333334,0.059999999,8.59,8.59
2021-01-22,4.4475,0.0300000012,8.27,8.27
2021-01-23,6.265833333333333,-0.159999996,8.32,8.32
2021-01-24,4.206666666666666,-0.0639999998,8.53,8.53
2021-01-25,2.8520833333333333,-0.330000013,7.8,7.8
2021-01-26,7.445,0.0320000006,6.61,6.61
2021-01-27,3.345,-0.0200000002,7.43,7.43
2021-01-28,3.9333333333333336,-0.280000001,9.13,9.13
2021-01-29,4.132083333333335,-0.569999993,9.1,9.1
2021-01-30,2.7433333333333336,0.469999999,9.49,9.49
2021-01-31,4.470833333333332,-0.0579999996,7.55,7.55
2021-02-01,4.552916666666667,0.0100000012,8.58,8.58
2021-02-02,3.103333333333333,0.0099999986,8.43,8.43
2021-02-03,3.9691666666666663,-0.170000001,8.02,8.02
2021-02-04,4.8125,-0.0219999995999999,9.75,9.75
2021-02-05,4.960000000000002,0.150000006,10.44,10.44
2021-02-06,1.6991666666666674,0.280000001,10.15,10.15
2021-02-07,3.923333333333333,0.0799999983999999,10.34,10.34
2021-02-08,4.21125,0.209999993,9.99,9.99
2021-02-09,5.26125,0.1959999934,8.84,8.84
2021-02-10,5.577916666666668,0.02,10.58,10.58
2021-02-11,7.199583333333334,0.0880000014,13.82,13.82
2021-02-12,5.981666666666666,0.102,12.64,12.64
2021-02-13,6.234583333333333,0.109999999,11.73,11.73
2021-02-14,5.624583333333335,0.0540000001999999,11.94,11.94
2021-02-15,5.709166666666668,-0.0320000002,11.44,11.44
2021-02-16,6.3741666666666665,0.0079999938,12.55,12.55
2021-02-17,5.142916666666667,-0.0659999922,11.96,11.96
2021-02-18,6.622500000000001,-0.0040000001999999,12.7,12.7
2021-02-19,4.4558333333333335,0.2039999988,12.01,12.01
2021-02-20,3.0041666666666664,-0.05,12.8,12.8
2021-02-21,4.722083333333333,0.100000001,12.66,12.66
2021-02-22,6.868749999999999,0.370000005,17.08,17.08
2021-02-23,4.86,0.0300000003999999,15.26,15.26
2021-02-24,4.475416666666667,0.519999981,14.91,14.91
2021-02-25,9.0175,0.0279999994,12.91,12.91
2021-02-26,9.3825,0.1020000026,15.74,15.74
2021-02-27,7.148333333333333,-0.0159999995999999,15.54,15.54
2021-02-28,7.582916666666667,0.3899999918,15.13,15.13
2021-03-01,4.262083333333334,-0.07,15.12,15.12
2021-03-02,3.824583333333333,-0.0780000025999999,15.17,15.17
2021-03-03,4.99375,-0.165999999,14.53,14.53
2021-03-04,7.351666666666666,-0.1220000036,16.44,16.44
2021-03-05,11.045833333333333,0.469999999,16.71,16.71
2021-03-06,2.520833333333333,-0.074000004,15.5,15.5
2021-03-07,3.647083333333334,0.1239999979999999,14.66,14.66
2021-03-08,4.0175,-0.114000001,14.9,14.9
2021-03-09,4.284999999999999,0.0479999987999999,15.0,15.0
2021-03-10,3.943750000000001,-0.2340000031999999,14.98,14.98
2021-03-11,3.80125,0.2080000024,15.18,15.18
2021-03-12,3.24,0.140000001,15.3,15.3
2021-03-13,3.1804166666666664,-0.0759999998,14.17,14.17
2021-03-14,3.930869565217391,-0.1479999996,14.23,14.23
2021-03-15,2.78125,-0.1260000004,13.65,13.65
2021-03-16,4.620416666666666,0.0740000021999999,15.12,15.12
2021-03-17,5.680833333333333,-0.01,15.17,15.17
2021-03-18,4.332083333333333,0.589999974,15.7,15.7
2021-03-19,3.3925000000000005,0.50999999,16.95,16.95
2021-03-20,2.7433333333333336,0.0220000003999999,16.1,16.1
2021-03-21,2.7745833333333336,0.079999998,16.51,16.51
2021-03-22,3.13125,-0.046000002,20.17,20.17
2021-03-23,5.082916666666666,-0.150000006,20.06,20.06
2021-03-24,5.896250000000001,-0.0819999952,21.96,21.96
2021-03-25,4.53375,-0.180000007,17.18,17.18
2021-03-26,3.4166666666666665,-0.050000001,19.6,19.6
2021-03-27,5.275416666666668,-0.1239999942,24.11,24.11
2021-03-28,3.202083333333334,0.090000004,22.3,22.3
2021-03-29,5.488333333333334,0.0240000003999999,24.57,24.57
2021-03-30,3.540833333333334,0.029690772032917697,13.99,13.99
2021-03-31,2.764166666666666,-0.1359999988,13.4,13.4
2021-04-01,5.092499999999999,-0.0039999976,14.51,14.51
2021-04-02,3.81625,0.129999995,12.35,12.35
2021-04-03,3.4437500000000014,0.0659999981999999,17.0,17.0
2021-04-04,4.812916666666666,0.219999999,18.03,18.03
2021-04-05,4.131666666666667,0.0959999946,13.94,13.94
2021-04-06,4.256666666666667,0.0259999989999999,11.97,11.97
2021-04-07,3.840416666666666,-0.0539999994,16.59,16.59
2021-04-08,2.3725000000000005,0.1640000053999999,12.57,12.57
2021-04-09,2.60125,0.1379999964,9.31,9.31
2021-04-10,3.360416666666667,0.159999996,16.37,16.37
2021-04-11,7.761666666666667,-0.1180000001999999,15.25,15.25
2021-04-12,4.538333333333334,0.579999983,16.73,16.73
2021-04-13,7.979583333333331,-0.0700000006,16.98,16.98
2021-04-14,5.754583333333333,-0.1700000025999999,12.61,12.61
2021-04-15,2.3125,0.0519999967999999,10.8,10.8
2021-04-16,4.2508333333333335,-0.0459999996,9.53,9.53
2021-04-17,5.548333333333335,-0.1459999948,7.41,7.41
2021-04-18,4.099999999999999,0.189999998,16.45,16.45
2021-04-19,5.040833333333333,0.560000002,15.87,15.87
2021-04-20,3.759583333333333,0.340000004,15.72,15.72
2021-04-21,4.014166666666667,0.150000006,16.16,16.16
2021-04-22,1.7854166666666664,0.1779999918,17.51,17.51
2021-04-23,1.1325,-0.0400000044,17.7,17.7
2021-04-24,3.43125,-0.1339999989999999,29.17,29.17
2021-04-25,4.1883333333333335,-0.0480000017999999,32.28,32.28
2021-04-26,3.6545833333333344,0.0839999986,30.55,30.55
2021-04-27,4.055,0.0739999982,15.42,15.42
2021-04-28,3.1445833333333337,-0.0580000006,15.14,15.14
2021-04-29,4.216666666666666,0.1540000054,19.03,19.03
2021-04-30,4.00875,0.0599999964,18.52,18.52
2021-05-01,4.264166666666667,-0.0739999992,8.71,8.71
2021-05-02,3.8020833333333344,0.0619999978,8.04,8.04
2021-05-03,1.6729166666666666,-0.0379999978,7.81,7.81
2021-05-04,6.200833333333335,0.1579999992,7.92,7.92
2021-05-05,4.172499999999999,0.1139999949999999,8.25,8.25
2021-05-06,2.1704166666666667,-0.07,7.92,7.92
2021-05-07,2.126666666666668,-0.129999995,8.6,8.6
2021-05-08,1.8066666666666664,-0.2020000026,8.34,8.34
2021-05-09,1.3470833333333336,0.0959999964,8.46,8.46
2021-05-10,2.1008333333333327,-0.0359999974,8.45,8.45
2021-05-11,1.585,0.052,8.61,8.61
2021-05-12,3.032916666666667,0.0559999992,9.12,9.12
2021-05-13,1.185,0.1720000006,8.5,8.5
2021-05-14,1.8275,-0.0980000022,8.54,8.54
2021-05-15,2.8279166666666664,-0.3459999986,9.04,9.04
2021-05-16,2.06,-0.1539999932,9.02,9.02
2021-05-17,1.992916666666667,-0.0859999994,9.32,9.32
2021-05-18,2.7687499999999994,0.0979999982,9.08,9.08
2021-05-19,2.4062500000000004,0.1139999959999999,9.95,9.95
2021-05-20,1.5287499999999996,0.0839999954,10.05,10.05
2021-05-21,1.5562499999999997,0.2579999932,17.89,17.89
2021-05-22,1.4558333333333335,0.0140000036,18.36,18.36
2021-05-23,4.10625,-0.0959999946,19.6,19.6
2021-05-24,5.075416666666667,-0.02,18.07,18.07
2021-05-25,1.6920833333333327,0.2279999958,17.54,17.54
2021-05-26,1.8862499999999995,-0.0660000012,16.93,16.93
2021-05-27,2.28375,0.1759999974,16.79,16.79
2021-05-28,2.692916666666666,0.0519999998,17.07,17.07
2021-05-29,1.0520833333333337,-0.090000004,17.3,17.3
2021-05-30,1.2383333333333333,0.0559999976,17.71,17.71
2021-05-31,1.0970833333333332,0.0739999928,17.32,17.32
2021-06-01,2.0641666666666665,0.0499999993999999,16.44,16.44
2021-06-02,1.3908333333333334,-0.0840000016,16.82,16.82
2021-06-03,2.075833333333333,-0.0020000018,17.08,17.08
2021-06-04,2.338333333333334,-0.2259999977999999,17.34,17.34
2021-06-05,2.826666666666666,0.0520000017999999,17.04,17.04
2021-06-06,1.3616666666666666,0.0500000024,16.55,16.55
2021-06-07,1.985,0.0859999975999999,16.83,16.83
2021-06-08,1.6541666666666668,-0.0699999998,16.75,16.75
2021-06-09,5.037083333333333,0.1499999986,17.24,17.24
2021-06-10,5.613333333333333,0.2759999958,17.11,17.11
2021-06-11,2.0325,0.076,17.16,17.16
2021-06-12,2.4329166666666664,0.0099999984,17.23,17.23
2021-06-13,1.7845833333333332,0.238000005,17.16,17.16
2021-06-14,1.112083333333333,-0.0699999999999999,17.43,17.43
2021-06-15,1.534166666666667,0.0919999996,17.58,17.58
2021-06-16,1.3845833333333333,0.1999999978,17.45,17.45
2021-06-17,1.3208333333333333,0.1559999987999999,17.46,17.46
2021-06-18,1.1116666666666668,0.0380000001999999,17.12,17.12
2021-06-19,1.024583333333333,-0.0160000004,16.79,16.79
2021-06-20,1.5945833333333332,0.0499999982,16.88,16.88
2021-06-21,2.608333333333333,0.0819999965999999,16.89,16.89
2021-06-22,1.4066666666666665,0.2399999978,16.88,16.88
2021-06-23,1.2708333333333337,-0.0960000014,17.22,17.22
2021-06-24,1.1733333333333331,-0.0340000026,17.56,17.56
2021-06-25,1.030416666666667,0.0240000006,17.64,17.64
2021-06-26,0.7266666666666667,0.0220000023999999,17.77,17.77
2021-06-27,1.2454166666666666,0.2639999912,17.81,17.81
2021-06-28,2.3608333333333333,0.2559999954,17.7,17.7
2021-06-29,2.2324999999999995,0.0419999973999999,17.53,17.53
2021-06-30,1.8875,0.0959999978,17.34,17.34
2021-07-01,1.3533333333333335,0.0279999992,17.14,17.14
2021-07-02,1.392916666666667,0.2699999968,17.12,17.12
2021-07-03,0.97875,0.0399999953999999,17.33,17.33
2021-07-04,1.0045833333333334,0.0420000018,17.27,17.27
2021-07-05,1.1683333333333337,0.1999999942,17.65,17.65
2021-07-06,1.1204166666666666,0.0840000019999999,18.07,18.07
2021-07-07,3.397083333333333,0.0660000021999999,18.15,18.15
2021-07-08,2.262083333333333,-0.0059999993999999,17.91,17.91
2021-07-09,6.906666666666666,0.1679999984,18.17,18.17
2021-07-10,4.0945833333333335,-0.0400000019999999,18.19,18.19
2021-07-11,2.326666666666666,-0.0179999991999999,18.14,18.14
2021-07-12,3.93375,0.0059999992,18.36,18.36
2021-07-13,1.38,0.0260000004,10.15,10.15
2021-07-14,0.8175,-0.123999998,10.42,10.42
2021-07-15,0.93625,0.165999995,10.82,10.82
2021-07-16,1.2158333333333335,-0.1759999962,10.74,10.74
2021-07-17,1.1191666666666666,0.119999996,9.21,9.21
2021-07-18,1.25625,0.3299999954,9.4,9.4
2021-07-19,4.1000000000000005,-0.0180000008,9.28,9.28
2021-07-20,3.4849999999999994,0.047999998,9.95,9.95
2021-07-21,5.567083333333334,0.2359999956,10.1,10.1
2021-07-22,1.9208333333333327,-0.0779999971999999,10.05,10.05
