date,open_NO2,sate_NO2,"Sector 22, Chandigarh - CPCC","Sector-25, Chandigarh - CPCC","Sector-53, Chandigarh - CPCC"
2021-12-17,21.000416666666663,1.02e+16,65.9,21.34,21.34
2021-12-18,15.57208333333333,6713960000000000.0,70.73,19.85,19.85
2021-12-19,21.191666666666663,6277690000000000.0,78.25,31.67,31.67
2021-12-20,48.24541666666666,7899312000000000.0,97.73,36.82,36.82
2021-12-21,49.68208333333333,9105210000000000.0,88.33,48.24,48.24
2021-12-22,54.06499999999999,9273370000000000.0,92.17,60.97,60.97
2021-12-23,36.72166666666666,7501590000000000.0,89.51,69.85,69.85
2021-12-24,43.462500000000006,9733430000000000.0,80.93,59.29,59.29
2021-12-25,41.88458333333333,6547020000000000.0,89.05,56.77,56.77
2021-12-26,32.81458333333333,8310776000000000.0,106.83,59.62,59.62
2021-12-27,44.53958333333332,6351560000000000.0,74.01,43.28,43.28
2021-12-28,41.62666666666667,1.2e+16,77.77,51.61,51.61
2021-12-29,36.15,3088520000000000.0,75.93,42.42,42.42
2021-12-30,50.28083333333333,4691382000000000.0,86.6,48.13,48.13
2021-12-31,40.05625,1.04e+16,94.78,42.98,42.98
