date,open_SO2,sate_SO2,"Central School, Lucknow - CPCB","Gomti Nagar, Lucknow - UPPCB","Kukrail Picnic Spot-1, Lucknow - UPPCB","Lalbagh, Lucknow - CPCB","Nishant Ganj, Lucknow - UPPCB"
2021-10-19,12.818750000000003,-0.1200000014,5.38,21.01,6.11,5.38,5.38
2021-10-20,15.785833333333336,0.270000011,5.24,23.5,6.42,5.24,5.24
2021-10-21,18.69541666666667,0.140000001,5.96,24.8,6.64,5.96,5.96
2021-10-22,12.91458333333334,0.3340000002,5.12,24.27,6.8,5.12,5.12
2021-10-23,20.211250000000007,-0.289999992,6.15,23.67,6.61,6.15,6.15
2021-10-24,14.394999999999996,-0.1040000003999999,4.81,23.43,6.55,4.81,4.81
2021-10-25,17.085,0.430000007,5.67,24.51,6.55,5.67,5.67
2021-10-26,13.988333333333337,-0.0159999998,5.06,25.17,6.91,5.06,5.06
2021-10-27,15.51,-0.2300000019999999,5.24,26.02,6.95,5.24,5.24
2021-10-28,26.78791666666667,-0.319999993,3.41,25.82,7.0,3.41,3.41
2021-10-29,20.723333333333336,-0.07,4.13,28.55,7.26,4.13,4.13
2021-10-30,13.371666666666668,-0.109999999,3.8,25.72,7.06,3.8,3.8
2021-10-31,16.128333333333334,0.1399999997999999,3.35,25.31,7.39,3.35,3.35
2021-11-01,36.285,0.4840000042,3.19,24.88,7.15,3.19,3.19
2021-11-02,21.45291666666667,-0.0940000019999999,3.9,24.96,7.17,3.9,3.9
2021-11-03,26.078333333333333,0.050000001,3.64,25.17,7.21,3.64,3.64
2021-11-04,19.873750000000005,-0.0880000014,10.25,25.5,7.49,10.25,10.25
2021-11-05,15.135000000000003,0.819999993,9.35,24.87,8.01,9.35,9.35
2021-11-06,18.89458333333333,-0.479999989,6.91,25.29,7.62,6.91,6.91
2021-11-07,16.634400000000003,0.2340000121999999,5.37,25.08,8.5,5.37,5.37
2021-11-08,23.91125000000001,0.090000004,6.42,25.47,8.87,6.42,6.42
2021-11-09,25.773333333333337,0.2159999976,6.08,24.16,8.61,6.08,6.08
2021-11-10,30.188333333333333,0.119999997,6.12,25.07,9.12,6.12,6.12
2021-11-11,25.7675,0.1320000015999999,10.97,24.85,9.28,10.97,10.97
2021-11-12,24.853333333333328,-0.0139999994,10.1,25.63,8.89,10.1,10.1
2021-11-13,24.46708333333333,-0.25999999,11.65,25.23,9.79,11.65,11.65
2021-11-14,19.52625,0.090000004,11.11,24.01,9.52,11.11,11.11
2021-11-15,21.731666666666676,0.090000004,12.58,24.72,9.73,12.58,12.58
2021-11-16,25.02416666666667,-0.1019999986,8.47,25.64,9.26,8.47,8.47
2021-11-17,19.77875,0.0859999992,13.5,25.2,9.49,13.5,13.5
2021-11-18,13.187083333333334,0.1399999948,6.7,26.18,9.44,6.7,6.7
2021-11-19,19.24,0.2860000142,8.17,25.79,9.53,8.17,8.17
2021-11-20,11.188333333333333,0.0459999964,6.96,24.8,9.57,6.96,6.96
2021-11-21,24.66125,-1.04999995,6.73,24.66,9.69,6.73,6.73
2021-11-22,20.871666666666663,-0.189999998,9.83,25.13,9.2,9.83,9.83
2021-11-23,25.33208333333334,0.0679999986,10.79,25.92,9.38,10.79,10.79
2021-11-24,31.282083333333336,-0.219999999,10.55,25.73,10.16,10.55,10.55
2021-11-25,22.69,0.123999997,12.46,26.27,9.87,12.46,12.46
2021-11-26,22.16,0.0220000006,10.44,25.12,10.55,10.44,10.44
2021-11-27,26.272499999999997,0.152000001,12.1,25.0,10.0,12.1,12.1
2021-11-28,21.120000000000005,0.424000001,7.12,25.52,10.12,7.12,7.12
2021-11-29,18.551666666666662,0.769999981,7.17,24.57,10.4,7.17,7.17
2021-11-30,19.89708333333333,0.2040000052,9.88,25.38,10.8,9.88,9.88
2021-12-01,17.729999999999997,0.1700000002,11.14,24.94,10.67,11.14,11.14
2021-12-02,18.890833333333333,0.148000005,10.57,23.47,10.53,10.57,10.57
2021-12-03,18.15375000000001,0.1960000038,17.2,24.53,10.6,17.2,17.2
2021-12-04,23.41458333333333,0.0900000076,14.86,24.58,8.71,14.86,14.86
2021-12-05,9.70125,1.13,10.03,22.16,3.73,10.03,10.03
2021-12-06,15.633333333333333,0.0420000008,7.33,22.46,3.75,7.33,7.33
2021-12-07,19.431666666666665,0.07989027519750623,6.74,22.73,3.33,6.74,6.74
2021-12-08,20.27583333333333,-0.889999986,9.68,23.9,3.52,9.68,9.68
2021-12-09,19.902916666666663,0.0300000011999999,9.03,23.67,4.05,9.03,9.03
2021-12-10,21.909166666666668,-0.819999993,9.89,25.31,4.02,9.89,9.89
2021-12-11,16.202499999999997,0.2139999927999999,12.6,24.1,3.81,12.6,12.6
2021-12-12,29.846249999999998,0.479999989,13.06,25.5,2.4,13.06,13.06
2021-12-13,36.54375,0.0679999956,19.38,24.61,2.76,19.38,19.38
2021-12-14,18.80541666666667,0.1120000004,14.79,26.06,3.09,14.79,14.79
2021-12-15,19.619166666666665,0.74000001,20.83,26.66,1.72,20.83,20.83
2021-12-16,20.383750000000003,-0.2580000007999999,15.46,25.95,1.77,15.46,15.46
2021-12-17,22.277083333333326,-0.0159999965999999,10.19,27.21,2.72,10.19,10.19
2021-12-18,14.414166666666668,0.0700000086,9.18,28.09,4.96,9.18,9.18
2021-12-19,14.66708333333333,0.529999971,13.76,26.95,5.0,13.76,13.76
2021-12-20,17.655833333333337,-0.0680000036,13.14,27.63,3.57,13.14,13.14
2021-12-21,20.71791666666667,-0.800000012,12.11,26.86,2.66,12.11,12.11
2021-12-22,25.357083333333332,0.1179999974,18.82,27.21,1.97,18.82,18.82
2021-12-23,39.15583333333333,0.400000006,23.18,26.27,2.13,23.18,23.18
2021-12-24,17.41458333333333,0.180000007,18.68,26.41,1.8,18.68,18.68
2021-12-25,12.71875,0.0880000004,21.28,27.05,1.85,21.28,21.28
2021-12-26,8.738750000000005,-0.0259999989999999,13.06,26.51,1.94,13.06,13.06
2021-12-27,12.405000000000006,0.0719999954,22.91,27.25,2.1,22.91,22.91
2021-12-28,10.675,-0.4540000031999999,12.11,25.83,2.2,12.11,12.11
2021-12-29,8.374583333333335,0.3300000027999999,12.84,26.02,2.56,12.84,12.84
2021-12-30,12.866666666666664,0.051999995,14.37,25.96,2.34,14.37,14.37
2021-12-31,19.54583333333333,-0.170000002,10.5,26.55,2.38,10.5,10.5
