,City,Lat,Lng,Date,CO,NO2,SO2,PM2_5
0,Ghaziabad,28.678,77.412,2020-11-24,2423.2850000000003,62.89,20.5925,342.3525
1,Ghaziabad,28.678,77.412,2020-11-25,1743.4750000000001,51.69458333333335,41.88708333333333,250.27291666666667
2,Ghaziabad,28.678,77.412,2020-11-26,1580.1983333333337,57.32166666666666,53.297500000000014,107.73166666666668
3,Ghaziabad,28.678,77.412,2020-11-27,1918.7145833333334,68.13125000000001,55.531666666666666,149.87458333333336
4,Ghaziabad,28.678,77.412,2020-11-28,3305.593333333333,90.1375,49.45374999999999,249.31666666666663
5,Ghaziabad,28.678,77.412,2020-11-29,6249.587083333332,110.30041666666669,92.31708333333331,469.56041666666675
6,Ghaziabad,28.678,77.412,2020-11-30,6639.56,112.21416666666666,74.55541666666666,512.5754166666667
7,Ghaziabad,28.678,77.412,2020-12-01,6180.604166666668,127.29333333333336,79.57291666666666,574.2566666666665
8,Ghaziabad,28.678,77.412,2020-12-02,3705.025416666667,99.89125,63.61833333333333,348.59124999999995
9,Ghaziabad,28.678,77.412,2020-12-03,4994.551666666666,118.69791666666669,98.15374999999996,560.4433333333334
10,Ghaziabad,28.678,77.412,2020-12-04,2353.1916666666666,67.36708333333331,67.86041666666668,405.4354166666667
11,Ghaziabad,28.678,77.412,2020-12-05,1449.7433333333336,32.02333333333333,30.86583333333333,319.6095833333333
12,Ghaziabad,28.678,77.412,2020-12-06,3550.9270833333335,105.04541666666665,70.65208333333334,464.79125
13,Ghaziabad,28.678,77.412,2020-12-07,6657.918333333334,103.70499999999998,65.735,634.3029166666666
14,Ghaziabad,28.678,77.412,2020-12-08,4516.680833333333,108.07291666666669,115.95166666666665,457.96125000000006
15,Ghaziabad,28.678,77.412,2020-12-09,4343.6675,100.87583333333338,83.01083333333332,401.4458333333334
16,Ghaziabad,28.678,77.412,2020-12-10,3656.069166666666,77.85583333333335,64.07541666666665,247.3691666666667
17,Ghaziabad,28.678,77.412,2020-12-11,2267.5195833333332,63.982916666666654,49.16958333333333,168.81625
