,City,Lat,Lng,Date,CO,NO2,SO2,PM2_5
0,Jaipur,26.915,75.817,2020-11-24,657.56,11.355,10.43,96.845
1,Jaipur,26.915,75.817,2020-11-25,682.3141666666668,10.35875,11.197916666666666,120.57458333333334
2,Jaipur,26.915,75.817,2020-11-26,727.3758333333332,13.64125,8.122916666666667,108.60125000000001
3,Jaipur,26.915,75.817,2020-11-27,627.2395833333334,15.3825,7.480833333333334,55.614583333333336
4,Jaipur,26.915,75.817,2020-11-28,878.9695833333334,25.731666666666666,12.148333333333333,62.613333333333344
5,Jaipur,26.915,75.817,2020-11-29,1429.4391666666663,39.781666666666666,18.81083333333333,110.19583333333334
6,Jaipur,26.915,75.817,2020-11-30,1488.4075,50.83041666666665,27.72583333333334,112.62666666666668
7,Jaipur,26.915,75.817,2020-12-01,1246.1345833333332,39.01416666666666,25.222916666666666,107.64958333333333
8,Jaipur,26.915,75.817,2020-12-02,1278.40125,42.8125,20.98625,113.31208333333336
9,Jaipur,26.915,75.817,2020-12-03,1481.4533333333331,49.57833333333334,23.607916666666668,114.575
10,Jaipur,26.915,75.817,2020-12-04,1541.81375,39.71833333333333,21.31375,135.62541666666667
11,Jaipur,26.915,75.817,2020-12-05,901.9175000000001,26.730000000000004,14.862916666666665,76.29625
12,Jaipur,26.915,75.817,2020-12-06,970.4829166666667,20.37166666666667,13.90291666666667,167.32291666666666
13,Jaipur,26.915,75.817,2020-12-07,2140.959166666666,61.86708333333331,28.2225,236.0966666666666
14,Jaipur,26.915,75.817,2020-12-08,1478.672916666667,38.41416666666666,19.367083333333337,160.3825
15,Jaipur,26.915,75.817,2020-12-09,1433.6108333333334,42.715833333333336,25.85625,155.3404166666667
16,Jaipur,26.915,75.817,2020-12-10,1271.8637500000002,32.92333333333333,20.617916666666666,164.61416666666665
17,Jaipur,26.915,75.817,2020-12-11,717.6412499999998,17.554999999999996,16.293333333333333,101.03166666666665
18,Jaipur,26.915,75.817,2020-12-12,695.6670833333333,11.6725,7.072499999999998,78.19166666666668
19,Jaipur,26.915,75.817,2020-12-13,680.7858333333334,16.579166666666666,10.289166666666668,53.827500000000015
20,Jaipur,26.915,75.817,2020-12-14,897.0508333333331,26.211666666666662,13.359166666666667,68.19833333333334
21,Jaipur,26.915,75.817,2020-12-15,727.6541666666667,16.229583333333334,8.740833333333335,74.00499999999998
22,Jaipur,26.915,75.817,2020-12-16,841.4191666666667,18.99541666666667,10.13375,78.27083333333333
23,Jaipur,26.915,75.817,2020-12-17,632.9425,16.032083333333333,11.198750000000002,53.09708333333334
24,Jaipur,26.915,75.817,2020-12-18,818.1937500000003,27.90000000000001,12.856249999999998,50.83625
25,Jaipur,26.915,75.817,2020-12-19,965.6154166666665,32.97291666666667,17.56,73.88958333333333
26,Jaipur,26.915,75.817,2020-12-20,1153.7875,37.23291666666667,19.629999999999995,83.595
27,Jaipur,26.915,75.817,2020-12-21,1508.5737499999998,42.120000000000005,19.389166666666664,129.9654166666667
28,Jaipur,26.915,75.817,2020-12-22,1389.38375,40.05708333333333,18.184583333333332,154.70791666666668
29,Jaipur,26.915,75.817,2020-12-23,1151.7020833333333,28.510833333333334,12.184166666666668,156.36291666666668
30,Jaipur,26.915,75.817,2020-12-24,1012.4858333333335,20.647916666666664,14.655416666666666,165.59416666666667
31,Jaipur,26.915,75.817,2020-12-25,1694.5204166666665,52.77333333333334,27.636250000000004,152.23958333333331
32,Jaipur,26.915,75.817,2020-12-26,1490.0762499999994,44.68333333333334,18.090416666666666,149.15208333333337
33,Jaipur,26.915,75.817,2020-12-27,537.8125,12.857916666666668,11.406666666666668,70.11333333333333
34,Jaipur,26.915,75.817,2020-12-28,1083.1349999999995,32.346666666666664,16.76458333333333,80.60166666666667
35,Jaipur,26.915,75.817,2020-12-29,800.80875,18.343333333333337,11.935833333333335,78.37083333333332
36,Jaipur,26.915,75.817,2020-12-30,726.4029166666669,15.916666666666664,11.342500000000001,74.28708333333334
37,Jaipur,26.915,75.817,2020-12-31,1326.7995833333332,45.4975,27.918333333333337,112.90791666666667
38,Jaipur,26.915,75.817,2021-01-01,642.81625,8.807916666666667,11.697916666666666,109.8975
39,Jaipur,26.915,75.817,2021-01-02,590.2449999999999,7.62625,10.217916666666666,129.37583333333336
40,Jaipur,26.915,75.817,2021-01-03,627.2399999999999,7.44625,8.561666666666667,95.07541666666667
41,Jaipur,26.915,75.817,2021-01-04,607.7691666666667,8.382916666666667,8.021666666666667,110.7
42,Jaipur,26.915,75.817,2021-01-05,833.908333333333,17.708750000000002,10.575416666666666,136.26458333333335
43,Jaipur,26.915,75.817,2021-01-06,765.7616666666667,12.081250000000002,5.432083333333334,63.001666666666665
44,Jaipur,26.915,75.817,2021-01-07,1226.9425,31.07458333333334,12.901666666666666,125.52708333333334
45,Jaipur,26.915,75.817,2021-01-08,914.295,12.692083333333336,10.453333333333333,154.59625
46,Jaipur,26.915,75.817,2021-01-09,721.2558333333333,9.189166666666667,5.6241666666666665,102.44249999999998
47,Jaipur,26.915,75.817,2021-01-10,844.2012499999997,15.93,7.513333333333335,90.03916666666669
48,Jaipur,26.915,75.817,2021-01-11,702.3416666666666,16.868749999999995,8.017499999999998,59.975
49,Jaipur,26.915,75.817,2021-01-12,605.8229166666666,18.230416666666667,8.074166666666667,39.67125
50,Jaipur,26.915,75.817,2021-01-13,1445.849583333333,42.990833333333335,20.346250000000005,100.54833333333333
51,Jaipur,26.915,75.817,2021-01-14,1589.9333333333332,40.87708333333333,18.890000000000004,118.56166666666668
