,City,Lat,Lng,Date,CO,NO2,SO2,PM2_5
0,Chandigarh,30.73,76.777,2020-11-24,1326.7975000000001,31.7025,9.399999999999999,62.3025
1,Chandigarh,30.73,76.777,2020-11-25,763.53625,24.1975,9.046666666666669,45.51749999999999
2,Chandigarh,30.73,76.777,2020-11-26,883.0024999999999,32.26208333333333,6.986250000000001,29.37041666666666
3,Chandigarh,30.73,76.777,2020-11-27,780.50375,32.2175,13.390000000000002,47.16166666666666
4,Chandigarh,30.73,76.777,2020-11-28,1082.3020833333335,28.31125,13.642499999999997,111.34000000000002
5,Chandigarh,30.73,76.777,2020-11-29,1273.9508333333335,43.16916666666666,17.27583333333333,138.08333333333334
6,Chandigarh,30.73,76.777,2020-11-30,1150.1712500000003,37.74333333333333,34.14791666666667,139.76416666666668
7,Chandigarh,30.73,76.777,2020-12-01,1309.2766666666669,44.93291666666667,27.03625,148.61083333333335
8,Chandigarh,30.73,76.777,2020-12-02,983.0016666666667,25.09124999999999,20.626249999999995,132.8504166666667
9,Chandigarh,30.73,76.777,2020-12-03,1095.6525,33.29916666666666,11.271666666666668,100.16083333333336
10,Chandigarh,30.73,76.777,2020-12-04,1151.2845833333333,30.274583333333325,12.127916666666664,113.41916666666664
11,Chandigarh,30.73,76.777,2020-12-05,709.8525,19.203333333333337,7.6720833333333305,47.208750000000016
12,Chandigarh,30.73,76.777,2020-12-06,771.7416666666664,25.33166666666666,17.395,68.08874999999999
13,Chandigarh,30.73,76.777,2020-12-07,737.2508333333332,25.52791666666667,17.712083333333336,73.60583333333331
14,Chandigarh,30.73,76.777,2020-12-08,1208.0275000000001,51.55124999999999,29.27125,77.16416666666665
15,Chandigarh,30.73,76.777,2020-12-09,1010.5366666666665,36.27166666666667,18.398333333333326,64.71291666666667
16,Chandigarh,30.73,76.777,2020-12-10,861.7245833333333,31.645416666666666,16.767916666666668,38.27250000000001
17,Chandigarh,30.73,76.777,2020-12-11,1144.1908333333336,30.27083333333334,16.265416666666667,53.67791666666668
18,Chandigarh,30.73,76.777,2020-12-12,956.1583333333333,23.294999999999998,6.744166666666666,42.58708333333333
19,Chandigarh,30.73,76.777,2020-12-13,727.3758333333334,18.85083333333333,19.543333333333333,85.58208333333333
20,Chandigarh,30.73,76.777,2020-12-14,900.1104166666663,27.311249999999998,17.854166666666668,81.845
21,Chandigarh,30.73,76.777,2020-12-15,803.5900000000001,28.367916666666673,28.392500000000002,89.17
22,Chandigarh,30.73,76.777,2020-12-16,747.9587500000001,21.18583333333333,19.337083333333336,78.84249999999999
23,Chandigarh,30.73,76.777,2020-12-17,895.6604166666666,20.93583333333333,16.932916666666667,113.54875
24,Chandigarh,30.73,76.777,2020-12-18,1023.3320833333331,23.370416666666667,17.539166666666667,131.32250000000002
25,Chandigarh,30.73,76.777,2020-12-19,767.4304166666667,17.186666666666664,11.692916666666667,96.35833333333335
26,Chandigarh,30.73,76.777,2020-12-20,766.0395833333332,19.292916666666663,11.469166666666665,89.94000000000001
27,Chandigarh,30.73,76.777,2020-12-21,1385.7683333333332,44.46875,14.112916666666669,122.71875
28,Chandigarh,30.73,76.777,2020-12-22,1270.8916666666669,40.81999999999999,18.928749999999997,114.18083333333333
29,Chandigarh,30.73,76.777,2020-12-23,954.3504166666667,35.900833333333345,18.162083333333335,82.71416666666667
30,Chandigarh,30.73,76.777,2020-12-24,809.7104166666664,33.379999999999995,24.34708333333334,78.63958333333333
31,Chandigarh,30.73,76.777,2020-12-25,888.15,35.01416666666667,18.212916666666665,88.59166666666668
32,Chandigarh,30.73,76.777,2020-12-26,1233.3387500000001,36.38583333333334,12.780416666666667,156.80666666666664
33,Chandigarh,30.73,76.777,2020-12-27,613.6112500000002,10.44875,10.36958333333333,90.79750000000001
34,Chandigarh,30.73,76.777,2020-12-28,840.3075,37.67541666666667,18.795833333333334,91.73625
35,Chandigarh,30.73,76.777,2020-12-29,802.4795833333334,26.455416666666668,18.82375,83.48750000000001
36,Chandigarh,30.73,76.777,2020-12-30,1305.6604166666666,43.81249999999999,14.897916666666667,137.60583333333338
37,Chandigarh,30.73,76.777,2020-12-31,1421.372083333333,37.72833333333334,14.602083333333331,115.90625000000001
38,Chandigarh,30.73,76.777,2021-01-01,1293.9783333333332,36.66499999999999,15.922916666666664,141.35208333333333
39,Chandigarh,30.73,76.777,2021-01-02,1307.606666666667,35.55833333333333,12.093333333333332,49.45791666666668
40,Chandigarh,30.73,76.777,2021-01-03,701.3695833333333,15.462916666666663,4.8691666666666675,28.1425
41,Chandigarh,30.73,76.777,2021-01-04,829.3204166666666,16.851666666666667,5.792083333333333,20.839583333333334
42,Chandigarh,30.73,76.777,2021-01-05,405.4120833333333,7.007916666666666,3.8841666666666677,13.854166666666664
43,Chandigarh,30.73,76.777,2021-01-06,980.2187500000001,25.105,6.134583333333332,35.72041666666667
44,Chandigarh,30.73,76.777,2021-01-07,970.4837499999999,26.44125,17.074166666666667,64.36541666666666
45,Chandigarh,30.73,76.777,2021-01-08,1023.6112499999998,35.23041666666666,22.752083333333335,104.27374999999999
46,Chandigarh,30.73,76.777,2021-01-09,801.9225,21.771666666666665,17.05083333333334,101.93374999999997
47,Chandigarh,30.73,76.777,2021-01-10,984.9466666666666,19.421250000000004,17.425,125.38916666666667
48,Chandigarh,30.73,76.777,2021-01-11,1047.5316666666665,19.535833333333333,22.13291666666667,128.24499999999998
49,Chandigarh,30.73,76.777,2021-01-12,1106.5012500000003,19.585833333333337,18.26541666666667,147.39083333333335
